"exp","ver","sub","exp_initials","blocktype","trial","trialtime","trialtype","t1_level","t2_level","lag","t2_lag","targets","cuetype","mode","t1","t1_corr","t1_resp","t1_acc","t1_rt","t1_dur","t2","t2_corr","t2_resp","t2_acc","t2_rt","t2_dur","distractor1","distractor2","maskfile1","maskfile2","t1mask_soa","t2mask_soa","t1t2_soa"
"RSVPLG03","1.0.2",737,"cs","Experiment",83,"20251105-111459","main","local","local",750,750,"Both",1,"Automatic","S","sS","h",0,0.679622000083327,0.0473796001169831,"H","hH","s",0,0.123479699948803,0.0485209000762552,"A","E","mask-4.png","mask-4.png",0.099348200019449,0.1004355000332,0.750031200004742
"RSVPLG03","1.0.2",737,"cs","Experiment",84,"20251105-111504","main","global","local",750,750,"Both",1,"Automatic","S","sS","s",1,0.471813900163397,0.0471989999059588,"S","sS","s",1,0.0664228999521583,0.0477977998089045,"A","E","mask-1.png","mask-2.png",0.098214800003916,0.100179499946535,0.748526300070807
"RSVPLG03","1.0.2",737,"cs","Experiment",85,"20251105-111509","main","local","local",300,300,"Both",1,"Automatic","H","hH","h",1,0.63762650010176,0.0465778999496251,"S","sS","h",0,0.0665835998952389,0.0475101000629365,"A","A","mask-4.png","mask-3.png",0.0978393000550568,0.100530900061131,0.299208899959922
"RSVPLG03","1.0.2",737,"cs","Experiment",86,"20251105-111514","main","global","local",300,300,"Both",1,"Automatic","S","sS","s",1,0.91888549993746,0.0475463001057506,"H","hH","h",1,0.373821899993345,0.0485229999758303,"A","E","mask-1.png","mask-3.png",0.100571100134403,0.100539099890739,0.299627300119027
"RSVPLG03","1.0.2",737,"cs","Experiment",87,"20251105-111518","main","local","local",300,300,"Both",1,"Automatic","H","hH","s",0,0.703066699905321,0.0475286000873893,"H","hH","s",0,0.0709992002230138,0.0465767001733184,"E","E","mask-2.png","mask-3.png",0.0995442001149058,0.100667000049725,0.300050599966198
"RSVPLG03","1.0.2",737,"cs","Experiment",88,"20251105-111523","main","local","local",750,750,"Both",1,"Automatic","S","sS","s",1,0.42079330002889,0.0475581001956016,"S","sS","h",0,0.54935869993642,0.0466408999636769,"A","A","mask-3.png","mask-2.png",0.0985917001962662,0.0996991998981684,0.750379400094971
"RSVPLG03","1.0.2",737,"cs","Experiment",89,"20251105-111528","main","global","global",750,750,"Both",1,"Automatic","H","hH","h",1,0.308695600135252,0.0485225999727845,"S","sS","s",1,0.452748200157657,0.0475071999244392,"E","E","mask-4.png","mask-4.png",0.099568200064823,0.10157009982504,0.749323300085962
"RSVPLG03","1.0.2",737,"cs","Experiment",90,"20251105-111532","main","global","global",750,750,"Both",1,"Automatic","S","sS","s",1,0.248173499945551,0.0485153999179602,"H","hH","h",1,0.00861439993605018,0.0485113998875022,"A","A","mask-3.png","mask-1.png",0.1006086000707,0.100532199954614,0.749987700022757
"RSVPLG03","1.0.2",737,"cs","Experiment",91,"20251105-111536","main","global","global",750,750,"Both",1,"Automatic","S","sS","s",1,0.262662099907175,0.0486693000420928,"S","sS","s",1,0.05336600006558,0.0477563999593258,"E","E","mask-1.png","mask-2.png",0.100741400150582,0.098160200053826,0.751098700100556
"RSVPLG03","1.0.2",737,"cs","Experiment",92,"20251105-111541","main","local","local",750,750,"Both",1,"Automatic","S","sS","s",1,0.281488900072873,0.0473505000118166,"S","sS","h",0,0.00428039999678731,0.0466159000061452,"E","A","mask-4.png","mask-3.png",0.0983961999882013,0.100596300093457,0.749721499858424
"RSVPLG03","1.0.2",737,"cs","Experiment",93,"20251105-111545","main","global","local",750,750,"Both",1,"Automatic","H","hH","h",1,0.255828599911183,0.047569900052622,"H","hH","h",1,0.0797703999560326,0.0475590000860393,"E","E","mask-1.png","mask-4.png",0.100619799923152,0.0995692000724375,0.750332999974489
"RSVPLG03","1.0.2",737,"cs","Experiment",94,"20251105-111550","main","global","global",300,300,"Both",1,"Automatic","H","hH","h",1,0.420797599945217,0.0487138000316918,"H","hH","h",1,0.136670199921355,0.0465750999283046,"A","A","mask-3.png","mask-4.png",0.100547300186008,0.0989370997995138,0.301060000201687
"RSVPLG03","1.0.2",737,"cs","Experiment",95,"20251105-111554","main","local","local",300,300,"Both",1,"Automatic","S","sS","s",1,0.59807169996202,0.0476824000943452,"H","hH","h",1,0.39301889995113,0.0456893001683056,"E","E","mask-2.png","mask-2.png",0.0999163000378758,0.099924199981615,0.300170199945569
"RSVPLG03","1.0.2",737,"cs","Experiment",96,"20251105-111559","main","local","global",300,300,"Both",1,"Automatic","S","sS","s",1,0.83177060005255,0.0473627001047134,"H","hH","h",1,0.0493933001998812,0.0475023000035435,"E","E","mask-3.png","mask-4.png",0.100347700063139,0.0987066999077797,0.300709699979052
"RSVPLG03","1.0.2",737,"cs","Experiment",97,"20251105-111603","main","global","local",300,300,"Both",1,"Automatic","S","sS","s",1,0.324588399846107,0.0476893000304699,"S","sS","s",1,0.0660703999456018,0.0474503999575973,"E","E","mask-4.png","mask-3.png",0.0998908998444676,0.100671599851921,0.299572800053284
"RSVPLG03","1.0.2",737,"cs","Experiment",98,"20251105-111607","main","local","local",300,300,"Both",1,"Automatic","S","sS","h",0,0.93685459997505,0.0477186997886747,"S","sS","h",0,0.0881421000231057,0.0475337000098079,"A","A","mask-3.png","mask-3.png",0.100795699981973,0.0995413998607546,0.300752399954945
"RSVPLG03","1.0.2",737,"cs","Experiment",99,"20251105-111612","main","global","local",300,300,"Both",1,"Automatic","H","hH","s",0,0.343509499914944,0.04669119999744,"H","hH","h",1,0.594415699830279,0.0465408000163734,"E","A","mask-1.png","mask-3.png",0.0998701001517475,0.098445399897173,0.300328900106251
"RSVPLG03","1.0.2",737,"cs","Experiment",100,"20251105-111617","main","local","local",300,300,"Both",1,"Automatic","H","hH","h",1,0.308815500000492,0.0476971999742091,"S","sS","h",0,0.0724919999483973,0.048675199970603,"A","A","mask-4.png","mask-4.png",0.10054609994404,0.100091400090605,0.299379199976102
"RSVPLG03","1.0.2",737,"cs","Experiment",1,"20251105-111741","warmup","local","global",300,300,"Both",1,"Automatic","H","hH","h",1,1.01642409991473,0.0401995000429451,"H","hH","h",1,0.0714549000840634,0.0488191000185907,"A","A","mask-2.png","mask-4.png",0.0919782998971641,0.101017599925399,0.292515699984506
"RSVPLG03","1.0.2",737,"cs","Experiment",2,"20251105-111746","warmup","global","local",300,300,"Both",1,"Automatic","S","sS","s",1,0.332242199918255,0.0477160001173615,"H","hH","s",0,0.0753870999906212,0.0464896999765188,"A","E","mask-1.png","mask-3.png",0.0999144001398236,0.0994337999727577,0.300593100022525
"RSVPLG03","1.0.2",737,"cs","Experiment",3,"20251105-111750","warmup","global","local",750,750,"Both",1,"Automatic","S","sS","s",1,0.349886399926618,0.047088700113818,"S","sS","s",1,0.0573139002081007,0.0465603999327868,"A","A","mask-2.png","mask-4.png",0.100119600072503,0.0994695001281798,0.750946399988607
"RSVPLG03","1.0.2",737,"cs","Experiment",4,"20251105-111754","warmup","global","global",300,300,"Both",1,"Automatic","H","hH","h",1,0.234441000036895,0.0474561001174152,"S","sS","s",1,1.32155049988069,0.0475167999975383,"E","A","mask-1.png","mask-3.png",0.0999027001671493,0.0995625997893512,0.300124100176618
"RSVPLG03","1.0.2",737,"cs","Experiment",5,"20251105-111800","main","local","local",300,300,"Both",1,"Automatic","H","hH","h",1,0.473166999872774,0.0475506999064237,"S","sS","s",1,0.600889099994674,0.0457701000850648,"A","E","mask-2.png","mask-4.png",0.100742499809712,0.0982296001166105,0.301234299782664
"RSVPLG03","1.0.2",737,"cs","Experiment",6,"20251105-111804","main","local","global",300,300,"Both",1,"Automatic","H","hH","s",0,0.89241430000402,0.0475206000264734,"H","hH","h",1,0.0507571999914944,0.0475246000569314,"A","A","mask-1.png","mask-3.png",0.100536599988118,0.100506900111213,0.299866499844939
"RSVPLG03","1.0.2",737,"cs","Experiment",7,"20251105-111809","main","global","local",750,750,"Both",1,"Automatic","S","sS","s",1,0.368223400088027,0.0470376000739634,"S","sS","s",1,0.0519566000439227,0.047475199913606,"A","A","mask-2.png","mask-3.png",0.0992771000601351,0.100578299956396,0.749186499975622
"RSVPLG03","1.0.2",737,"cs","Experiment",8,"20251105-111813","main","local","global",750,750,"Both",1,"Automatic","H","hH","h",1,0.25520610017702,0.0477167998906225,"S","sS","s",1,0.431639299960807,0.0477490001358092,"A","E","mask-3.png","mask-2.png",0.100928299827501,0.0999404001049697,0.750545099843293
"RSVPLG03","1.0.2",737,"cs","Experiment",9,"20251105-111818","main","global","global",300,300,"Both",1,"Automatic","H","hH","h",1,0.442045199917629,0.04764060000889,"H","hH","h",1,0.0694108000025153,0.0477265000808984,"E","A","mask-1.png","mask-4.png",0.0998319000937045,0.101922099944204,0.299326200038195
"RSVPLG03","1.0.2",737,"cs","Experiment",10,"20251105-111822","main","global","local",300,300,"Both",1,"Automatic","H","hH","h",1,0.269904299871996,0.0477322000078857,"S","sS","s",1,0.446110300021246,0.0477076000533998,"A","E","mask-1.png","mask-3.png",0.0999203000683338,0.100955700036138,0.299537600018084
"RSVPLG03","1.0.2",737,"cs","Experiment",11,"20251105-111826","main","global","global",750,750,"Both",1,"Automatic","S","sS","s",1,0.176925000036135,0.0477032999042422,"H","hH","h",1,0.00280550005845726,0.0477462001144886,"E","A","mask-1.png","mask-2.png",0.0998998999129981,0.0999578000046313,0.749559399904683
"RSVPLG03","1.0.2",737,"cs","Experiment",12,"20251105-111831","main","local","global",750,750,"Both",1,"Automatic","S","sS","h",0,0.310661599971354,0.0475067000370473,"H","hH","h",1,0.0602281999308616,0.0475004999898374,"A","E","mask-4.png","mask-1.png",0.0998980000149459,0.0999238998629153,0.750032600015402
"RSVPLG03","1.0.2",737,"cs","Experiment",13,"20251105-111835","main","local","local",300,300,"Both",1,"Automatic","H","hH","h",1,0.481071599991992,0.0474045001901686,"H","hH","h",1,0.0849502000492066,0.0484927999787033,"A","A","mask-2.png","mask-2.png",0.101416000165045,0.100483099929988,0.300278400070965
"RSVPLG03","1.0.2",737,"cs","Experiment",14,"20251105-111839","main","global","global",300,300,"Both",1,"Automatic","H","hH","h",1,0.273151000030339,0.0457506000529975,"H","hH","h",1,0.0831189001910388,0.047198300017044,"A","E","mask-2.png","mask-3.png",0.0989805001299828,0.100058200070634,0.299036900047213
"RSVPLG03","1.0.2",737,"cs","Experiment",15,"20251105-111844","main","local","local",300,300,"Both",1,"Automatic","H","hH","h",1,1.27756850002334,0.0475307998713106,"S","sS","h",0,0.0887637999840081,0.0485285001341254,"A","E","mask-4.png","mask-3.png",0.100542400032282,0.100534800207242,0.29977609985508
"RSVPLG03","1.0.2",737,"cs","Experiment",16,"20251105-111849","main","global","global",300,300,"Both",1,"Automatic","S","sS","s",1,0.31236350000836,0.0475197001360357,"S","sS","s",1,0.038145300000906,0.0475141999777406,"E","A","mask-2.png","mask-2.png",0.0985085000284016,0.100517000071704,0.29976429999806
"RSVPLG03","1.0.2",737,"cs","Experiment",17,"20251105-111853","main","local","global",750,750,"Both",1,"Automatic","S","sS","h",0,0.345989199820906,0.0475502999033779,"S","sS","s",1,0.0437139999121428,0.0475566000677645,"A","E","mask-1.png","mask-1.png",0.0995491999201477,0.100574300158769,0.749992299824953
"RSVPLG03","1.0.2",737,"cs","Experiment",18,"20251105-111857","main","global","local",750,750,"Both",1,"Automatic","S","sS","s",1,0.155208599986508,0.0475083000492305,"H","hH","s",0,0.0764595000073314,0.0464771999977529,"A","E","mask-1.png","mask-4.png",0.0995434001088142,0.0989240000490099,0.749674200080335
"RSVPLG03","1.0.2",737,"cs","Experiment",19,"20251105-111902","main","local","global",300,300,"Both",1,"Automatic","S","sS","h",0,0.786727199796587,0.0474149000365287,"H","hH","s",0,0.962744399905205,0.0475011998787522,"A","A","mask-1.png","mask-4.png",0.10041270009242,0.0994738999288529,0.300729200011119
"RSVPLG03","1.0.2",737,"cs","Experiment",20,"20251105-111906","main","global","global",300,300,"Both",1,"Automatic","S","sS","s",1,0.122000799980015,0.0484802999999374,"S","sS","s",1,0.0748084001243114,0.0475908999796957,"A","E","mask-4.png","mask-4.png",0.100649300031364,0.100589500041679,0.301322499988601
"RSVPLG03","1.0.2",737,"cs","Experiment",21,"20251105-111910","main","local","local",750,750,"Both",1,"Automatic","H","hH","s",0,0.385362999979407,0.0481709998566657,"H","hH","s",0,0.071564800105989,0.0456459000706673,"E","E","mask-1.png","mask-2.png",0.100364399841055,0.0980628000106662,0.751545599894598
"RSVPLG03","1.0.2",737,"cs","Experiment",22,"20251105-111915","main","local","local",750,750,"Both",1,"Automatic","H","hH","h",1,0.755259099882096,0.047570199938491,"H","hH","h",1,0.113262299913913,0.0476885000243783,"A","A","mask-3.png","mask-2.png",0.100650600157678,0.100896999938414,0.749926900025457
"RSVPLG03","1.0.2",737,"cs","Experiment",23,"20251105-111920","main","global","global",750,750,"Both",1,"Automatic","S","sS","s",1,0.237866800045595,0.0470817000605166,"H","hH","h",1,0.012495500035584,0.0466805999167264,"E","E","mask-4.png","mask-2.png",0.0994073001202196,0.0998972998932004,0.75042390008457
"RSVPLG03","1.0.2",737,"cs","Experiment",24,"20251105-111924","main","local","local",750,750,"Both",1,"Automatic","S","sS","s",1,0.334704699926078,0.047472900012508,"S","sS","h",0,0.0376091001089662,0.0475340001285076,"E","A","mask-1.png","mask-2.png",0.0992042000871152,0.0994989001192152,0.75020970008336
"RSVPLG03","1.0.2",737,"cs","Experiment",25,"20251105-111929","main","local","local",750,750,"Both",1,"Automatic","S","sS","h",0,1.55281220003963,0.0475002999883145,"S","sS","h",0,0.1061060000211,0.0475500000175089,"E","E","mask-2.png","mask-2.png",0.099491799948737,0.0995505000464618,0.749821899924427
"RSVPLG03","1.0.2",737,"cs","Experiment",26,"20251105-111946","main","local","global",300,300,"Both",1,"Automatic","H","hH","h",1,0.49332210002467,0.0484326998703182,"S","sS","s",1,0.621325199957937,0.0480837998911738,"E","A","mask-2.png","mask-3.png",0.0996797999832779,0.0997717001009732,0.299406999954954
"RSVPLG03","1.0.2",737,"cs","Experiment",27,"20251105-111950","main","global","local",300,300,"Both",1,"Automatic","S","sS","s",1,0.583514800062403,0.0477241999469697,"H","hH","h",1,0.560419500106946,0.0466238001827151,"A","A","mask-1.png","mask-4.png",0.099831199971959,0.0999026000499725,0.300657599931583
"RSVPLG03","1.0.2",737,"cs","Experiment",28,"20251105-111955","main","global","global",300,300,"Both",1,"Automatic","S","sS","s",1,0.340855800081044,0.0467287998180837,"S","sS","s",1,0.0736685998272151,0.047638300107792,"A","A","mask-2.png","mask-1.png",0.0998450999613851,0.100135600194335,0.300365799805149
"RSVPLG03","1.0.2",737,"cs","Experiment",29,"20251105-111959","main","global","local",300,300,"Both",1,"Automatic","S","sS","s",1,0.384728599805385,0.046719599980861,"S","sS","h",0,0.544907299801707,0.0476949999574572,"A","A","mask-1.png","mask-1.png",0.0999693998601288,0.0997055000625551,0.300381599925458
"RSVPLG03","1.0.2",737,"cs","Experiment",30,"20251105-112003","main","local","global",750,750,"Both",1,"Automatic","S","sS","s",1,0.324564600130543,0.0475609998684376,"H","hH","h",1,0.0604915998410434,0.0476939999498427,"E","A","mask-3.png","mask-2.png",0.100808599963784,0.0998070000205189,0.750745299970731
"RSVPLG03","1.0.2",737,"cs","Experiment",31,"20251105-112008","main","global","local",750,750,"Both",1,"Automatic","S","sS","s",1,0.371935399947688,0.0467699998989701,"H","hH","h",1,0.164409799966961,0.046719399979338,"E","E","mask-1.png","mask-2.png",0.0994810999836773,0.100005900021642,0.750140199903399
"RSVPLG03","1.0.2",737,"cs","Experiment",32,"20251105-112012","main","local","global",300,300,"Both",1,"Automatic","S","sS","h",0,0.849982199957594,0.0475103000644594,"S","sS","s",1,0.0547438999637961,0.0475117999594659,"A","E","mask-4.png","mask-1.png",0.0995094999670982,0.0993538000620902,0.299795099999756
"RSVPLG03","1.0.2",737,"cs","Experiment",33,"20251105-112017","main","global","global",750,750,"Both",1,"Automatic","H","hH","h",1,0.172423900105059,0.0465490000788122,"H","hH","h",1,0.0555084000807256,0.0466086999513209,"E","E","mask-3.png","mask-1.png",0.0996036001015454,0.0997051000595093,0.750265300041065
"RSVPLG03","1.0.2",737,"cs","Experiment",34,"20251105-112021","main","local","global",750,750,"Both",1,"Automatic","H","hH","h",1,0.247629099991173,0.0475363999139518,"S","sS","s",1,0.850707200122997,0.0476975000929087,"A","E","mask-2.png","mask-3.png",0.100720599992201,0.100693100132048,0.75052549992688
"RSVPLG03","1.0.2",737,"cs","Experiment",35,"20251105-112027","main","global","global",300,300,"Both",1,"Automatic","S","sS","s",1,0.248657000018284,0.0475586000829935,"H","hH","h",1,0.0286870999261737,0.0483500000555068,"E","E","mask-3.png","mask-1.png",0.100736600114033,0.100540899904445,0.300235300092027
"RSVPLG03","1.0.2",737,"cs","Experiment",36,"20251105-112031","main","global","global",750,750,"Both",1,"Automatic","H","hH","h",1,0.258157200179994,0.0475368001498282,"H","hH","h",1,0.108248299919069,0.0475228000432253,"A","E","mask-2.png","mask-3.png",0.0995323001407087,0.100619000149891,0.749616699991748
"RSVPLG03","1.0.2",737,"cs","Experiment",37,"20251105-112035","main","global","local",750,750,"Both",1,"Automatic","H","hH","h",1,0.34259540005587,0.0473726000636816,"S","sS","h",0,0.078765100101009,0.0475397000554949,"A","A","mask-4.png","mask-3.png",0.100303299957886,0.100540600018576,0.749985300004482
"RSVPLG03","1.0.2",737,"cs","Experiment",38,"20251105-112040","main","local","local",300,300,"Both",1,"Automatic","S","sS","s",1,1.67653400008567,0.0470542998518795,"H","hH","s",0,0.0559946999419481,0.0466752999927849,"E","E","mask-1.png","mask-3.png",0.100129599915817,0.100685799960047,0.300260900054127
"RSVPLG03","1.0.2",737,"cs","Experiment",39,"20251105-112045","main","local","local",300,300,"Both",1,"Automatic","S","sS","s",1,0.36008879984729,0.048136199824512,"H","hH","h",1,0.0644481000490487,0.0468671000562608,"E","A","mask-2.png","mask-1.png",0.101352599915117,0.0983876001555473,0.300949399825186
"RSVPLG03","1.0.2",737,"cs","Experiment",40,"20251105-112049","main","global","global",300,300,"Both",1,"Automatic","H","hH","h",1,0.194384899921715,0.0487166000530124,"S","sS","s",1,0.612272299826145,0.0456763000693172,"A","E","mask-4.png","mask-2.png",0.0999115000013262,0.0995651001576334,0.301550199976191
"RSVPLG03","1.0.2",737,"cs","Experiment",41,"20251105-112054","main","global","local",750,750,"Both",1,"Automatic","S","sS","s",1,0.167364299995825,0.047505599912256,"S","sS","h",0,0.044434699928388,0.0475292999763042,"A","A","mask-3.png","mask-3.png",0.100551299983636,0.100534299854189,0.750003300141543
"RSVPLG03","1.0.2",737,"cs","Experiment",42,"20251105-112058","main","local","global",300,300,"Both",1,"Automatic","H","hH","h",1,0.396825999952853,0.0465160000603646,"H","hH","h",1,0.0706896998453885,0.0475057999137789,"A","A","mask-1.png","mask-1.png",0.0995527000632137,0.100560999941081,0.298813099972904
"RSVPLG03","1.0.2",737,"cs","Experiment",43,"20251105-112103","main","local","global",300,300,"Both",1,"Automatic","H","hH","s",0,0.860412999987602,0.0475669000297785,"H","hH","h",1,0.00984850013628602,0.0475691999308765,"E","E","mask-3.png","mask-3.png",0.0996817999985069,0.100741100031883,0.30006520007737
"RSVPLG03","1.0.2",737,"cs","Experiment",44,"20251105-112107","main","local","global",750,750,"Both",1,"Automatic","S","sS","h",0,0.378634900087491,0.0475143000949174,"H","hH","h",1,0.0868073001038283,0.0475216000340879,"A","A","mask-4.png","mask-2.png",0.0985187001060694,0.100603100145236,0.749804999912158
"RSVPLG03","1.0.2",737,"cs","Experiment",45,"20251105-112112","main","global","local",750,750,"Both",1,"Automatic","S","sS","s",1,0.320186200086027,0.0476110999006778,"S","sS","h",0,0.0155077001545578,0.0475671999156475,"E","A","mask-4.png","mask-2.png",0.0986140999011695,0.0995633997954428,0.75033130007796
"RSVPLG03","1.0.2",737,"cs","Experiment",46,"20251105-112116","main","global","local",750,750,"Both",1,"Automatic","S","sS","s",1,0.303056899923831,0.0475456998683512,"S","sS","h",0,0.0241773000452667,0.04759810003452,"A","A","mask-4.png","mask-2.png",0.0986923000309616,0.100591900059953,0.749387199990451
"RSVPLG03","1.0.2",737,"cs","Experiment",47,"20251105-112121","main","global","local",750,750,"Both",1,"Automatic","S","sS","s",1,0.213834199821576,0.0475147000979632,"S","sS","s",1,0.0545761999674141,0.0475134998559952,"E","E","mask-1.png","mask-2.png",0.100518300198019,0.100539600010961,0.75005320017226
"RSVPLG03","1.0.2",737,"cs","Experiment",48,"20251105-112125","main","global","global",300,300,"Both",1,"Automatic","S","sS","s",1,0.299518699990585,0.0477239999454468,"S","sS","s",1,0.0188250001519918,0.0477706000674516,"E","E","mask-2.png","mask-4.png",0.101110399933532,0.101023800205439,0.300308599835262
"RSVPLG03","1.0.2",737,"cs","Experiment",49,"20251105-112129","main","global","local",300,300,"Both",1,"Automatic","H","hH","h",1,0.277758199954405,0.048681000014767,"H","hH","s",0,0.405599600169808,0.0483260001055896,"A","E","mask-3.png","mask-4.png",0.100875800009817,0.101299400208518,0.29953319998458
"RSVPLG03","1.0.2",737,"cs","Experiment",50,"20251105-112133","main","global","global",300,300,"Both",1,"Automatic","S","sS","s",1,0.379923600004986,0.0477400999516249,"H","hH","h",1,0.636841300176457,0.0477374999318272,"A","A","mask-1.png","mask-1.png",0.102054099785164,0.0989455999806523,0.301560299936682
"RSVPLG03","1.0.2",737,"cs","Experiment",51,"20251105-112147","main","global","local",300,300,"Both",1,"Automatic","H","hH","h",1,0.397585700033233,0.047965900041163,"S","sS","s",1,0.378825800027698,0.0477040000259876,"E","E","mask-3.png","mask-2.png",0.101151600014418,0.101939600193873,0.300019199959934
"RSVPLG03","1.0.2",737,"cs","Experiment",52,"20251105-112151","main","local","local",750,750,"Both",1,"Automatic","H","hH","s",0,1.64467260008678,0.0468097999691963,"S","sS","s",1,0.0687319999560714,0.0476854001171887,"E","E","mask-4.png","mask-1.png",0.100904100108892,0.0998803002294153,0.750851399963722
"RSVPLG03","1.0.2",737,"cs","Experiment",53,"20251105-112157","main","global","local",300,300,"Both",1,"Automatic","H","hH","h",1,0.397619599942118,0.0453957000281662,"S","sS","s",1,0.50467860000208,0.0471248999238014,"E","A","mask-2.png","mask-4.png",0.0996211001183838,0.0994810999836773,0.30001820018515
"RSVPLG03","1.0.2",737,"cs","Experiment",54,"20251105-112202","main","global","local",300,300,"Both",1,"Automatic","S","sS","s",1,0.205189599888399,0.0476640001870692,"S","sS","h",0,0.103676799917594,0.0476630998309702,"A","E","mask-2.png","mask-3.png",0.0995871000923216,0.0997707999777049,0.299786300165579
"RSVPLG03","1.0.2",737,"cs","Experiment",55,"20251105-112206","main","local","local",750,750,"Both",1,"Automatic","S","sS","h",0,1.06384569988586,0.0477978000417352,"S","sS","s",1,0.0607823000755161,0.0477167000062764,"A","E","mask-3.png","mask-4.png",0.100005900021642,0.100171299884096,0.749660399975255
"RSVPLG03","1.0.2",737,"cs","Experiment",56,"20251105-112211","main","global","global",750,750,"Both",1,"Automatic","S","sS","s",1,0.244908900000155,0.0476790999528021,"S","sS","s",1,0.0754543000366539,0.0465205002110451,"E","A","mask-4.png","mask-4.png",0.0988196998368949,0.0986994002014399,0.750021899817511
"RSVPLG03","1.0.2",737,"cs","Experiment",57,"20251105-112216","main","global","global",750,750,"Both",1,"Automatic","H","hH","h",1,0.278929400024936,0.0475079999305308,"S","sS","s",1,0.0390020001213998,0.0475329000037163,"E","E","mask-2.png","mask-2.png",0.0977173000574112,0.0995486001484096,0.750345499953255
"RSVPLG03","1.0.2",737,"cs","Experiment",58,"20251105-112220","main","global","global",750,750,"Both",1,"Automatic","S","sS","s",1,0.252324600005522,0.047410799888894,"H","hH","h",1,0.114089000038803,0.0486387999262661,"A","A","mask-1.png","mask-2.png",0.0984133000019938,0.100625999970362,0.748460900038481
"RSVPLG03","1.0.2",737,"cs","Experiment",59,"20251105-112225","main","local","global",300,300,"Both",1,"Automatic","S","sS","s",1,0.307701400015503,0.0487083999905735,"H","hH","h",1,0.103622400201857,0.047713200096041,"E","E","mask-2.png","mask-1.png",0.100020499899983,0.0989737000782043,0.301313899923116
"RSVPLG03","1.0.2",737,"cs","Experiment",60,"20251105-112229","main","global","global",300,300,"Both",1,"Automatic","H","hH","h",1,0.252977299969643,0.0476925000548363,"S","sS","s",1,0.0515349998604506,0.047541500069201,"A","A","mask-1.png","mask-3.png",0.0996065000072122,0.0997488000430167,0.299988900078461
"RSVPLG03","1.0.2",737,"cs","Experiment",61,"20251105-112233","main","local","local",300,300,"Both",1,"Automatic","H","hH","h",1,0.473621200071648,0.0474109000060707,"H","hH","h",1,0.359660400077701,0.0475628999993205,"A","A","mask-2.png","mask-2.png",0.100428499979898,0.0995644999202341,0.30070129991509
"RSVPLG03","1.0.2",737,"cs","Experiment",62,"20251105-112238","main","local","global",750,750,"Both",1,"Automatic","H","hH","h",1,0.320366299943998,0.0470660999417305,"S","sS","s",1,0.100146600045264,0.0467034000903368,"A","E","mask-3.png","mask-1.png",0.101159299956635,0.0998627999797463,0.751323399832472
"RSVPLG03","1.0.2",737,"cs","Experiment",63,"20251105-112242","main","local","global",750,750,"Both",1,"Automatic","S","sS","s",1,0.543604499893263,0.0476643999572843,"H","hH","h",1,0.0738769001327455,0.0476766999345273,"A","A","mask-1.png","mask-4.png",0.101865899981931,0.0998841000255197,0.75178480008617
"RSVPLG03","1.0.2",737,"cs","Experiment",64,"20251105-112247","main","local","local",750,750,"Both",1,"Automatic","H","hH","h",1,0.201746599981561,0.047537799924612,"S","sS","s",1,0.0578685000073165,0.047565900022164,"A","E","mask-4.png","mask-2.png",0.101530000101775,0.0995920998975635,0.752190100029111
"RSVPLG03","1.0.2",737,"cs","Experiment",65,"20251105-112252","main","global","local",300,300,"Both",1,"Automatic","S","sS","s",1,0.299532999983057,0.0474679998587817,"S","sS","s",1,0.100056599825621,0.0478135999292135,"A","E","mask-3.png","mask-2.png",0.101429000031203,0.0997281998861581,0.300998700084165
"RSVPLG03","1.0.2",737,"cs","Experiment",66,"20251105-112256","main","local","local",750,750,"Both",1,"Automatic","H","hH","h",1,0.178052400005981,0.0476921000517905,"S","sS","s",1,0.0785216998774558,0.0467086001299322,"A","E","mask-2.png","mask-3.png",0.099901300156489,0.099895500112325,0.750252000056207
"RSVPLG03","1.0.2",737,"cs","Experiment",67,"20251105-112300","main","local","local",750,750,"Both",1,"Automatic","H","hH","s",0,1.0730250000488,0.0477263000793755,"S","sS","s",1,0.234653000021353,0.0471816000062972,"A","E","mask-2.png","mask-1.png",0.100748100085184,0.100197699852288,0.749593400163576
"RSVPLG03","1.0.2",737,"cs","Experiment",68,"20251105-112306","main","local","local",750,750,"Both",1,"Automatic","H","hH","h",1,0.360411799978465,0.0467601001728326,"S","sS","s",1,0.0102790999226272,0.0474982000887394,"A","E","mask-4.png","mask-1.png",0.0990057000890374,0.099336100043729,0.750738800037652
"RSVPLG03","1.0.2",737,"cs","Experiment",69,"20251105-112310","main","global","local",750,750,"Both",1,"Automatic","S","sS","s",1,0.295833399984986,0.0465284001547843,"S","sS","s",1,0.103251199936494,0.0475165001116693,"A","A","mask-3.png","mask-3.png",0.0995396999642253,0.0995418999809772,0.749833700014278
"RSVPLG03","1.0.2",737,"cs","Experiment",70,"20251105-112315","main","local","global",750,750,"Both",1,"Automatic","H","hH","s",0,0.691094599897042,0.0475351000204682,"H","hH","h",1,0.17159099993296,0.0475192000158131,"E","A","mask-4.png","mask-1.png",0.0985588999465108,0.100516100181267,0.750042999861762
