"exp","ver","sub","exp_initials","blocktype","trial","trialtime","trialtype","t1_level","t2_level","lag","t2_lag","targets","cuetype","mode","t1","t1_corr","t1_resp","t1_acc","t1_rt","t1_dur","t2","t2_corr","t2_resp","t2_acc","t2_rt","t2_dur","distractor1","distractor2","maskfile1","maskfile2","t1mask_soa","t2mask_soa","t1t2_soa"
"RSVPLG03","1.0.2",754,"km","Experiment",36,"20251202-102349","main","global","local",750,750,"Both",1,"Automatic","S","sS","s",1,1.49383079982363,0.050194000126794,"S","sS","h",0,0.0507244998589158,0.049263299908489,"A","E","mask-1.png","mask-1.png",0.0991036000195891,0.0994008998386562,0.750381800113246
"RSVPLG03","1.0.2",754,"km","Experiment",37,"20251202-102354","main","local","local",750,750,"Both",1,"Automatic","H","hH","s",0,0.583107499871403,0.0489777000620961,"S","sS","h",0,0.773324999958277,0.0517565000336617,"A","A","mask-3.png","mask-1.png",0.0992851001210511,0.0999829000793397,0.750720700016245
"RSVPLG03","1.0.2",754,"km","Experiment",38,"20251202-102400","main","local","global",750,750,"Both",1,"Automatic","S","sS","s",1,0.781122799962759,0.0496726999990642,"S","sS","s",1,0.53705450007692,0.0495096000377089,"E","E","mask-1.png","mask-1.png",0.101123499916866,0.100175299914554,0.75033860001713
"RSVPLG03","1.0.2",754,"km","Experiment",39,"20251202-102405","main","local","global",300,300,"Both",1,"Automatic","S","sS","s",1,1.02357700001448,0.0501586999744177,"H","hH","s",0,0.0597500000149012,0.0486288999672979,"A","A","mask-1.png","mask-2.png",0.100258199963719,0.101052599959075,0.30156910000369
"RSVPLG03","1.0.2",754,"km","Experiment",40,"20251202-102410","main","global","local",750,750,"Both",1,"Automatic","S","sS","s",1,2.14415149996057,0.0498401999939233,"S","sS","h",0,0.0452751000411808,0.0494501001667231,"A","A","mask-4.png","mask-1.png",0.100282999919727,0.0990653999615461,0.752102599944919
"RSVPLG03","1.0.2",754,"km","Experiment",41,"20251202-102416","main","global","local",300,300,"Both",1,"Automatic","S","sS","s",1,0.690852500032634,0.0472905000206083,"S","sS","h",0,0.253695200197399,0.0508608999662101,"A","E","mask-4.png","mask-4.png",0.0987911999691278,0.101087700109929,0.298327500000596
"RSVPLG03","1.0.2",754,"km","Experiment",42,"20251202-102421","main","global","global",300,300,"Both",1,"Automatic","H","hH","h",1,0.512317599961534,0.0477291999850422,"H","hH","h",1,0.125117799965665,0.0500300999265164,"E","A","mask-4.png","mask-1.png",0.0988040000665933,0.098980600014329,0.299559500068426
"RSVPLG03","1.0.2",754,"km","Experiment",43,"20251202-102425","main","local","local",750,750,"Both",1,"Automatic","S","sS","s",1,1.85856319987215,0.0490939000155777,"H","hH","s",0,0.126099199987948,0.0509979000780731,"A","A","mask-1.png","mask-4.png",0.100121799856424,0.100583600113168,0.749615199863911
"RSVPLG03","1.0.2",754,"km","Experiment",44,"20251202-102431","main","local","global",750,750,"Both",1,"Automatic","H","hH","h",1,3.48651809990406,0.049495100043714,"S","sS","s",1,0.0468575998675078,0.0496819000691175,"A","A","mask-4.png","mask-1.png",0.100786600029096,0.0995549000799656,0.750262799905613
"RSVPLG03","1.0.2",754,"km","Experiment",45,"20251202-102438","main","local","local",300,300,"Both",1,"Automatic","S","sS","s",1,1.16029740008526,0.050404799869284,"H","hH","h",1,0.490072200074792,0.0507691001985222,"E","E","mask-1.png","mask-3.png",0.100707599893212,0.100572200026363,0.300122799817473
"RSVPLG03","1.0.2",754,"km","Experiment",46,"20251202-102444","main","local","global",750,750,"Both",1,"Automatic","S","sS","s",1,1.2503158999607,0.0512739000841975,"S","sS","s",1,2.23805760010146,0.0498172000516206,"E","A","mask-4.png","mask-2.png",0.100035999901593,0.100176099920645,0.750996300019324
"RSVPLG03","1.0.2",754,"km","Experiment",47,"20251202-102451","main","global","local",750,750,"Both",1,"Automatic","H","hH","h",1,1.06673329998739,0.0485209999606013,"S","sS","h",0,0.0864419999998063,0.0484520997852087,"A","A","mask-1.png","mask-4.png",0.099024900002405,0.0983555999118835,0.750187500147149
"RSVPLG03","1.0.2",754,"km","Experiment",48,"20251202-102457","main","global","local",750,750,"Both",1,"Automatic","S","sS","s",1,1.42351300013252,0.0497432998381555,"S","sS","s",1,0.0611427000258118,0.0485549999866635,"E","A","mask-3.png","mask-3.png",0.0999731998890638,0.0997876001056284,0.751718399813399
"RSVPLG03","1.0.2",754,"km","Experiment",49,"20251202-102502","main","local","local",750,750,"Both",1,"Automatic","H","hH","h",1,0.498162399977446,0.0507221000734717,"S","sS","s",1,0.0376107001211494,0.0514682999346405,"A","A","mask-3.png","mask-3.png",0.101166799897328,0.100351799977943,0.750995500013232
"RSVPLG03","1.0.2",754,"km","Experiment",50,"20251202-102507","main","local","global",300,300,"Both",1,"Automatic","S","sS","s",1,0.66338390018791,0.0492359001655132,"S","sS","s",1,0.205256500048563,0.0488068999256939,"A","E","mask-2.png","mask-2.png",0.0992205999791622,0.0997506999410689,0.30002130009234
"RSVPLG03","1.0.2",754,"km","Experiment",51,"20251202-102540","main","global","global",750,750,"Both",1,"Automatic","H","hH","h",1,1.40480809984729,0.051464700140059,"S","sS","s",1,0.0340153002180159,0.0485203000716865,"E","E","mask-4.png","mask-4.png",0.102916200179607,0.0989194000139832,0.752375300042331
"RSVPLG03","1.0.2",754,"km","Experiment",52,"20251202-102546","main","local","local",750,750,"Both",1,"Automatic","H","hH","h",1,0.471494700061157,0.0511123999021947,"H","hH","h",1,0.0654525998979807,0.0495511000044644,"A","E","mask-1.png","mask-4.png",0.100198999978602,0.101084100082517,0.750482399947941
"RSVPLG03","1.0.2",754,"km","Experiment",53,"20251202-102550","main","local","local",300,300,"Both",1,"Automatic","S","sS","s",1,1.47736939997412,0.0502680998761207,"H","hH","s",0,0.0671904000919312,0.0494007999077439,"A","A","mask-1.png","mask-1.png",0.100437399931252,0.0999253999907523,0.300956099992618
"RSVPLG03","1.0.2",754,"km","Experiment",54,"20251202-102555","main","global","global",750,750,"Both",1,"Automatic","S","sS","s",1,1.17914119991474,0.0509000001475215,"H","hH","h",1,0.0453830000478774,0.0499019999988377,"A","E","mask-2.png","mask-3.png",0.101493000052869,0.1011717999354,0.751394900027663
"RSVPLG03","1.0.2",754,"km","Experiment",55,"20251202-102601","main","local","local",300,300,"Both",1,"Automatic","H","hH","h",1,0.947260800050572,0.0498651000671089,"S","sS","s",1,0.0526017001830041,0.0502416000235826,"A","A","mask-2.png","mask-2.png",0.10036260006018,0.100765299983323,0.300611200043932
"RSVPLG03","1.0.2",754,"km","Experiment",56,"20251202-102605","main","global","local",300,300,"Both",1,"Automatic","H","hH","h",1,2.96912520006299,0.0508838000241667,"S","sS","s",1,0.0193304000422359,0.049466900061816,"E","A","mask-4.png","mask-2.png",0.10156839992851,0.100339200114831,0.300294399959967
"RSVPLG03","1.0.2",754,"km","Experiment",57,"20251202-102612","main","global","local",300,300,"Both",1,"Automatic","S","sS","s",1,1.59152889996767,0.0498738000169396,"S","sS","h",0,0.0216358001343906,0.0484482999891043,"A","A","mask-4.png","mask-4.png",0.100156400119886,0.0980806001462042,0.300609400030226
"RSVPLG03","1.0.2",754,"km","Experiment",58,"20251202-102617","main","global","global",750,750,"Both",1,"Automatic","S","sS","h",0,0.741791399894282,0.0488525999244303,"H","hH","h",1,0.0610053001437336,0.0496054000686854,"E","E","mask-1.png","mask-1.png",0.0995193000417203,0.101326900068671,0.750746099976823
"RSVPLG03","1.0.2",754,"km","Experiment",59,"20251202-102622","main","global","global",750,750,"Both",1,"Automatic","S","sS","s",1,1.00010910001583,0.0509196000639349,"H","hH","h",1,0.00400870013982058,0.0492795000318438,"A","E","mask-3.png","mask-3.png",0.0998586001805961,0.0995703998487443,0.752800800139084
"RSVPLG03","1.0.2",754,"km","Experiment",60,"20251202-102627","main","local","global",750,750,"Both",1,"Automatic","S","sS","s",1,1.32864689989947,0.0492688999511302,"H","hH","s",0,0.16910109994933,0.0495703001506627,"A","E","mask-1.png","mask-2.png",0.09936279989779,0.101083399960771,0.750790899852291
"RSVPLG03","1.0.2",754,"km","Experiment",61,"20251202-102632","main","local","global",750,750,"Both",1,"Automatic","H","hH","h",1,1.23201590008102,0.0509331000503153,"S","sS","h",0,0.073258199961856,0.0502129001542926,"E","A","mask-2.png","mask-4.png",0.100218800129369,0.100412300089374,0.751520199934021
"RSVPLG03","1.0.2",754,"km","Experiment",62,"20251202-102638","main","global","global",300,300,"Both",1,"Automatic","S","sS","s",1,0.725348399952054,0.0515282000415027,"H","hH","h",1,0.0250575998798013,0.0504034999758005,"A","A","mask-3.png","mask-3.png",0.100893500028178,0.103279799921438,0.301471100188792
"RSVPLG03","1.0.2",754,"km","Experiment",63,"20251202-102642","main","global","global",300,300,"Both",1,"Automatic","H","hH","h",1,0.487209300044924,0.0492808001581579,"H","hH","h",1,0.0746545000001788,0.0497674001380801,"E","A","mask-3.png","mask-1.png",0.0997653000522405,0.0993519001640379,0.29880560003221
"RSVPLG03","1.0.2",754,"km","Experiment",64,"20251202-102646","main","local","local",750,750,"Both",1,"Automatic","H","hH","h",1,1.00005810009316,0.0483438998926431,"S","sS","s",1,0.0367410001344979,0.0496016000397503,"E","E","mask-2.png","mask-4.png",0.0986390998587012,0.100662900134921,0.749294499866664
"RSVPLG03","1.0.2",754,"km","Experiment",65,"20251202-102651","main","local","global",300,300,"Both",1,"Automatic","S","sS","s",1,1.19762070011348,0.0495521000120789,"H","hH","h",1,0.0121818000916392,0.0488456001039594,"A","E","mask-4.png","mask-2.png",0.100531599950045,0.0999971001874656,0.300514299888164
"RSVPLG03","1.0.2",754,"km","Experiment",66,"20251202-102656","main","global","local",300,300,"Both",1,"Automatic","S","sS","s",1,1.07911229995079,0.0489791000727564,"H","hH","h",1,0.0435746000148356,0.0491784999612719,"E","E","mask-4.png","mask-3.png",0.100936900125816,0.0989550999365747,0.30150040006265
"RSVPLG03","1.0.2",754,"km","Experiment",67,"20251202-102701","main","local","local",300,300,"Both",1,"Automatic","H","hH","h",1,0.89493770012632,0.0496008999180049,"H","hH","h",1,0.0657504999544472,0.0504598000552505,"A","A","mask-1.png","mask-4.png",0.0996526000089943,0.0995916000101715,0.299706700025126
"RSVPLG03","1.0.2",754,"km","Experiment",68,"20251202-102705","main","global","global",300,300,"Both",1,"Automatic","S","sS","s",1,0.384932100074366,0.0503502001520246,"H","hH","h",1,0.0427717000711709,0.0502357999794185,"E","A","mask-3.png","mask-3.png",0.0997549002058804,0.0995400999672711,0.299081400036812
"RSVPLG03","1.0.2",754,"km","Experiment",69,"20251202-102710","main","local","local",300,300,"Both",1,"Automatic","H","hH","h",1,0.43669670005329,0.049608200090006,"H","hH","h",1,0.0640684000682086,0.0503869999665767,"E","A","mask-3.png","mask-2.png",0.101494000060484,0.100612099980935,0.300006299978122
"RSVPLG03","1.0.2",754,"km","Experiment",70,"20251202-102714","main","global","global",300,300,"Both",1,"Automatic","H","hH","h",1,1.53352719987743,0.0499044000171125,"S","sS","s",1,0.050232799956575,0.0481857999693602,"A","A","mask-2.png","mask-2.png",0.0980183999054134,0.100468400167301,0.299564499873668
"RSVPLG03","1.0.2",754,"km","Experiment",71,"20251202-102719","main","local","global",750,750,"Both",1,"Automatic","S","sS","s",1,2.63901809998788,0.0497230999171734,"H","hH","h",1,0.0296897999942303,0.0508586999494582,"E","A","mask-2.png","mask-1.png",0.10016499995254,0.0997321999166161,0.749902300070971
"RSVPLG03","1.0.2",754,"km","Experiment",72,"20251202-102725","main","global","local",300,300,"Both",1,"Automatic","S","sS","s",1,1.10779349994846,0.0487345999572426,"S","sS","s",1,0.110040199942887,0.0501514000352472,"E","A","mask-1.png","mask-2.png",0.100889799883589,0.0980974000412971,0.301222899928689
"RSVPLG03","1.0.2",754,"km","Experiment",73,"20251202-102730","main","global","local",300,300,"Both",1,"Automatic","S","sS","s",1,0.963270899839699,0.0500785000622272,"S","sS","s",1,0.055316399782896,0.0475544000510126,"A","A","mask-4.png","mask-4.png",0.0987166999839246,0.0983297000639141,0.301376699935645
"RSVPLG03","1.0.2",754,"km","Experiment",74,"20251202-102735","main","local","global",300,300,"Both",1,"Automatic","S","sS","h",0,1.13109629997052,0.0489085000008345,"H","hH","s",0,0.0327220999170095,0.0501971999183297,"E","A","mask-2.png","mask-2.png",0.0958962999284267,0.099536599824205,0.297133699990809
"RSVPLG03","1.0.2",754,"km","Experiment",75,"20251202-102740","main","local","local",750,750,"Both",1,"Automatic","H","hH","h",1,0.305270799901336,0.0488348000217229,"S","sS","s",1,0.0369023000821471,0.0497971000149846,"A","E","mask-1.png","mask-4.png",0.0997672001831234,0.100010300055146,0.750656000105664
"RSVPLG03","1.0.2",754,"km","Experiment",76,"20251202-102747","main","global","global",750,750,"Both",1,"Automatic","S","sS","s",1,0.874796299962327,0.0494599000085145,"S","sS","s",1,0.0541851001325995,0.0493369998876005,"A","E","mask-2.png","mask-2.png",0.101063500158489,0.0985194998793304,0.75081600015983
"RSVPLG03","1.0.2",754,"km","Experiment",77,"20251202-102752","main","local","local",750,750,"Both",1,"Automatic","H","hH","h",1,1.03063199995086,0.0499430000782013,"S","sS","s",1,0.0216649998910725,0.0478903998155147,"A","A","mask-1.png","mask-3.png",0.100467599928379,0.100439499830827,0.753049500053748
"RSVPLG03","1.0.2",754,"km","Experiment",78,"20251202-102757","main","global","global",300,300,"Both",1,"Automatic","H","hH","h",1,1.29530239989981,0.0501463001128286,"H","hH","h",1,0.0753782999236137,0.04923089989461,"A","A","mask-2.png","mask-1.png",0.100711100036278,0.0987211999017745,0.300909500103444
"RSVPLG03","1.0.2",754,"km","Experiment",79,"20251202-102802","main","local","local",300,300,"Both",1,"Automatic","H","hH","h",1,0.626698800129816,0.0490132998675108,"S","sS","s",1,0.0440234001725912,0.050749400164932,"A","A","mask-2.png","mask-4.png",0.0988394999876618,0.100067000137642,0.29888889985159
"RSVPLG03","1.0.2",754,"km","Experiment",80,"20251202-102806","main","local","local",750,750,"Both",1,"Automatic","H","hH","h",1,0.720363500062376,0.0512375000398606,"H","hH","h",1,0.071260099997744,0.0494518000632524,"E","E","mask-2.png","mask-1.png",0.101838799891993,0.100133300060406,0.751390799880028
"RSVPLG03","1.0.2",754,"km","Experiment",81,"20251202-102811","main","global","local",300,300,"Both",1,"Automatic","S","sS","s",1,1.17334549990483,0.0504687000066042,"S","sS","s",1,0.0612971999216825,0.0492883000988513,"E","A","mask-4.png","mask-3.png",0.100477100117132,0.1000195001252,0.30090030003339
"RSVPLG03","1.0.2",754,"km","Experiment",82,"20251202-102816","main","local","global",750,750,"Both",1,"Automatic","H","hH","h",1,1.00381759996526,0.0512659999076277,"S","sS","h",0,0.0848507999908179,0.05004070000723,"A","E","mask-4.png","mask-1.png",0.100660899886861,0.0999626000411808,0.75160239986144
"RSVPLG03","1.0.2",754,"km","Experiment",83,"20251202-102821","main","global","local",300,300,"Both",1,"Automatic","S","sS","h",0,1.98892890010029,0.0494136998895556,"H","hH","s",0,0.030506300041452,0.0499195999000221,"E","A","mask-1.png","mask-2.png",0.0989987999200821,0.099479699973017,0.299870500108227
"RSVPLG03","1.0.2",754,"km","Experiment",84,"20251202-102826","main","local","local",750,750,"Both",1,"Automatic","H","hH","h",1,0.461458100005984,0.0491110000293702,"S","sS","s",1,0.0314809998963028,0.051225199829787,"E","E","mask-4.png","mask-3.png",0.100677500013262,0.100375099806115,0.74958540010266
"RSVPLG03","1.0.2",754,"km","Experiment",85,"20251202-102831","main","global","global",750,750,"Both",1,"Automatic","H","hH","h",1,1.1805220998358,0.052293400047347,"H","hH","h",1,0.0617549999151379,0.050358499865979,"E","A","mask-4.png","mask-3.png",0.101733600022271,0.099015099927783,0.753976800013334
"RSVPLG03","1.0.2",754,"km","Experiment",86,"20251202-102836","main","local","local",300,300,"Both",1,"Automatic","H","hH","h",1,1.96187810017727,0.0494397999718785,"S","sS","s",1,0.00820220005698502,0.0501476000063121,"A","A","mask-1.png","mask-4.png",0.100725200027227,0.101311800070107,0.300340599846095
"RSVPLG03","1.0.2",754,"km","Experiment",87,"20251202-102842","main","global","global",750,750,"Both",1,"Automatic","H","hH","h",1,0.438562799943611,0.0537058999761939,"H","hH","h",1,0.0738762998953462,0.0508904000744224,"A","A","mask-2.png","mask-2.png",0.0994400999043137,0.100111299892887,0.751012899912894
"RSVPLG03","1.0.2",754,"km","Experiment",88,"20251202-102846","main","global","global",300,300,"Both",1,"Automatic","H","hH","h",1,0.58135709981434,0.0490022001322359,"H","hH","h",1,0.063867500051856,0.0499243999365717,"A","A","mask-2.png","mask-1.png",0.10124670015648,0.100049200002104,0.300221200101078
"RSVPLG03","1.0.2",754,"km","Experiment",89,"20251202-102850","main","global","local",750,750,"Both",1,"Automatic","H","hH","h",1,0.84134089993313,0.052972599864006,"S","sS","h",0,0.0740700999740511,0.0499541000463068,"E","A","mask-1.png","mask-1.png",0.101626599906012,0.10042929998599,0.751634099986404
"RSVPLG03","1.0.2",754,"km","Experiment",90,"20251202-102855","main","local","global",300,300,"Both",1,"Automatic","S","sS","s",1,0.741318099899217,0.0509452999103814,"S","sS","s",1,0.0456260000355542,0.0520687999669462,"A","E","mask-2.png","mask-2.png",0.0994267999194562,0.100604899926111,0.29916870011948
"RSVPLG03","1.0.2",754,"km","Experiment",91,"20251202-102900","main","global","global",750,750,"Both",1,"Automatic","S","sS","h",0,0.466164199868217,0.0493733000475913,"H","hH","h",1,0.0699014000128955,0.0501602999866009,"E","A","mask-3.png","mask-2.png",0.100395299959928,0.0999363998416811,0.751226400025189
"RSVPLG03","1.0.2",754,"km","Experiment",92,"20251202-102904","main","global","global",300,300,"Both",1,"Automatic","S","sS","s",1,0.558072499930859,0.0499334998894483,"S","sS","s",1,0.0767045998945832,0.0497900999616832,"E","E","mask-1.png","mask-4.png",0.101155699929222,0.0984176001511514,0.301471299957484
"RSVPLG03","1.0.2",754,"km","Experiment",93,"20251202-102909","main","global","global",750,750,"Both",1,"Automatic","S","sS","s",1,1.81014930014499,0.049875000026077,"S","sS","s",1,0.0597925998736173,0.0503698999527842,"A","A","mask-4.png","mask-1.png",0.0999597001355141,0.103107600007206,0.750603000167757
"RSVPLG03","1.0.2",754,"km","Experiment",94,"20251202-102914","main","local","global",750,750,"Both",1,"Automatic","S","sS","s",1,1.07414639997296,0.0496201000642031,"S","sS","s",1,0.0607017001602799,0.0498112998902798,"E","A","mask-2.png","mask-2.png",0.0986492000520229,0.0996004000771791,0.750413100002334
"RSVPLG03","1.0.2",754,"km","Experiment",95,"20251202-102920","main","global","global",750,750,"Both",1,"Automatic","H","hH","h",1,1.17257579998113,0.0486917998641729,"S","sS","s",1,0.0038110997993499,0.0523212999105453,"A","E","mask-2.png","mask-4.png",0.100062899990007,0.100462799891829,0.750863299937919
"RSVPLG03","1.0.2",754,"km","Experiment",96,"20251202-102925","main","local","local",300,300,"Both",1,"Automatic","H","hH","h",1,0.830067400122061,0.0504734001588076,"H","hH","h",1,0.0565104999113828,0.0499162999913096,"E","E","mask-2.png","mask-3.png",0.100256100064144,0.099905600072816,0.300155800068751
"RSVPLG03","1.0.2",754,"km","Experiment",97,"20251202-102929","main","global","global",750,750,"Both",1,"Automatic","S","sS","s",1,0.846114400075749,0.0506416000425816,"S","sS","s",1,0.068103700177744,0.0523696001619101,"A","E","mask-1.png","mask-1.png",0.100642699981108,0.101305400021374,0.749565999954939
"RSVPLG03","1.0.2",754,"km","Experiment",98,"20251202-102934","main","global","global",300,300,"Both",1,"Automatic","S","sS","s",1,1.79005990014412,0.0506947999820113,"H","hH","h",1,0.0125253000296652,0.0519709999207407,"E","A","mask-2.png","mask-3.png",0.100247099995613,0.0998934998642653,0.301161899929866
"RSVPLG03","1.0.2",754,"km","Experiment",99,"20251202-102940","main","global","local",300,300,"Both",1,"Automatic","S","sS","s",1,0.36779520008713,0.0471374001353979,"H","hH","s",0,0.0651105002034456,0.0489487000741065,"E","E","mask-4.png","mask-3.png",0.097218600101769,0.100446300115436,0.299265299923718
"RSVPLG03","1.0.2",754,"km","Experiment",100,"20251202-102944","main","global","local",300,300,"Both",1,"Automatic","S","sS","s",1,0.656484900042415,0.0486614000983536,"S","sS","h",0,0.0294494999106973,0.0513444999232888,"E","A","mask-2.png","mask-2.png",0.0975140000227839,0.099923999980092,0.297603300074115
"RSVPLG03","1.0.2",754,"km","Experiment",1,"20251202-103052","warmup","local","global",300,300,"Both",1,"Automatic","H","hH","h",1,0.748656499898061,0.045378000009805,"S","sS","h",0,0.0678303998429328,0.0496879999991506,"E","E","mask-4.png","mask-3.png",0.094345899997279,0.100095799891278,0.295711900107563
"RSVPLG03","1.0.2",754,"km","Experiment",2,"20251202-103057","warmup","local","local",750,750,"Both",1,"Automatic","H","hH","h",1,1.33013180014677,0.049752099905163,"H","hH","h",1,0.0611014999449253,0.0493210998829454,"A","E","mask-4.png","mask-3.png",0.0996616000775248,0.0994198999833316,0.750277000013739
"RSVPLG03","1.0.2",754,"km","Experiment",3,"20251202-103102","warmup","local","global",750,750,"Both",1,"Automatic","H","hH","h",1,0.968582900008187,0.0492561999708414,"H","hH","h",1,0.0820830001030117,0.0489099000114947,"E","A","mask-2.png","mask-4.png",0.0990892997942865,0.0980444999877363,0.750708799809217
"RSVPLG03","1.0.2",754,"km","Experiment",4,"20251202-103107","warmup","global","global",300,300,"Both",1,"Automatic","S","sS","s",1,0.516540300101042,0.0486967000178993,"S","sS","s",1,0.0683562001213431,0.048915599938482,"E","E","mask-3.png","mask-3.png",0.0991832001600414,0.0995771999005228,0.299653900088742
"RSVPLG03","1.0.2",754,"km","Experiment",5,"20251202-103111","main","global","local",300,300,"Both",1,"Automatic","S","sS","s",1,1.21584410010837,0.0502441001590341,"S","sS","h",0,0.0200821000616997,0.0467685998883098,"E","E","mask-3.png","mask-1.png",0.100619400152937,0.0986768999136984,0.303232500096783
"RSVPLG03","1.0.2",754,"km","Experiment",6,"20251202-103116","main","global","global",300,300,"Both",1,"Automatic","S","sS","s",1,0.433818399906159,0.0500045998487622,"H","hH","h",1,0.0204423998948187,0.0502754999324679,"A","E","mask-4.png","mask-1.png",0.0994112999178469,0.101316599873826,0.298788700019941
"RSVPLG03","1.0.2",754,"km","Experiment",7,"20251202-103120","main","local","global",750,750,"Both",1,"Automatic","H","hH","h",1,1.4280459000729,0.0477972000371665,"S","sS","h",0,0.0746993999928236,0.0512868999503553,"A","E","mask-2.png","mask-4.png",0.0988052000757307,0.0999535999726504,0.748230200028047
"RSVPLG03","1.0.2",754,"km","Experiment",8,"20251202-103126","main","local","global",300,300,"Both",1,"Automatic","S","sS","s",1,0.44117289991118,0.0504438998177648,"H","hH","h",1,-3.69991175830364e-06,0.0484605000820011,"A","E","mask-1.png","mask-3.png",0.0979241000022739,0.0986780000384897,0.299787999829277
"RSVPLG03","1.0.2",754,"km","Experiment",9,"20251202-103130","main","global","local",750,750,"Both",1,"Automatic","S","sS","h",0,2.12033269996755,0.0509907000232488,"S","sS","s",1,0.0404520998708904,0.0505001998972148,"A","E","mask-1.png","mask-3.png",0.101105199893937,0.100535599980503,0.75182590004988
"RSVPLG03","1.0.2",754,"km","Experiment",10,"20251202-103136","main","global","local",750,750,"Both",1,"Automatic","S","sS","s",1,1.10355590004474,0.0506337000988424,"H","hH","h",1,0.018576700007543,0.0513043000828475,"E","A","mask-3.png","mask-1.png",0.0998437001835555,0.100882899947464,0.750020700041205
"RSVPLG03","1.0.2",754,"km","Experiment",11,"20251202-103141","main","local","local",300,300,"Both",1,"Automatic","S","sS","s",1,1.90160540002398,0.050687599927187,"S","sS","h",0,0.0278420001268387,0.049677100032568,"A","A","mask-1.png","mask-1.png",0.101413399912417,0.10038059996441,0.301117399940267
"RSVPLG03","1.0.2",754,"km","Experiment",12,"20251202-103147","main","local","local",750,750,"Both",1,"Automatic","S","sS","s",1,1.22473090002313,0.050388399977237,"H","hH","h",1,0.0134643998462707,0.0509442999027669,"A","A","mask-1.png","mask-1.png",0.100088800070807,0.100911099929363,0.751096300082281
"RSVPLG03","1.0.2",754,"km","Experiment",13,"20251202-103152","main","global","global",750,750,"Both",1,"Automatic","H","hH","h",1,1.326715500094,0.0499164001084864,"H","hH","h",1,0.0652876999229193,0.0488300998695195,"A","E","mask-3.png","mask-4.png",0.0995426999870688,0.0982446998823434,0.750571000156924
"RSVPLG03","1.0.2",754,"km","Experiment",14,"20251202-103157","main","local","global",750,750,"Both",1,"Automatic","S","sS","s",1,0.939386199926958,0.0519513001199812,"H","hH","h",1,0.0202648001722991,0.050891200080514,"A","E","mask-2.png","mask-3.png",0.10070600011386,0.1014501999598,0.750651299953461
"RSVPLG03","1.0.2",754,"km","Experiment",15,"20251202-103202","main","global","local",750,750,"Both",1,"Automatic","H","hH","h",1,0.806677900021896,0.0502700998913497,"H","hH","h",1,0.0496777000371367,0.0495062000118196,"A","E","mask-4.png","mask-2.png",0.100377799943089,0.101459299912676,0.750108799897134
"RSVPLG03","1.0.2",754,"km","Experiment",16,"20251202-103207","main","global","local",300,300,"Both",1,"Automatic","S","sS","s",1,0.564809700008482,0.049237199826166,"S","sS","h",0,0.0136133001651615,0.0510168999899179,"A","A","mask-4.png","mask-4.png",0.0979273999109864,0.101040299981833,0.297837499994785
"RSVPLG03","1.0.2",754,"km","Experiment",17,"20251202-103212","main","global","local",750,750,"Both",1,"Automatic","H","hH","h",1,0.570054000010714,0.0495264001656324,"S","sS","h",0,0.0689991000108421,0.0490401999559253,"E","A","mask-1.png","mask-2.png",0.0996906000655144,0.0987194001208991,0.75075350003317
"RSVPLG03","1.0.2",754,"km","Experiment",18,"20251202-103216","main","global","global",750,750,"Both",1,"Automatic","S","sS","s",1,0.40137830004096,0.0498151001520455,"H","hH","h",1,0.0526745000388473,0.0495724000502378,"A","E","mask-1.png","mask-4.png",0.100308900000528,0.100567699875683,0.75002140016295
"RSVPLG03","1.0.2",754,"km","Experiment",19,"20251202-103221","main","local","local",750,750,"Both",1,"Automatic","H","hH","s",0,1.0023028999567,0.0497728001791984,"H","hH","h",1,0.00876690004952252,0.0492314000148326,"E","E","mask-1.png","mask-4.png",0.0999257999937981,0.100039199925959,0.751290900167078
"RSVPLG03","1.0.2",754,"km","Experiment",20,"20251202-103226","main","local","local",750,750,"Both",1,"Automatic","S","sS","s",1,0.996861000079662,0.0501857998315245,"H","hH","s",0,0.0449059000238776,0.0507315001450479,"A","E","mask-2.png","mask-4.png",0.100069499807432,0.0983065001200885,0.753299499861896
"RSVPLG03","1.0.2",754,"km","Experiment",21,"20251202-103231","main","global","local",750,750,"Both",1,"Automatic","S","sS","s",1,1.69603849994019,0.0491075001191348,"H","hH","h",1,0.0176096998620778,0.0485706999897957,"E","E","mask-1.png","mask-4.png",0.100359300151467,0.095251299906522,0.754293800098822
"RSVPLG03","1.0.2",754,"km","Experiment",22,"20251202-103237","main","global","global",750,750,"Both",1,"Automatic","S","sS","s",1,0.944266899954528,0.0467408001422882,"S","sS","s",1,0.0423270000610501,0.0473266998305917,"A","A","mask-2.png","mask-4.png",0.0967499001417309,0.0986538999713957,0.748371400171891
"RSVPLG03","1.0.2",754,"km","Experiment",23,"20251202-103242","main","local","local",750,750,"Both",1,"Automatic","S","sS","h",0,1.1524057998322,0.0501007998827845,"H","hH","s",0,0.0293876000214368,0.0512210999149829,"E","A","mask-1.png","mask-3.png",0.101638099877164,0.099904399830848,0.75014270003885
"RSVPLG03","1.0.2",754,"km","Experiment",24,"20251202-103247","main","global","local",300,300,"Both",1,"Automatic","H","hH","h",1,1.77892399998382,0.0494330001529306,"S","sS","h",0,0.0813661001157016,0.0496747998986393,"E","E","mask-3.png","mask-4.png",0.0997465001419187,0.0997603998985142,0.300012400140986
