"exp","ver","sub","experimenter","blocktyp","sess","trial","trial_time","trial_type","t1_level","t2_level","lag","t2_lag","global_letters","local_letters","t1_pos","t1","t1_corr","t1_resp","t1_acc","t2","t2_corr","t2_resp","t2_acc","t1_rt","t2_rt"
"RSVPLG02",2.1,403,"jh","Experiment",1,113,"2024-09-24_14h38.03.759","exp","local","global",300,2,"CZAMPSLUFNXY","NZUHCEPTLYAF",4,"H","hH","h",1,"S","sS","s",1,0.729503400012618,0.153720900008921
"RSVPLG02",2.1,403,"jh","Experiment",1,114,"2024-09-24_14h38.09.738","exp","global","local",300,2,"PNZETHXFCYAU","NMYAEXLHPZTF",6,"H","hH","h",1,"H","hH","s",0,0.741007199991145,0.21960680000484
"RSVPLG02",2.1,403,"jh","Experiment",1,115,"2024-09-24_14h38.15.948","exp","global","global",300,2,"YEUFLSMSXACT","FZLTUXEANMYP",6,"S","sS","s",1,"S","sS","s",1,0.594683800009079,0.185599300006288
"RSVPLG02",2.1,403,"jh","Experiment",1,116,"2024-09-24_14h38.22.019","exp","local","global",300,2,"ECNMXHTZAPYU","CMEHFPTUXNAY",4,"H","hH","h",1,"H","hH","s",0,1.51096469999175,0.472214199995506
"RSVPLG02",2.1,403,"jh","Experiment",1,117,"2024-09-24_14h38.29.550","exp","local","global",750,5,"XCMTFNYZUSPA","EPZFHYACTXNL",5,"H","hH","h",1,"S","sS","s",1,1.69519600000058,0.200621399999363
"RSVPLG02",2.1,403,"jh","Experiment",1,118,"2024-09-24_14h38.36.763","exp","global","global",300,2,"ZAMNSTSEYFXL","ZNXMFPYEATLU",5,"S","sS","s",1,"S","sS","s",1,0.446691000004648,0.282905300002312
"RSVPLG02",2.1,403,"jh","Experiment",1,119,"2024-09-24_14h38.42.924","exp","local","global",300,2,"ZLPTAMYHNXCE","XFULPSCAYZTE",6,"S","sS","s",1,"H","hH","s",0,1.13464229999227,0.343769300001441
"RSVPLG02",2.1,403,"jh","Experiment",1,120,"2024-09-24_14h38.49.632","exp","global","global",300,2,"EUMAPHCHTXLY","XPYACEZUTFNM",6,"H","hH","h",1,"H","hH","h",1,0.606755400003749,0.264235500013456
"RSVPLG02",2.1,403,"jh","Experiment",1,121,"2024-09-24_14h39.11.814","exp","global","global",300,2,"PFEALHUSXMCZ","UEPNZLFYXACM",6,"H","hH","h",1,"S","sS","s",1,0.709869599988451,0.103570600011153
"RSVPLG02",2.1,403,"jh","Experiment",1,122,"2024-09-24_14h39.20.254","exp","global","local",750,5,"PYACHMEZFUTN","CPUNYZELFHAT",5,"H","hH","h",1,"H","hH","h",1,0.77081069999258,0.280073699992499
"RSVPLG02",2.1,403,"jh","Experiment",1,123,"2024-09-24_14h39.26.620","exp","local","local",750,5,"FUPEZAXTNYCM","ULPCZSEFTNSX",6,"S","sS","s",1,"S","sS","s",1,0.475150099999155,0.216338400001405
"RSVPLG02",2.1,403,"jh","Experiment",1,124,"2024-09-24_14h39.32.469","exp","local","local",300,2,"ZMPUCTAXEFYL","FLCETHNSAYXM",6,"H","hH","h",1,"S","sS","s",1,0.751697300001979,0.152477099996759
"RSVPLG02",2.1,403,"jh","Experiment",1,125,"2024-09-24_14h39.38.686","exp","local","local",300,2,"EFATYCMPLUZX","TPYHZHFUMXLE",4,"H","hH","h",1,"H","hH","h",1,0.64812329999404,0.26533060001384
"RSVPLG02",2.1,403,"jh","Experiment",1,126,"2024-09-24_14h39.44.878","exp","global","global",750,5,"EAFNMHXZTPHU","MTFCUZAEPLXY",6,"H","hH","h",1,"H","hH","h",1,0.736095300002489,0.153134899999714
"RSVPLG02",2.1,403,"jh","Experiment",1,127,"2024-09-24_14h39.51.005","exp","global","global",300,2,"ANLPSXSECYUM","AXTPLYMCUFNE",5,"S","sS","s",1,"S","sS","s",1,0.35083609999856,0.268981100001838
"RSVPLG02",2.1,403,"jh","Experiment",1,128,"2024-09-24_14h39.56.829","exp","local","local",300,2,"XCPTNLUYAMZF","LYZEHUHAMXFT",5,"H","hH","h",1,"H","hH","h",1,0.688946299997042,0.120687700007693
"RSVPLG02",2.1,403,"jh","Experiment",1,129,"2024-09-24_14h40.03.357","exp","global","local",300,2,"LATMHNYXFPEC","CXMNFUSAYLTE",5,"H","hH","h",1,"S","sS","h",0,1.39271710001049,0.343825200005085
"RSVPLG02",2.1,403,"jh","Experiment",1,130,"2024-09-24_14h40.10.282","exp","global","global",750,5,"UAEFCHTNYPSZ","YZAXCNEMUFLT",6,"H","hH","h",1,"S","sS","s",1,0.88071269998909,0.0945938000077149
"RSVPLG02",2.1,403,"jh","Experiment",1,131,"2024-09-24_14h40.16.637","exp","local","global",300,2,"XEPNZFCSUALM","YNMEZHPLCTFU",6,"H","hH","h",1,"S","sS","s",1,4.71181660000002,0.13569739999366
"RSVPLG02",2.1,403,"jh","Experiment",1,132,"2024-09-24_14h40.26.779","exp","local","local",300,2,"ZULXATFMCPNE","FLXSNHMAUTYZ",4,"S","sS","s",1,"H","hH","h",1,0.645171800002572,0.103696100006346
"RSVPLG02",2.1,403,"jh","Experiment",1,133,"2024-09-24_14h40.32.618","exp","global","local",750,5,"TFEHAUCLMZXN","ZLXNYAUCHFEM",4,"H","hH","h",1,"H","hH","s",0,1.7373052000039,0.247481000013067
"RSVPLG02",2.1,403,"jh","Experiment",1,134,"2024-09-24_14h40.39.758","exp","global","local",300,2,"LMTFZHNYCAUX","AULMZNXHYCPT",6,"H","hH","h",1,"H","hH","s",0,0.769514399988111,0.0890776000014739
"RSVPLG02",2.1,403,"jh","Experiment",1,135,"2024-09-24_14h40.45.786","exp","global","global",750,5,"TNLESPCUZSMX","PUMYTENXZCAF",5,"S","sS","s",1,"S","sS","s",1,0.431412299993099,0.247880499999155
"RSVPLG02",2.1,403,"jh","Experiment",1,136,"2024-09-24_14h40.51.551","exp","global","global",300,2,"PLESZSYMFNCT","ELXMTYCZFUAP",4,"S","sS","s",1,"S","sS","h",0,0.691532600001665,0.00938509999832604
"RSVPLG02",2.1,403,"jh","Experiment",1,137,"2024-09-24_14h40.57.374","exp","local","global",300,2,"TCNFPEUHLMAZ","LFAMXHZYNPTU",6,"H","hH","h",1,"H","hH","s",0,1.93854089999513,0.760358100000303
"RSVPLG02",2.1,403,"jh","Experiment",1,138,"2024-09-24_14h41.05.547","exp","global","local",300,2,"MPNUCSYTALFX","LNUMZYAHXCPF",6,"S","sS","s",1,"H","hH","s",0,1.63460209999175,0.0559888999996474
"RSVPLG02",2.1,403,"jh","Experiment",1,139,"2024-09-24_14h41.13.676","exp","local","global",750,5,"UMELCFNYPSAZ","TYACHLZUPNFX",5,"H","hH","h",1,"S","sS","s",1,1.94254439999349,0.0728473999915877
"RSVPLG02",2.1,403,"jh","Experiment",1,140,"2024-09-24_14h41.20.795","exp","global","global",750,5,"EANYMHFTPLHU","PYXLTFCMAENU",6,"H","hH","h",1,"H","hH","h",1,1.41958929999964,0.232621399991331
"RSVPLG02",2.1,403,"jh","Experiment",1,141,"2024-09-24_14h41.28.556","exp","global","global",300,2,"EXYFSPHULCNA","AUNCYZPLXEFM",5,"S","sS","s",1,"H","hH","h",1,0.533888300007675,0.222654199998942
"RSVPLG02",2.1,403,"jh","Experiment",1,142,"2024-09-24_14h41.34.332","exp","global","global",750,5,"FTYHELZXSUCM","PMAYUFTCNXLZ",4,"H","hH","h",1,"S","sS","s",1,0.648080500002834,0.233527899996261
"RSVPLG02",2.1,403,"jh","Experiment",1,143,"2024-09-24_14h41.40.398","exp","local","global",750,5,"AYPXLNCTEUHF","ZXLYFHCUEMAP",6,"H","hH","h",1,"H","hH","s",0,1.45183189999079,0.168711799997254
"RSVPLG02",2.1,403,"jh","Experiment",1,144,"2024-09-24_14h41.47.293","exp","global","local",750,5,"NTMZCSULXPAE","FENLZXYAMCHP",6,"S","sS","s",1,"H","hH","s",0,0.58297639999364,0.313437899996643
"RSVPLG02",2.1,403,"jh","Experiment",1,145,"2024-09-24_14h41.53.342","exp","local","local",750,5,"XNMCTFZEPAUL","EZFTYSLXACHU",6,"S","sS","s",1,"H","hH","h",1,0.627403499995125,0.183331199994427
"RSVPLG02",2.1,403,"jh","Experiment",1,146,"2024-09-24_14h41.59.243","exp","local","global",750,5,"ATXYUNEZSPLC","ZEPHLYFMNXUA",4,"H","hH","h",1,"S","sS","s",1,2.68870499999321,0.167400000005728
"RSVPLG02",2.1,403,"jh","Experiment",1,147,"2024-09-24_14h42.07.168","exp","global","global",300,2,"FLCPHYHETZUM","FEXMTPLNAUYC",5,"H","hH","h",1,"H","hH","s",0,1.4314572000003,0.350416999994195
"RSVPLG02",2.1,403,"jh","Experiment",1,148,"2024-09-24_14h42.14.155","exp","global","local",750,5,"TPXHCYMEFNZA","NEZMUTCPHYAF",4,"H","hH","h",1,"H","hH","s",0,0.782721800002037,0.10424349999812
"RSVPLG02",2.1,403,"jh","Experiment",1,149,"2024-09-24_14h42.20.653","exp","global","local",750,5,"ZMTYHXNFEULA","MTZFYLEUXSPA",5,"H","hH","h",1,"S","sS","s",1,2.91465449999669,0.169775999995181
"RSVPLG02",2.1,403,"jh","Experiment",1,150,"2024-09-24_14h42.28.959","exp","local","global",300,2,"LTPMNFHZEAYX","PMCLSTZNXEAF",5,"S","sS","s",1,"H","hH","s",0,1.24527919999673,0.0291605000093114
"RSVPLG02",2.1,403,"jh","Experiment",1,151,"2024-09-24_14h42.35.721","exp","local","global",300,2,"ENAFLCSZYUXM","ELCFSTMYXZUA",5,"S","sS","s",1,"S","sS","h",0,1.74501230000169,3.69234989999677
"RSVPLG02",2.1,403,"jh","Experiment",1,152,"2024-09-24_14h42.46.671","exp","global","local",750,5,"LPEASTZFXYUC","AXCUYPNTLHEZ",5,"S","sS","s",1,"H","hH","h",1,1.69524760000058,0.0886997000052361
"RSVPLG02",2.1,403,"jh","Experiment",1,153,"2024-09-24_14h42.54.045","exp","global","local",300,2,"FAPSXTZCULMY","YMLNFSUEAZTP",4,"S","sS","s",1,"S","sS","s",1,0.359400700006518,0.248227399992174
"RSVPLG02",2.1,403,"jh","Experiment",1,154,"2024-09-24_14h43.00.592","exp","local","global",750,5,"UCAZLFNYSTEP","UMYHZTLFEXNP",4,"H","hH","h",1,"S","sS","h",0,0.844816400000127,0.0399219999962952
"RSVPLG02",2.1,403,"jh","Experiment",1,155,"2024-09-24_14h43.06.671","exp","local","local",750,5,"YXTAELNCMZUP","MUEYSPTCXHAN",5,"S","sS","s",1,"H","hH","h",1,0.747234700000263,0.28491909999866
"RSVPLG02",2.1,403,"jh","Experiment",1,156,"2024-09-24_14h43.12.879","exp","local","global",300,2,"XAPFUNESZCTY","FAUXPSYNLMZT",6,"S","sS","s",1,"S","sS","s",1,1.4757818000071,0.0091717999894172
"RSVPLG02",2.1,403,"jh","Experiment",1,157,"2024-09-24_14h43.20.119","exp","local","local",750,5,"FNUCPELYMTXA","PCAEHYLZMHUF",5,"H","hH","h",1,"H","hH","h",1,0.746327000000747,0.983778199995868
"RSVPLG02",2.1,403,"jh","Experiment",1,158,"2024-09-24_14h43.27.040","exp","local","global",300,2,"ZAMFUCHYXELP","UAPESZXTYLMC",5,"S","sS","s",1,"H","hH","s",0,0.575138800006243,0.264829400010058
"RSVPLG02",2.1,403,"jh","Experiment",1,159,"2024-09-24_14h43.32.976","exp","local","local",300,2,"CYMEPXAFULTN","AUYENSTSLMCP",6,"S","sS","s",1,"S","sS","s",1,0.412472500000149,0.215879600000335
"RSVPLG02",2.1,403,"jh","Experiment",1,160,"2024-09-24_14h43.39.278","exp","global","local",300,2,"YCFHPNXTUZML","LYZETHXACUPN",4,"H","hH","h",1,"H","hH","s",0,0.596743500005687,0.1052456000034
"RSVPLG02",2.1,403,"jh","Experiment",1,161,"2024-09-24_14h43.55.497","exp","global","local",750,5,"PMEHACTZFYXL","FTZEUMAPSXYL",4,"H","hH","h",1,"S","sS","s",1,0.60800449999806,0.15183609999076
"RSVPLG02",2.1,403,"jh","Experiment",1,162,"2024-09-24_14h44.02.830","exp","local","global",300,2,"NMCXZHPTEAYL","FPASYXLTZUNE",4,"S","sS","s",1,"H","hH","s",0,0.639519000003929,0.312200999993365
"RSVPLG02",2.1,403,"jh","Experiment",1,163,"2024-09-24_14h44.09.011","exp","global","global",750,5,"CAZSUNPLSTXM","YAELPZNTXCFU",4,"S","sS","h",0,"S","sS","s",1,1.0056837000011,0.0880266999884043
"RSVPLG02",2.1,403,"jh","Experiment",1,164,"2024-09-24_14h44.15.435","exp","local","local",750,5,"YALUXCMNEFTZ","UZACHEFPLHYT",5,"H","hH","h",1,"H","hH","h",1,0.759475200000452,0.263508499992895
"RSVPLG02",2.1,403,"jh","Experiment",1,165,"2024-09-24_14h44.22.093","exp","global","local",300,2,"UEANSFXCTPYM","MXCPYNHUFALZ",5,"S","sS","s",1,"H","hH","h",1,0.574713800000609,0.253545200001099
"RSVPLG02",2.1,403,"jh","Practice Both",1,1,"2024-09-24_14h19.18.009","prac","global","global",750,5,"MYLSPUZTSFNC","LTZAPUEMCYNF",4,"S","sS","s",1,"S","sS","s",1,2.99838829999499,1.79749579999771
"RSVPLG02",2.1,403,"jh","Practice Both",1,2,"2024-09-24_14h19.32.659","prac","local","local",750,5,"CUTZMNAELXPF","NTUXFHYPELHZ",6,"H","hH","h",1,"H","hH","h",1,1.25025930000993,0.857985599999665
"RSVPLG02",2.1,403,"jh","Practice Both",1,3,"2024-09-24_14h19.43.173","prac","local","local",750,5,"UEPXYMLNZCFT","MTUHZNCLHXFP",4,"H","hH","h",1,"H","hH","h",1,1.08259040000848,0.505953700005193
"RSVPLG02",2.1,403,"jh","Practice Both",1,4,"2024-09-24_14h19.50.875","prac","global","global",300,2,"NYZTHASLMPXE","PYTMNECZUXFA",5,"H","hH","h",1,"S","sS","s",1,2.28128680000373,2.0721981000097
"RSVPLG02",2.1,403,"jh","Practice Both",1,5,"2024-09-24_14h20.01.925","prac","local","local",300,2,"TXLAECPMFZNU","ZTASNSCELPFY",4,"S","sS","s",1,"S","sS","s",1,1.04424869999639,0.31357399999979
"RSVPLG02",2.1,403,"jh","Practice Both",1,6,"2024-09-24_14h20.09.990","prac","global","local",750,5,"UPCZEHAFYLMX","YLXTUZFMPCSN",6,"H","hH","h",1,"S","sS","h",0,1.49684180000622,0.361213600001065
"RSVPLG02",2.1,403,"jh","Practice Both",1,7,"2024-09-24_14h20.17.777","prac","global","global",750,5,"YAXSMUCNSEPZ","XNFUZYLAPTEM",4,"S","sS","s",1,"S","sS","s",1,0.968854899998405,0.313765300001251
"RSVPLG02",2.1,403,"jh","Practice Both",1,8,"2024-09-24_14h20.25.397","prac","local","local",300,2,"MPUAEFTNYZLC","ZTEHPSYLUXFA",4,"H","hH","h",1,"S","sS","s",1,0.916440000000875,0.504859299995587
"RSVPLG02",2.1,403,"jh","Practice Both",1,9,"2024-09-24_14h20.33.576","prac","local","global",750,5,"CAMZUNEXSPTY","MYXHCPTENZFL",4,"H","hH","h",1,"S","sS","h",0,1.48491670000658,0.376866100006737
"RSVPLG02",2.1,403,"jh","Practice Both",1,10,"2024-09-24_14h20.41.330","prac","local","global",750,5,"APUXNMTYSECF","PYFHTLZAEMNC",4,"H","hH","h",1,"S","sS","s",1,2.52914139999484,0.537201099999947
"RSVPLG02",2.1,403,"jh","Practice Both",1,11,"2024-09-24_14h20.50.022","prac","global","local",300,2,"ELFHANZTYPMU","CLZUPHAYFNTX",4,"H","hH","h",1,"H","hH","s",0,0.918995499989251,0.552262400000473
"RSVPLG02",2.1,403,"jh","Practice Both",1,12,"2024-09-24_14h20.57.449","prac","local","global",300,2,"XAPZCLSYMUTE","LTNCHUEMAYPX",5,"H","hH","h",1,"S","sS","s",1,2.12523320000037,0.296417500008829
"RSVPLG02",2.1,403,"jh","Practice Both",1,13,"2024-09-24_14h21.06.768","prac","local","global",300,2,"ZTNEASXFUYPC","TUMHFLENXZAY",4,"H","hH","h",1,"S","sS","s",1,3.22460260000662,2.29724050000368
"RSVPLG02",2.1,403,"jh","Practice Both",1,14,"2024-09-24_14h21.18.134","prac","global","local",300,2,"PYTZLSEUANMF","XLFYEZPSUNMA",6,"S","sS","s",1,"S","sS","h",0,3.24486569999135,0.391688100004103
"RSVPLG02",2.1,403,"jh","Practice Both",1,15,"2024-09-24_14h21.27.926","prac","global","global",300,2,"XEFSPSTYMLAN","FUTNZMLXAPEY",4,"S","sS","s",1,"S","sS","s",1,0.879873600002611,0.328992399998242
"RSVPLG02",2.1,403,"jh","Practice Both",1,16,"2024-09-24_14h21.35.414","prac","global","local",750,5,"NPLCTHYAUXZF","AMNEZUPYCFSX",6,"H","hH","h",1,"S","sS","s",1,1.01877070000046,0.472833499996341
"RSVPLG02",2.1,403,"jh","Practice T1",1,1,"2024-09-24_14h13.47.625","prac","local","local",300,2,"ZFPANYECMXLT","LTUENHZHCYMP",6,"H","hH","h",1,"H","hH","none",-5,5.66988020000281,0
"RSVPLG02",2.1,403,"jh","Practice T1",1,2,"2024-09-24_14h14.06.616","prac","global","global",750,5,"ALESZNTYSMXU","XUAELYNFPMCZ",4,"S","sS","s",1,"S","sS","none",-5,1.95227010000963,0
"RSVPLG02",2.1,403,"jh","Practice T1",1,3,"2024-09-24_14h14.16.754","prac","local","global",750,5,"ZFTUMXYCHAPL","YCAHEULMXTZF",4,"H","hH","h",1,"H","hH","none",-5,1.32593330000236,0
"RSVPLG02",2.1,403,"jh","Practice T1",1,4,"2024-09-24_14h14.24.541","prac","global","global",300,2,"NYTCUSAHMLEX","TXPEZNYMCLUA",6,"S","sS","s",1,"H","hH","none",-5,1.43365229999472,0
"RSVPLG02",2.1,403,"jh","Practice T1",1,5,"2024-09-24_14h14.33.009","prac","local","global",300,2,"LEUMXNZSYPTF","YZNACSFULPXE",6,"S","sS","s",1,"S","sS","none",-5,1.38376810000045,0
"RSVPLG02",2.1,403,"jh","Practice T1",1,6,"2024-09-24_14h14.40.530","prac","local","local",750,5,"CMAEFUTXZYLP","XCNYHEMPTSLZ",5,"H","hH","s",0,"S","sS","none",-5,2.20630170000368,0
"RSVPLG02",2.1,403,"jh","Practice T1",1,7,"2024-09-24_14h14.48.561","prac","global","global",750,5,"ZLUPTSCAEFSX","LCANEMTFZXYU",6,"S","sS","s",1,"S","sS","none",-5,1.3998786000011,0
"RSVPLG02",2.1,403,"jh","Practice T1",1,8,"2024-09-24_14h14.56.704","prac","global","global",300,2,"FYCXTHLHEZMU","CXFAULTNEZYP",6,"H","hH","h",1,"H","hH","none",-5,1.53148900000087,0
"RSVPLG02",2.1,403,"jh","Practice T1",1,9,"2024-09-24_14h15.05.121","prac","global","local",750,5,"ACEZSNTPLMFU","UMCFAEYZTHNL",5,"S","sS","s",1,"H","hH","none",-5,1.48936619999586,0
"RSVPLG02",2.1,403,"jh","Practice T1",1,10,"2024-09-24_14h15.12.591","prac","local","global",750,5,"PUCEFNATZMHX","YUPXZSNLCTEA",6,"S","sS","s",1,"H","hH","none",-5,1.40329370000109,0
"RSVPLG02",2.1,403,"jh","Practice T1",1,11,"2024-09-24_14h15.20.257","prac","global","local",300,2,"YUAZTHLEFCNM","LFPZUYNHXTMA",6,"H","hH","h",1,"H","hH","none",-5,0.970868700009305,0
"RSVPLG02",2.1,403,"jh","Practice T1",1,12,"2024-09-24_14h15.27.138","prac","local","local",750,5,"TNEPUACYLXFM","UYXPASCMLNSZ",6,"S","sS","s",1,"S","sS","none",-5,0.936038600004395,0
"RSVPLG02",2.1,403,"jh","Practice T1",1,13,"2024-09-24_14h15.33.502","prac","global","local",300,2,"UFYPHALNZXEM","NLZUAESTXMCF",5,"H","hH","h",1,"S","sS","none",-5,0.921646699993289,0
"RSVPLG02",2.1,403,"jh","Practice T1",1,14,"2024-09-24_14h15.39.872","prac","local","global",300,2,"YALPTCNSMZFU","NTYAUHZEFMPX",6,"H","hH","h",1,"S","sS","none",-5,0.848633000001428,0
"RSVPLG02",2.1,403,"jh","Practice T1",1,15,"2024-09-24_14h15.46.080","prac","local","local",300,2,"MCFNUPXAEZLY","FEANYHMHUZLX",6,"H","hH","h",1,"H","hH","none",-5,0.98761569999624,0
"RSVPLG02",2.1,403,"jh","Practice T1",1,16,"2024-09-24_14h15.52.623","prac","global","local",750,5,"NXMSLTCAZUEY","XFZMEAPYSLNC",4,"S","sS","s",1,"S","sS","none",-5,0.795921200013254,0
"RSVPLG02",2.1,404,"jh","Experiment",1,1,"2024-09-24_15h17.08.049","warmup","local","global",300,2,"YTFUECPSLAZM","EMCTXHFUPLAY",6,"H","hH","h",1,"S","sS","h",0,2.68563300000096,1.04604570000083
"RSVPLG02",2.1,404,"jh","Experiment",1,2,"2024-09-24_15h17.31.974","warmup","global","global",300,2,"ZUMESXSYTLNA","FEZYPUCMTXAL",5,"S","sS","h",0,"S","sS","s",1,2.14690330000303,0.745748100001947
"RSVPLG02",2.1,404,"jh","Experiment",1,3,"2024-09-24_15h17.44.751","warmup","local","local",300,2,"AYENTMUPCLXF","NLETSCSZPAFX",5,"S","sS","s",1,"S","sS","h",0,1.48454600000696,2.11982970000827
"RSVPLG02",2.1,404,"jh","Experiment",1,4,"2024-09-24_15h17.54.178","warmup","global","local",300,2,"PTZFUSANMYXC","NCUZFETSMALX",6,"S","sS","s",1,"S","sS","h",0,1.96417130000191,0.360112900001695
"RSVPLG02",2.1,404,"jh","Experiment",1,5,"2024-09-24_15h18.12.052","warmup","local","global",750,5,"ZNFUTCYLHAEM","XZAHCTLNEUYF",4,"H","hH","h",1,"H","hH","h",1,0.898605299997143,0.568403700002818
"RSVPLG02",2.1,404,"jh","Experiment",1,6,"2024-09-24_15h18.18.920","exp","global","local",750,5,"XMPYSEATCFNZ","NFUPTALEYSZC",5,"S","sS","s",1,"S","sS","s",1,1.00481490000675,0.471876700001303
"RSVPLG02",2.1,404,"jh","Experiment",1,7,"2024-09-24_15h18.26.016","exp","global","global",750,5,"TCFNZSEMPYSU","YZNXLUEMAPFT",6,"S","sS","s",1,"S","sS","s",1,1.15587790000427,0.472316200000932
"RSVPLG02",2.1,404,"jh","Experiment",1,8,"2024-09-24_15h18.35.602","exp","global","global",300,2,"LTYHEHCZPFUA","UAPTLFXYNZME",4,"H","hH","h",1,"H","hH","h",1,1.24356009998883,0.473412799998187
"RSVPLG02",2.1,404,"jh","Experiment",1,9,"2024-09-24_15h18.44.436","exp","local","global",750,5,"CZTLEFPUSANM","CEPSTMUAXFZL",4,"S","sS","h",0,"S","sS","h",0,2.88058070000261,0.392577799997525
"RSVPLG02",2.1,404,"jh","Experiment",1,10,"2024-09-24_15h18.54.048","exp","global","local",750,5,"MLUHNPZFACYX","CMZXFLPEHANT",4,"H","hH","h",1,"H","hH","h",1,0.926640000005136,0.407319799996912
"RSVPLG02",2.1,404,"jh","Experiment",1,11,"2024-09-24_15h19.02.102","exp","local","local",300,2,"ELZMNTPXACYU","FLAPXHUHNCYZ",6,"H","hH","h",1,"H","hH","h",1,1.5212751999934,0.858719800002291
"RSVPLG02",2.1,404,"jh","Experiment",1,12,"2024-09-24_15h19.10.306","exp","global","global",300,2,"NFXSUHYMLACZ","CEPTXLUYZFNM",4,"S","sS","s",1,"H","hH","s",0,1.41703929999494,2.96821849999833
"RSVPLG02",2.1,404,"jh","Experiment",1,13,"2024-09-24_15h19.21.526","exp","global","local",300,2,"YXFHTPEULNAZ","XCNTYHZLEFUP",4,"H","hH","h",1,"H","hH","s",0,1.82422300000326,0.712981599994237
"RSVPLG02",2.1,404,"jh","Experiment",1,14,"2024-09-24_15h19.29.877","exp","local","global",750,5,"CLZNMPFTSYAU","ZNAHFPEMLUCX",4,"H","hH","h",1,"S","sS","s",1,2.36210849999043,1.12867769999139
"RSVPLG02",2.1,404,"jh","Experiment",1,15,"2024-09-24_15h19.39.375","exp","global","local",750,5,"PMUTEHYLFXZA","XNPTELUFZASC",6,"H","hH","h",1,"S","sS","s",1,1.12709320000431,1.12949209999351
"RSVPLG02",2.1,404,"jh","Experiment",1,16,"2024-09-24_15h19.47.783","exp","local","global",750,5,"XANEZTPULSYF","ZXPUSAFCNTYE",5,"S","sS","s",1,"S","sS","s",1,0.937960800001747,0.664638500005822
"RSVPLG02",2.1,404,"jh","Experiment",1,17,"2024-09-24_15h19.54.995","exp","global","global",750,5,"UPCNHFEAYHZM","LYUXEFCZNPTM",5,"H","hH","h",1,"H","hH","h",1,1.25878170000215,0.360506199998781
"RSVPLG02",2.1,404,"jh","Experiment",1,18,"2024-09-24_15h20.04.391","exp","global","global",300,2,"CMNYPSZSUFTE","FAPTEZLNCXYU",6,"S","sS","s",1,"S","sS","h",0,1.45748679999087,0.776551200004178
"RSVPLG02",2.1,404,"jh","Experiment",1,19,"2024-09-24_15h20.14.116","exp","global","global",750,5,"TPZESLYXMHFA","UXYTZMAELFCP",5,"S","sS","s",1,"H","hH","s",0,2.95753730001161,2.32702280000376
"RSVPLG02",2.1,404,"jh","Experiment",1,20,"2024-09-24_15h20.25.141","exp","global","global",300,2,"TNESXSUMAFCZ","AFLTXMNZECPY",4,"S","sS","s",1,"S","sS","h",0,0.957750100002158,0.263738900001044
"RSVPLG02",2.1,404,"jh","Experiment",1,21,"2024-09-24_15h20.35.686","exp","local","local",300,2,"ALZNUPEXMCFT","ZLECXHPSTMNY",6,"H","hH","h",1,"S","sS","s",1,1.89295829999901,1.72106290000374
"RSVPLG02",2.1,404,"jh","Experiment",1,22,"2024-09-24_15h20.45.174","exp","local","global",750,5,"UCNLPMAESFZT","PFYHATUEMCZX",4,"H","hH","h",1,"S","sS","s",1,0.901073200002429,0.871321700004046
"RSVPLG02",2.1,404,"jh","Experiment",1,23,"2024-09-24_15h20.52.836","exp","local","global",300,2,"APLTNHZFUYXE","ECNSPZLAFMXT",4,"S","sS","s",1,"H","hH","s",0,1.32153700001072,0.392034399992554
"RSVPLG02",2.1,404,"jh","Experiment",1,24,"2024-09-24_15h21.00.102","exp","local","local",300,2,"MXUYLAPFCNZT","EZLFMSXSCUYT",6,"S","sS","s",1,"S","sS","s",1,2.56746540000313,0.95199099999445
"RSVPLG02",2.1,404,"jh","Experiment",1,25,"2024-09-24_15h21.08.966","exp","local","global",750,5,"XUFCPYETMAHL","ACNYMHLXEZFP",6,"H","hH","h",1,"H","hH","h",1,1.38249200000428,0.711501999991015
"RSVPLG02",2.1,404,"jh","Experiment",1,26,"2024-09-24_15h21.16.991","exp","local","global",300,2,"LCFUYMEHXZAT","CXZFNSUTYMPL",6,"S","sS","s",1,"H","hH","h",1,1.44895070001076,1.27128139999695
"RSVPLG02",2.1,404,"jh","Experiment",1,27,"2024-09-24_15h21.26.233","exp","global","local",750,5,"PMLHANFCTEUZ","CYEALNXTSZUF",4,"H","hH","h",1,"S","sS","s",1,1.26937039999757,0.585341199999675
"RSVPLG02",2.1,404,"jh","Experiment",1,28,"2024-09-24_15h21.34.279","exp","global","local",750,5,"ZYFCSUXEPMLT","ALETXFZPYSUM",5,"S","sS","s",1,"S","sS","s",1,0.716230799996993,0.281290999992052
"RSVPLG02",2.1,404,"jh","Experiment",1,29,"2024-09-24_15h21.42.408","exp","local","local",750,5,"UCFAMYPLEXNZ","ZNPHAEFCSTLU",4,"H","hH","h",1,"S","sS","s",1,2.27490160000161,0.68018700000539
"RSVPLG02",2.1,404,"jh","Experiment",1,30,"2024-09-24_15h21.52.534","exp","local","global",750,5,"ALTZUPCFEMSY","ZFYCASXTMEUN",6,"S","sS","s",1,"S","sS","s",1,0.640349499997683,0.343545600000652
"RSVPLG02",2.1,404,"jh","Experiment",1,31,"2024-09-24_15h21.59.782","exp","local","global",750,5,"TYEPFCLUSAMZ","FXASUNLTYCZE",4,"S","sS","s",1,"S","sS","s",1,0.428614499993273,0.281174100004137
