row,t1_level,t2_level,t2_lag,.thisRepN,.thisTrialN,.thisN,.thisIndex,thisRow.t,notes,trial,trial_type,global_letters,local_letters,t1_pos,t1,t2,t1_corr,t2_corr,t1_resp,t1_acc,t1_rt,t2_resp,t2_acc,t2_rt,exp,ver,mod-utc,sub,sess,blocktyp,datetime,
10,global,global,0,0,0,0,9,,,1,warmup,NHZNETUYEZFHYUF,YHFUFSLENNEZLYZ,6,T,absent,tT,nN,t,1,1.091457000002265,n,1,1.0280197000247426,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
3,local,local,7,0,1,1,2,,,2,warmup,HENNUYFTLHTLSFE,USHNSZFLNFHTXLE,6,Z,X,zZ,yY,z,1,1.208846999972593,y,1,0.6252038999809884,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
6,local,global,7,0,2,2,5,,,3,warmup,HZELTSFYUTXYEUZ,ZEUNFTYFYTHUSES,4,N,X,nN,yY,y,0,0.6886537999962457,y,1,0.20965439995052293,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
2,local,local,3,0,3,3,1,,,4,warmup,TYLNTZHSEYEHUSN,YLEHTFNSXTLYSUN,6,F,X,fF,yY,f,1,0.40072680002776906,y,1,0.6051647000131197,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
12,global,global,7,0,4,4,11,,,5,warmup,ZZHHSLUYUENXFNE,UNFYTZYUHZLHEEF,5,S,X,sS,yY,s,1,0.6749107000068761,y,1,0.3948276999872178,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
7,global,local,0,0,0,0,6,,,6,exp,TYHNEYUZLETHZSL,HHEFLYYLUSSEZZT,4,N,absent,nN,nN,n,1,0.7019132999703288,n,1,0.25481850001960993,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
9,global,local,7,0,1,1,8,,,7,exp,NFESLHHEUYSTTYF,ETNSZYUFEHUXNHS,5,L,X,lL,yY,l,1,0.6639281999669038,y,1,0.25315850001061335,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
6,local,global,7,0,2,2,5,,,8,exp,EYYFEHSUSNXHNTZ,HYZLZUHYSETENUN,4,L,X,lL,yY,f,0,0.7269225000054576,y,1,0.3019699000287801,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
2,local,local,3,0,3,3,1,,,9,exp,SNETNUZSTZLEYHL,NLNSHFZEXTLEYSZ,6,F,X,fF,yY,h,0,0.6085178999928758,y,1,0.0916395999956876,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
9,global,local,7,0,4,4,8,,,10,exp,SUYFTLFNHYHLSNZ,HYULEHFLZSYXNFU,5,T,X,tT,yY,t,1,0.5273068000096828,y,1,0.2468473000335507,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
12,global,global,7,0,5,5,11,,,11,exp,STSFULYYNEUEXZF,UFENZHTSYFZNUSE,6,L,X,lL,yY,l,1,0.8071716999984346,y,1,0.23375479999231175,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
9,global,local,7,0,6,6,8,,,12,exp,HSFLYUZEHTFYZTL,TSEFZNYHTZLFXLY,6,U,X,uU,yY,u,1,0.5906814999761991,y,1,0.6668405999662355,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
7,global,local,0,0,7,7,6,,,13,exp,NHLNUSZFEFUYYHL,ZYUNUTHZENLYELH,6,S,absent,sS,nN,s,1,0.792513600026723,n,1,0.19342179998056963,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
6,local,global,7,0,8,8,5,,,14,exp,NFTZTLYUUEXLNFE,LYNHUYFNLETSTFU,4,H,X,hH,yY,h,1,0.6734246999840252,n,0,0.06689670000923797,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
8,global,local,3,0,9,9,7,,,15,exp,UTZZNFTHULYSHLS,NYZULESYXTLTHZN,6,F,X,fF,yY,f,1,0.5493760999524966,y,1,0.2615166999748908,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
3,local,local,7,0,10,10,2,,,16,exp,HULYETZHENZUSTL,UZTFULNZETXSHLE,4,F,X,fF,yY,f,1,0.5710686999955215,y,1,0.3953249000478536,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
5,local,global,3,0,11,11,4,,,17,exp,HLNUTNXESTZYLZH,SYTFTZSZNHLELNH,4,F,X,fF,yY,f,1,1.013425900018774,n,0,0.4063516999594867,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
11,global,global,3,1,0,12,10,,,18,exp,HLHNUZXSFESELUZ,ZESYTFUEHFTZLUH,4,N,X,nN,yY,n,1,0.7742598000331782,n,0,0.2710485000279732,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
12,global,global,7,1,1,13,11,,,19,exp,ETSHYLSFYNTEXFZ,SYFZEUHSHTFNNYE,6,L,X,lL,yY,l,1,0.9836443999665789,y,1,0.2733716999646276,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
1,local,local,0,1,2,14,0,,,20,exp,NTLSUZLYNYHZEUT,LTYFELNZUNTUHHY,4,F,absent,fF,nN,f,1,0.6915702000260353,n,1,0.44638710003346205,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
2,local,local,3,1,3,15,1,,,21,exp,LYUSUZNFETNYSFT,LULYFHUNXNSTEST,6,H,X,hH,yY,h,1,1.154092299984768,y,1,0.2342116999789141,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
9,global,local,7,1,4,16,8,,,22,exp,FFZHYSTZLNNLTHU,UZZLHEYTHYNFXTL,6,S,X,sS,yY,s,1,1.4019364999840036,y,1,0.3215038000489585,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
6,local,global,7,1,5,17,5,,,23,exp,NUSYHYZZLFFXLSE,UNSLTEEZLYZUSFN,5,T,X,tT,yY,t,1,0.5383214000030421,y,1,0.8254219000227749,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
7,global,local,0,1,6,18,6,,,24,exp,HLNEZLUNUFEYYFS,LSELTHNYUHFSUNF,5,Z,absent,zZ,nN,z,1,0.8597507000085898,n,1,0.3105175999808125,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
1,local,local,0,1,7,19,0,,,25,exp,HEZTLSUZFYUFSTE,FZESNTUEHFYUSTH,5,N,absent,nN,nN,n,1,0.7136751000070944,n,1,0.025531499995850027,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
1,local,local,0,1,8,20,0,,,26,exp,EUZEFHLYNTNZLTF,ULFNZSNFZUELYTY,6,S,absent,sS,nN,s,1,0.765588000009302,y,0,0.24388309998903424,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
6,local,global,7,1,9,21,5,,,27,exp,NHHZTYLSUELEXZN,TNZHEFLSSNEUTUZ,6,F,X,fF,yY,f,1,1.1418818999663927,y,1,0.3387137000099756,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
1,local,local,0,1,10,22,0,,,28,exp,FTZYLFEUYSZNSNT,NNZTHSEFTUUSFYE,5,H,absent,hH,nN,h,1,0.7083085000049323,n,1,0.2940074999933131,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
8,global,local,3,1,11,23,7,,,29,exp,TUFEHSHEFZYTUNZ,EFNYULTZXHZHUYF,6,S,X,sS,yY,s,1,0.9525831999490038,y,1,0.1964169999700971,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
1,local,local,0,2,0,24,0,,,30,exp,SENUSZYEFFYLUTL,ENLTYHSYFEUNFTS,6,H,absent,hH,nN,h,1,0.6785237999865785,n,1,0.08239150000736117,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
3,local,local,7,2,1,25,2,,,31,exp,SUYTFZLLSHHEEUY,YUHSLNFFEYHSXEU,6,N,X,nN,yY,n,1,0.6262426000321284,y,1,0.1185702999937348,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
9,global,local,7,2,2,26,8,,,32,exp,LFSUNUFHZYTTZSH,ZHYYESZUFHFXLTU,5,N,X,nN,yY,n,1,0.6780655000475235,n,0,0.054272000037599355,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
6,local,global,7,2,3,27,5,,,33,exp,TTEZSYNYFZUXUNE,YEYELTNNFFUHZUZ,5,L,X,lL,yY,s,0,0.4902976999874227,y,1,0.07666540000354871,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
6,local,global,7,2,4,28,5,,,34,exp,YHSFTLTNSEUNXHY,HSTEHZUETSUFNYN,6,Z,X,zZ,yY,z,1,1.0639696000143886,y,1,0.10322649998124689,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
10,global,global,0,2,5,29,9,,,35,exp,SZYSFEFUTZLYLUT,ULSZYHUFSFTLZYN,6,E,absent,eE,nN,e,1,0.7353289999882691,n,1,0.04975319997174665,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
5,local,global,3,2,6,30,4,,,36,exp,YTLFESYXLHSZTNZ,LYHLUSZHYNTTSNZ,5,U,X,uU,yY,u,1,0.5198738999897614,y,1,0.024244199972599745,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
6,local,global,7,2,7,31,5,,,37,exp,HLNUFELZZUYXNHT,ULELSUZTYZNNEHT,5,S,X,sS,yY,s,1,0.8223115000291727,y,1,0.13274919998366386,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
10,global,global,0,2,8,32,9,,,38,exp,YUFEUZLHFTTNZNY,UYYSZLNHTFLUNFH,4,E,absent,eE,nN,e,1,0.9251282999757677,n,1,0.3035846000420861,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
3,local,local,7,2,9,33,2,,,39,exp,FUFNETUYTHNSYSL,HLSUZNYYULTXTNH,5,Z,X,zZ,yY,z,1,0.615616199967917,y,1,0.2405426999903284,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
6,local,global,7,2,10,34,5,,,40,exp,YHSFTNEUHEZXUSY,HEZULFUZHNFEYSN,5,L,X,lL,yY,l,1,0.5380779000115581,y,1,0.5526433000341058,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
12,global,global,7,2,11,35,11,,,41,exp,YUYZHSETNUXFHTS,UENLYSNSEFYHTFU,4,Z,X,zZ,yY,z,1,0.5410251999855973,y,1,1.1674457999761216,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
7,global,local,0,3,0,36,6,,,42,exp,FUYYETSHHTZFSLL,UZSFNLYSHFLTUHY,5,E,absent,eE,nN,e,1,0.6682147000101395,n,1,0.0877854999853298,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
2,local,local,3,3,1,37,1,,,43,exp,NETSHZNTFULSLEU,USSNUYELXHTFFHN,6,Y,X,yY,yY,y,1,0.41424189996905625,y,1,0.22932069998933002,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
9,global,local,7,3,2,38,8,,,44,exp,FSYNTZNYSLETUUF,FNLYTHENFSTUXYU,6,Z,X,zZ,yY,z,1,0.7495843000360765,y,1,1.0878166999900714,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
5,local,global,3,3,3,39,4,,,45,exp,FYHFTNEXSUSELNU,LNYEZSHNUYESUFH,5,Z,X,zZ,yY,z,1,0.39910320000490174,y,1,0.13821539998752996,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
12,global,global,7,3,4,40,11,,,46,exp,HFTNUTEZFZLXYEY,TLEZSNZEHYTFYLN,5,U,X,uU,yY,u,1,0.6783987000235356,y,1,0.3879018999869004,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
6,local,global,7,3,5,41,5,,,47,exp,TNYSYLUTFEXLZZN,YNLHTEZZEUFNYUT,4,H,X,hH,yY,h,1,0.5586826999788173,y,1,0.21378819999517873,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
12,global,global,7,3,6,42,11,,,48,exp,SNYZZHEUTSELXNT,NSLNYFTYEZSELZU,6,H,X,hH,yY,h,1,0.5927622999879532,y,1,0.1281328999903053,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
1,local,local,0,3,7,43,0,,,49,exp,NYLLFSNEHSUUZHY,LHZYTEELHNZUUYS,5,T,absent,tT,nN,t,1,0.8034503000089899,n,1,0.08578010002383962,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
1,local,local,0,3,8,44,0,,,50,exp,UFSYYLHNEFEZUHS,ENUYETNHFZUYFSH,6,T,absent,tT,nN,t,1,0.7218354000360705,n,1,0.26010309997946024,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
12,global,global,7,3,9,45,11,,,51,exp,YTFLUESFYTHLXNH,SSULLZYNUNFFHHT,6,E,X,eE,yY,e,1,0.768953800026793,y,1,0.14522499998565763,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
3,local,local,7,3,10,46,2,,,52,exp,TEUEYLNTHZUHLSN,ZUSEFSLEHLTXZNH,5,F,X,fF,yY,f,1,0.562135300016962,y,1,0.22496439999667928,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
4,local,global,0,3,11,47,3,,,53,exp,HYUELSZFUFYEHZT,ZTFUNSFYZHSUTHY,5,N,absent,nN,nN,n,1,0.6489721999969333,y,0,0.27672040002653375,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
2,local,local,3,4,0,48,1,,,54,exp,FHLZUEFNNSULTHE,FUTYLTXENHHFLUE,4,Y,X,yY,yY,y,1,0.6153418000321835,y,1,0.06764600001042709,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
11,global,global,3,4,1,49,10,,,55,exp,NTUSETXLEZNHUYZ,ZLZFUTHLYETHENN,4,S,X,sS,yY,s,1,0.42970590002369136,n,0,0.22820579999824986,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
9,global,local,7,4,2,50,8,,,56,exp,NYFHUYTEENZUSZS,SEULYTUTFZXYFNE,4,H,X,hH,yY,h,1,0.3754149000160396,y,1,0.035545699996873736,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
9,global,local,7,4,3,51,8,,,57,exp,FHFYELZNNTETSZS,ESZUNTHFLZXSTEN,4,Y,X,yY,yY,y,1,0.7235920999664813,y,1,0.3856951000052504,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
8,global,local,3,4,4,52,7,,,58,exp,FNZYLHELSHNUEZU,SUETHEXZHZLFSLN,4,Y,X,yY,yY,y,1,0.7549035999691114,n,0,3.0700839000055566,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
7,global,local,0,4,5,53,6,,,59,exp,NEHZNYTUTYLFHEF,HTNSUUNFYLEYLFE,4,Z,absent,zZ,nN,z,1,0.6001695999875665,n,1,0.10917439998593181,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
12,global,global,7,4,6,54,11,,,60,exp,LEUYTZHSUESXHFZ,LZLSNUZYEEFUSHF,5,T,X,tT,yY,t,1,0.89723140001297,y,1,0.49834910000208765,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
11,global,global,3,4,7,55,10,,,61,exp,FLELYSZXUSNFUNT,LFESHTEUZSNZFTU,5,Y,X,yY,yY,y,1,0.5920435999869369,y,1,0.0810666999896057,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
1,local,local,0,4,8,56,0,,,62,exp,NHFTHEYNSUYLUSL,YUUZNHHNFLLYFES,4,Z,absent,zZ,nN,z,1,1.0102328000357375,n,1,0.05417939997278154,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
12,global,global,7,4,9,57,11,,,63,exp,TFTZFLSENUHSXUE,TZSHHYZUSENFFNT,6,L,X,lL,yY,l,1,21.021268800017424,n,0,0.9843660999904387,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
10,global,global,0,4,10,58,9,,,64,exp,TFTSFUNZNELHSHL,FZNTZYESHSLNTHL,6,U,absent,uU,nN,u,1,0.9615762999746948,n,1,0.05676049995236099,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
10,global,global,0,4,11,59,9,,,65,exp,TSSYZLNHLHEUNTE,ETZFSUSLELZTUNN,4,Y,absent,yY,nN,y,1,0.5573365000309423,n,1,0.13453059998573735,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
11,global,global,3,5,0,60,10,,,66,exp,UYENSTEXNZLUZYL,TZUFHTNUFYLZYEE,5,S,X,sS,yY,s,1,0.3115485000307672,y,1,0.10504650004440919,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
8,global,local,3,5,1,61,7,,,67,exp,HFYTEHZSLEUFZLY,SELNYHXSUFYELZZ,4,T,X,tT,yY,t,1,0.4407911999733187,y,1,0.06871669995598495,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
6,local,global,7,5,2,62,5,,,68,exp,HFTYZTFLNESXELH,NFFYUSSELHTTYNH,5,U,X,uU,yY,u,1,0.5871697000111453,y,1,3.299783899972681,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
4,local,global,0,5,3,63,3,,,69,exp,FTUFNSUZTESYHEY,HFUSLYUESZTFTEY,5,L,absent,lL,nN,l,1,0.5871505999821238,y,0,1.6424889999907464,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
1,local,local,0,5,4,64,0,,,70,exp,FZZYESNHSFULNHL,YFHUTSLSZNLUZFN,5,T,absent,tT,nN,t,1,0.9377137999981642,n,1,0.5175210000015795,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
12,global,global,7,5,5,65,11,,,71,exp,SLTNZHHFSLXUUTY,FSSEULYFHTZZHYU,4,N,X,nN,yY,n,1,0.43065569997997954,y,1,0.2043036000104621,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
7,global,local,0,5,6,66,6,,,72,exp,FNEYSUTTSEHHUNL,FFTZSSLNEHUHLUN,4,Y,absent,yY,nN,y,1,0.7796602000016719,n,1,0.11609959998168051,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
1,local,local,0,5,7,67,0,,,73,exp,ELHNSZTYTFYLEHS,HYETTUNESFFLHYN,6,U,absent,uU,nN,u,1,0.5095482000033371,n,1,0.0791923000360839,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
10,global,global,0,5,8,68,9,,,74,exp,HZUUSZYLHYTTLFE,YLTUNZHETFHFZLU,5,S,absent,sS,nN,s,1,0.46541740000247955,n,1,0.8088257999625057,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
4,local,global,0,5,9,69,3,,,75,exp,NTLSFEHTUYULHYF,YHYSHZTFLLNUUFN,6,Z,absent,zZ,nN,z,1,0.47976389998802915,n,1,0.5886757000116631,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
12,global,global,7,5,10,70,11,,,76,exp,NZFUSLYYUENXHHF,UEUFTHLNZNEFHYZ,5,S,X,sS,yY,s,1,0.6595915999496356,y,1,0.06476440001279116,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
8,global,local,3,5,11,71,7,,,77,exp,UYFTTEHYHLUSSFL,YNTLFZFUXYNTHSL,6,E,X,eE,yY,e,1,0.35017750004772097,y,1,0.5499532000394538,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
6,local,global,7,6,0,72,5,,,78,exp,YFUYHTFZETNXEUS,NFZZLSYFSUUTEYE,5,L,X,lL,yY,l,1,0.6856023000436835,y,1,0.29312129999743775,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
12,global,global,7,6,1,73,11,,,79,exp,ZHZTFYSFHNETXSU,NFSSELZNFTUUHTE,6,Y,X,yY,yY,y,1,0.9185640999930911,y,1,0.6460491000325419,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
12,global,global,7,6,2,74,11,,,80,exp,ZNLHLEFYHUSZXNU,FNNHUTLZSSZLUFY,6,E,X,eE,yY,e,1,0.9592260000063106,y,1,0.18071929999860004,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
5,local,global,3,6,3,75,4,,,81,exp,HTFELNXYUUSHFNL,SYTZUUSLFYTNFHL,4,Z,X,zZ,yY,z,1,0.39015729998936877,y,1,0.061875700019299984,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
6,local,global,7,6,4,76,5,,,82,exp,LSZHSENYTNTLXHY,LLZSHUNTSNYZTFY,6,U,X,uU,yY,u,1,0.6541212000302039,y,1,0.17826430004788563,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
5,local,global,3,6,5,77,4,,,83,exp,FENZLTUXSHZTNSE,SENHYZZESFTNFUH,5,Y,X,yY,yY,z,0,1.4807006000191905,n,0,0.5429806999745779,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
11,global,global,3,6,6,78,10,,,84,exp,HZUSEYELXSZHNTT,UTNLSFZLUHTHSZE,6,Y,X,yY,yY,y,1,0.44469109998317435,y,1,0.11772510001901537,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
5,local,global,3,6,7,79,4,,,85,exp,ZSUYNFLLXENZYUE,EYSTTHZEUULYNNZ,6,H,X,hH,yY,h,1,0.4625565000460483,n,0,0.19861059996765107,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
3,local,local,7,6,8,80,2,,,86,exp,FSFTHZLENYTNLES,LSESTUNYTFYNXLE,6,U,X,uU,yY,u,1,1.0366985000437126,y,1,2.0164204000029713,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
4,local,global,0,6,9,81,3,,,87,exp,YHSELLUNTTSNYFH,NYUZLHSYFTTLUNS,4,Z,absent,zZ,nN,z,1,0.7584383999928832,n,1,0.4090000999858603,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
10,global,global,0,6,10,82,9,,,88,exp,ZYZFNFUELYUSHSE,YHLYTZHSFUSZEEF,5,N,absent,nN,nN,n,1,0.7238889000145718,n,1,0.22717830003239214,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
9,global,local,7,6,11,83,8,,,89,exp,NSEYULNETZHZTSH,SHTNFSEYNLEXHLY,5,U,X,uU,yY,u,1,0.5509833000251092,y,1,0.1364127999986522,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
5,local,global,3,7,0,84,4,,,90,exp,YHZSSUETXTZNFYF,ZSEHTLSFENTYFZY,6,L,X,lL,yY,l,1,0.3581684999517165,y,1,0.050051000027451664,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
3,local,local,7,7,1,85,2,,,91,exp,ULFEZYTFLNYSNSU,NSSYHFETNUFXEUL,5,H,X,hH,yY,y,0,2.423303699993994,n,0,0.07802820001961663,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
8,global,local,3,7,2,86,7,,,92,exp,SETHYUFTHLFLSEU,UNNEZLLXTHFSFEU,5,Y,X,yY,yY,y,1,0.2885819000075571,y,1,0.1162878000177443,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
9,global,local,7,7,3,87,8,,,93,exp,TNEZHTELLHYNUSY,SNTFHHLNSLXUYEU,4,Z,X,zZ,yY,z,1,0.4143360999878496,y,1,0.6197465999866836,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
9,global,local,7,7,4,88,8,,,94,exp,FTYHYSZFELTSLZN,ESNUFYETLLXTFYZ,4,H,X,hH,yY,h,1,0.4946478999918327,y,1,0.20020560000557452,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
1,local,local,0,7,5,89,0,,,95,exp,ZHELYTNUELSUTHZ,ETNLFZEHSZHSTUL,5,F,absent,fF,nN,f,1,1.4350857000099495,y,0,0.2267250000149943,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
3,local,local,7,7,6,90,2,,,96,exp,STNFHZEEYYLHNLZ,LNZUELHHTYXSTES,4,U,X,uU,yY,u,1,0.43547169998055324,y,1,0.2298704000422731,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
7,global,local,0,7,7,91,6,,,97,exp,TLEELUFTSFHZSNZ,LLSTHYNSEFZTNFH,6,U,absent,uU,nN,u,1,0.8075699000037275,n,1,0.1411221000016667,RSVPLG01,0.94,2023-09-12-22:23:06,905,1,Experiment,2023-09-12_15h38.54.378,
