row,t1_level,t2_level,t2_lag,.thisRepN,.thisTrialN,.thisN,.thisIndex,thisRow.t,notes,trial,trial_type,global_letters,local_letters,t1_pos,t1,t2,t1_corr,t2_corr,t1_resp,t1_acc,t1_rt,t2_resp,t2_acc,t2_rt,exp,ver,mod-utc,sub,sess,blocktyp,datetime,
10,global,global,0,7,6,90,9,,,96,exp,ZEUFHYUYTZNENTL,EFYLSYNZZLTFUEU,5,H,absent,hH,nN,h,1,0.8503579999996873,n,1,0.009307199999966542,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
2,local,local,3,7,7,91,1,,,97,exp,ZTSFNUUEYHEHNYT,EUTLZSXNSNUYHYH,4,L,X,lL,yY,l,1,0.9423356999996031,n,0,0.0896718999993027,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
12,global,global,7,7,8,92,11,,,98,exp,EESUNYHZTTXZHYF,TTELEHYFHNZSNZY,4,U,X,uU,yY,h,0,0.7976916000006895,n,0,0.044062299999495735,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
10,global,global,0,7,9,93,9,,,99,exp,FZEYUHSYTSHZLEL,FTHLNLTHEFYZEYS,5,U,absent,uU,nN,h,0,0.8591833000009501,n,1,0.2657498000007763,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
7,global,local,0,7,10,94,6,,,100,exp,UFSSELYUNFZLZNH,LLHHTZUNFZYSUSY,5,E,absent,eE,nN,y,0,1.2643014000004769,n,1,0.12339180000162742,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
9,global,local,7,7,11,95,8,,,101,exp,TSEFSLUZHNZTFUE,TZNEUYUTFHNEXHS,6,L,X,lL,yY,u,0,1.111207199999626,n,0,0.3802467000004981,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
3,local,local,7,8,0,96,2,,,102,exp,YUSNLZNHZTSUEEY,NTSEFUYUTHSXYZH,5,F,X,fF,yY,n,0,0.76532860000043,n,0,0.15571280000040133,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
3,local,local,7,8,1,97,2,,,103,exp,HZYFTSYZEHUFLES,YSZSNFZUUFYXHHE,5,N,X,nN,yY,s,0,0.8125943000013649,n,0,0.15424220000022615,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
6,local,global,7,8,2,98,5,,,104,exp,ZZHEFLSHSUYUXFN,EUYYFTEZHSHZSNN,6,T,X,tT,yY,t,1,0.6546335000002728,y,1,0.04538510000020324,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
8,global,local,3,8,3,99,7,,,105,exp,YSLFNTLSYTZZUEE,NUTHZSXESZTNYUE,4,F,X,fF,yY,f,1,0.8414460999993025,n,0,0.1540434999988065,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
5,local,global,3,8,4,100,4,,,106,exp,ZLYSNHXNLTUFTYZ,LTLEUNFTFYZZHUH,4,E,X,eE,yY,e,1,0.7638736999997491,n,0,0.10720229999969888,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
10,global,global,0,8,5,101,9,,,107,exp,ZSTTYEUZSNUHENH,SSUHLTNZENEZFHT,5,Y,absent,yY,nN,l,0,0.9904433000010613,n,1,0.23363069999868458,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
11,global,global,3,8,6,102,10,,,108,exp,ZTZSFHXUTEELUNL,HLNYTFUZULEEHTZ,4,S,X,sS,yY,t,0,0.7313654999998107,y,1,0.21953130000110832,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
5,local,global,3,8,7,103,4,,,109,exp,SEYZUHSXENYFZNL,FLLNTNZHHZEEYYF,5,T,X,tT,yY,t,1,1.085805500000788,y,1,0.3797088999999687,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
7,global,local,0,8,8,104,6,,,110,exp,UHFYFEYTSUSTNNH,NNUUHZFLHLSYFYS,6,E,absent,eE,nN,z,0,0.8083003000010649,y,0,0.074418300000616,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
3,local,local,7,8,9,105,2,,,111,exp,EUSTFHNLLUZZHES,ZNSSYHLLUTTXUEN,5,Y,X,yY,yY,l,0,0.7487282999991294,y,1,0.20677909999903932,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
9,global,local,7,8,10,106,8,,,112,exp,UTUSFLNTHNEYYEL,EHNLZNTYYHLXEUS,5,F,X,fF,yY,h,0,0.3322521999998571,y,1,0.1393222999995487,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
1,local,local,0,8,11,107,0,,,113,exp,ELHSZFHSULUFTNN,SENFYNUELUFLHTT,5,Y,absent,yY,nN,y,1,0.9452564999992319,n,1,0.12161299999934272,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
12,global,global,7,9,0,108,11,,,114,exp,SSHFTNLHELXNYZZ,LTEUTYYZZNLSHHN,4,F,X,fF,yY,f,1,0.6515032999996038,y,1,0.06220209999992221,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
10,global,global,0,9,1,109,9,,,115,exp,ZUNUTLYLEHYZHNS,UNHHFESYEZZLNYS,5,T,absent,tT,nN,y,0,0.9226347999992868,y,0,0.3473993000006885,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
11,global,global,3,9,2,110,10,,,116,exp,LFUZHHXLEYUETNF,LUHSNEFYTHUNTLY,4,Z,X,zZ,yY,z,1,0.7463382999994792,n,0,0.10590330000013637,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
11,global,global,3,9,3,111,10,,,117,exp,TYSZSHXYNELFNLT,TNYUSLHLYHTSEFE,4,Z,X,zZ,yY,z,1,0.8627164000008634,n,0,0.12069580000024871,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
4,local,global,0,9,4,112,3,,,118,exp,YYETSUHLFNLFHNE,EHFZUNLHNELFYSY,4,Z,absent,zZ,nN,z,1,0.549704400000337,n,1,0.20434970000133035,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
8,global,local,3,9,5,113,7,,,119,exp,NHZHFTLZSLUUSEE,ETTHYEHXNUULZSL,5,F,X,fF,yY,f,1,0.6091673000009905,n,0,0.026294399998732843,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
12,global,global,7,9,6,114,11,,,120,exp,SNHEUULLNYXFSYH,SSHZHFYUUYLNLFN,4,E,X,eE,yY,h,0,0.6505291000012221,n,0,0.04184920000079728,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
5,local,global,3,9,7,115,4,,,121,exp,ENTHTUXEFSYSZUN,TNELZTYSZEUSYNF,4,L,X,lL,yY,l,1,0.8408616000015172,n,0,0.15362229999846022,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
2,local,local,3,9,8,116,1,,,122,exp,YFSLUENZTUESFZT,NYEHFYXNZUUTSTF,4,H,X,hH,yY,h,1,0.9788456000005681,n,0,0.026016199999503442,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
1,local,local,0,9,9,117,0,,,123,exp,SHLSFNUETENYUYH,YHESZTTNLLHUESN,5,Z,absent,zZ,nN,s,0,0.5977588000005198,y,0,0.41360569999960717,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
1,local,local,0,9,10,118,0,,,124,exp,SNHYLZHUZLFNUTS,STSEZUTNFZFHLLN,4,E,absent,eE,nN,e,1,0.9008647999999084,n,1,0.15380550000008952,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
4,local,global,0,9,11,119,3,,,125,exp,NSUZETTLSHZYULH,LSHNFLYTUHZYTZN,5,F,absent,fF,nN,f,1,0.8570947999996861,y,0,0.16980450000119163,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
5,local,global,3,10,0,120,4,,,126,exp,STEULNXNYLFZEYZ,FLLHSFYYTZNESNZ,4,H,X,hH,yY,h,1,0.8353756000014982,n,0,0.042540300000837306,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
5,local,global,3,10,1,121,4,,,127,exp,NLYSYEFZXSTHFTN,ZSSZHUFLLHNFYTY,6,U,X,uU,yY,u,1,0.9568818000007013,y,1,0.026345299998865812,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
7,global,local,0,10,2,122,6,,,128,exp,YNELTSHFNTYFZSH,ENFUYZHHTFEYNSS,4,L,absent,lL,nN,l,1,0.6784664999995584,n,1,0.13936350000039965,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
3,local,local,7,10,3,123,2,,,129,exp,LSFZENYTYHLFNTH,LTTUSNEHHSXYFNE,4,U,X,uU,yY,s,0,1.0115612000008696,y,1,0.04652920000080485,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
3,local,local,7,10,4,124,2,,,130,exp,NEYLLTNSFFHSZZY,ZESHSUZLEFLYXYN,6,U,X,uU,yY,u,1,1.0278736000000208,y,1,0.5562900000004447,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
6,local,global,7,10,5,125,5,,,131,exp,UZLETNHNTYXSZHY,ZYUFTSTHYSLZHNN,4,F,X,fF,yY,f,1,0.5033618999987084,y,1,0.14752079999925627,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
2,local,local,3,10,6,126,1,,,132,exp,SEHUHZSYZNYFFLN,FSNTELXFLYNEHYZ,4,T,X,tT,yY,t,1,0.9074822999991738,n,0,0.12740839999969467,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
6,local,global,7,10,7,127,5,,,133,exp,TUYNYHTEZSLUXZE,ELTEZFNUSNYTSLY,6,F,X,fF,yY,f,1,0.9016168000016478,y,1,0.09252579999883892,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
5,local,global,3,10,8,128,4,,,134,exp,HNEYZTFLXSZFELS,ZYNLZUYFFSNSHLE,6,U,X,uU,yY,u,1,0.9136228000006668,n,0,0.1218507999983558,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
12,global,global,7,10,9,129,11,,,135,exp,FESYZEUFHLXSLTZ,HUENUTHSTZEFLSF,4,Y,X,yY,yY,y,1,0.6748410000000149,y,1,0.16939239999919664,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
3,local,local,7,10,10,130,2,,,136,exp,HSNFULLEETFSTZH,LLNEYSSZZTEXFTH,5,Y,X,yY,yY,y,1,0.5626722999986669,y,1,0.24026500000036322,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
8,global,local,3,10,11,131,7,,,137,exp,TEHZSFHLNTFUENZ,EEUFYHHXLTUFZNZ,5,S,X,sS,yY,z,0,0.512215800001286,y,1,0.18864939999912167,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
6,local,global,7,11,0,132,5,,,138,exp,LFZUHEHYNYXNSZL,LEHTFNFSEZYLHYZ,4,T,X,tT,yY,t,1,0.5895084000003408,y,1,0.6192611000005854,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
3,local,local,7,11,1,133,2,,,139,exp,NUUSYHSLNZZTEEL,ZLSUFZHENESXLUT,5,F,X,fF,yY,f,1,0.9292617999999493,n,0,0.28802689999974973,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
8,global,local,3,11,2,134,7,,,140,exp,FTYNLZTZSFNEEHH,YFZFUSHXNEETNHS,5,L,X,lL,yY,h,0,0.9028128999998444,n,0,0.10931459999846993,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
12,global,global,7,11,3,135,11,,,141,exp,EHSLFNYENYTXTLS,LYHLUSZYSEZNENH,5,F,X,fF,yY,f,1,0.5761096000005637,y,1,0.10828959999889776,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
11,global,global,3,11,4,136,10,,,142,exp,FZUSEFYXUHLHYTT,UFTHNYZTUSLSFHZ,5,E,X,eE,yY,y,0,2.1247072000005573,n,0,1.100444300000163,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
5,local,global,3,11,5,137,4,,,143,exp,HUSLFZYXLTSNNZH,SHTNEZLNHULYUYS,5,E,X,eE,yY,e,1,0.5610357000005024,y,1,0.026582200000120793,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
9,global,local,7,11,6,138,8,,,144,exp,USHFELYSLHYTTZZ,SFTFNLYTUUHXZYH,5,E,X,eE,yY,n,0,1.1365356999995129,y,1,0.26632819999940693,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
2,local,local,3,11,7,139,1,,,145,exp,NYYUZHUFSZESEFT,UFESSLNYXEFTZNZ,6,L,X,lL,yY,y,0,1.2437955000004877,y,1,1.3115056999995431,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
6,local,global,7,11,8,140,5,,,146,exp,HSZNEHTFELXTSLU,ZFFYLLETSTUUSHE,4,Y,X,yY,yY,y,1,0.3579438000015216,y,1,0.18674929999906453,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
3,local,local,7,11,9,141,2,,,147,exp,NUTULFNSLYZYTHS,NTSYLEYHLSUZXHU,6,E,X,eE,yY,e,1,0.8400113999996393,y,1,0.18641919999936363,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
9,global,local,7,11,10,142,8,,,148,exp,LTYNSUEYZSTFUZE,YUTHSFLYUZXFTZL,4,N,X,nN,yY,h,0,0.25860819999979867,n,0,0.07466359999853012,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
12,global,global,7,11,11,143,11,,,149,exp,TYTYEFLUSNUHXEH,NTLTHZEUSSUYYLN,6,F,X,fF,yY,f,1,0.6956103000011353,y,1,0.04107549999935145,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
3,local,local,7,12,0,144,2,,,150,exp,LNHNTSFYFESHZLY,NHYNUHZLFESXLEY,5,U,X,uU,yY,u,1,1.2703912000015407,n,0,0.154955300000438,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
5,local,global,3,12,1,145,4,,,151,exp,ZSYSLHUXNTYUHZF,YYHTEFSSNFZTZHU,5,E,X,eE,yY,f,0,0.28352839999934076,y,1,0.5213248000000021,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
7,global,local,0,12,2,146,6,,,152,exp,EFHLNZFTSNUEUSH,FLSSEYUHLFTUTNH,6,Z,absent,zZ,nN,z,1,0.29467249999834166,n,1,0.2076308000014251,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
10,global,global,0,12,3,147,9,,,153,exp,FTSUTEZHNYNHEZS,EHFLNZFYYZETSHS,4,U,absent,uU,nN,u,1,0.7615755000006175,y,0,0.010895100000198,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
5,local,global,3,12,4,148,4,,,154,exp,ZYNFSLTXUYZTLHN,TFLYENYHFUTHZLZ,5,E,X,eE,yY,e,1,0.5115770000011253,y,1,0.24064420000104292,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
12,global,global,7,12,5,149,11,,,155,exp,NFUZSZELHEUXNYF,ZEUUTNZLHYHEYNF,5,S,X,sS,yY,z,0,0.2917585000013787,y,1,0.6229877999994642,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
11,global,global,3,12,6,150,10,,,156,exp,ULZHFYTXYENLTEH,ZHEUSNTLULYYZHN,5,F,X,fF,yY,f,1,0.30563510000138194,n,0,0.12283269999898039,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
7,global,local,0,12,7,151,6,,,157,exp,EEYFHUYTHZFTNNS,SFYENLYTSZTHNEF,6,U,absent,uU,nN,n,0,1.3360573000009026,y,0,0.8904512000008253,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
2,local,local,3,12,8,152,1,,,158,exp,FHEUNYZHULLETTF,NZHTLSFUXNFTLEE,6,S,X,sS,yY,s,1,0.48547680000046967,n,0,0.4260727999990195,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
1,local,local,0,12,9,153,0,,,159,exp,NLEFTUYFZSELZNY,SNTEFHTYLEFZYSL,6,H,absent,hH,nN,h,1,0.9971993999988626,n,1,0.07694639999863284,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
12,global,global,7,12,10,154,11,,,160,exp,FZSEYTLFTUZXLES,UFLSHEZEULFNSNZ,5,Y,X,yY,yY,y,1,0.6030722999985301,y,1,0.14380379999965953,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
1,local,local,0,12,11,155,0,,,161,exp,HNTFESHZYYTNEZL,ZTLTFUYHNYFHEZN,6,U,absent,uU,nN,n,0,1.6773333000001003,y,0,0.5543761999997514,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
11,global,global,3,13,0,156,10,,,162,exp,ZYUSEFLXHZTYFTS,SYLUNHHFTSUZTZY,5,E,X,eE,yY,f,0,0.305088799999794,y,1,0.13897419999921112,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
9,global,local,7,13,1,157,8,,,163,exp,HSSHYUUZZTELLTF,UFHENZZTESLXHFU,5,Y,X,yY,yY,y,1,0.8749110999997356,n,0,0.2976067999989027,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
2,local,local,3,13,2,158,1,,,164,exp,ENFTYNHTZLZFHLU,THUTSUFXHFLNEEL,5,S,X,sS,yY,s,1,0.2887557000012748,n,0,0.17016879999937373,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
9,global,local,7,13,3,159,8,,,165,exp,UNNESZLHZLUYSHY,UZSTLFNLFUXHZYS,4,E,X,eE,yY,f,0,2.612670000000435,y,1,0.17045660000076168,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
10,global,global,0,13,4,160,9,,,166,exp,HZEUSTYNFNUTEYH,FZHELHYYZNFTUET,5,S,absent,sS,nN,l,0,1.8580566000000545,n,1,0.26593379999940225,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
10,global,global,0,13,5,161,9,,,167,exp,YYULNTHFFUHZNSL,YNLSFEHULNHZFSZ,6,T,absent,tT,nN,f,0,0.3092289999985951,n,1,0.26675449999856937,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
4,local,global,0,13,6,162,3,,,168,exp,EYSTEZFSFLHLNHT,ELHTFUHTELNNYSS,6,U,absent,uU,nN,u,1,0.8272360999999364,n,1,0.15552719999868714,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
10,global,global,0,13,7,163,9,,,169,exp,FEELZHSSUFTZUTY,ETUNHYUFSSHZEZY,4,L,absent,lL,nN,h,0,0.5675331999991613,n,1,0.17117429999962042,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
9,global,local,7,13,8,164,8,,,170,exp,SUSELYHZFUNYEFZ,EHUSTZNNUZYXFYS,5,L,X,lL,yY,l,1,1.3353898000004847,n,0,0.13907779999863124,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
8,global,local,3,13,9,165,7,,,171,exp,UUEFTYSZELNSZLN,ZLUTFHNSXSLTFEU,6,Y,X,yY,yY,y,1,0.7558595999998943,n,0,0.10688899999877322,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
6,local,global,7,13,10,166,5,,,172,exp,SNNZLTFLEZYUXFY,LZFSLHUSYZENNEU,6,H,X,hH,yY,h,1,1.0572210999998788,y,1,0.281331100000898,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
9,global,local,7,13,11,167,8,,,173,exp,FENUHYUESLZZLSN,ZNUUTYSZFELXFNS,5,H,X,hH,yY,h,1,1.9690989999999147,y,1,0.07293719999870518,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
4,local,global,0,14,0,168,3,,,174,exp,ZEEUFNULSYLFHYZ,YEZYFTHSLFZSHLU,6,T,absent,tT,nN,t,1,0.79245759999867,y,0,0.06500499999856402,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
9,global,local,7,14,1,169,8,,,175,exp,UFNLESTNUYEYLFZ,NUUTEHENFYZLXFT,6,S,X,sS,yY,s,1,0.2701200000010431,n,0,0.07586349999837694,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
2,local,local,3,14,2,170,1,,,176,exp,ZTULFNLUFYEYEZH,EFTUYSFLXEZYTZL,6,S,X,sS,yY,s,1,0.28815320000103384,y,1,0.19025500000134343,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
5,local,global,3,14,3,171,4,,,177,exp,TTLZUEHSXYFULZS,SYZFTNUSYFHTHUL,6,N,X,nN,yY,n,1,0.6476531999996951,y,1,1.146239499999865,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
7,global,local,0,14,4,172,6,,,178,exp,YFZZSYTTNENELHL,TEYLUNZZHELFFHN,5,S,absent,sS,nN,s,1,0.3452269999997952,n,1,0.7156102000008104,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
2,local,local,3,14,5,173,1,,,179,exp,FLNSUZNFYHZEHUL,EUFTLEXZHYFNHYN,4,T,X,tT,yY,t,1,0.16799379999974917,n,0,0.31482059999871126,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
10,global,global,0,14,6,174,9,,,180,exp,HNUNYTLZFFLYEEU,LZUFHSYEHYLZNEU,6,T,absent,tT,nN,s,0,0.30067760000019916,n,1,0.9554119000003993,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
4,local,global,0,14,7,175,3,,,181,exp,LNTEHZNFZSFSULU,TLNEYUSSTZLFNFZ,5,Y,absent,yY,nN,t,0,0.8237552999999025,n,1,0.08033629999954428,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
2,local,local,3,14,8,176,1,,,182,exp,HLFENFZTHYSTSLY,SEHZUTYXFEFLLZH,5,U,X,uU,yY,u,1,1.1394432000015513,n,0,0.17080859999987297,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
11,global,global,3,14,9,177,10,,,183,exp,LHTSEUSXHULTZFY,FUHHNSZYYUSFLTZ,5,E,X,eE,yY,s,0,0.9569749000002048,y,1,0.4591378999994049,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
9,global,local,7,14,10,178,8,,,184,exp,YULFESHFSHUYTNL,SYNUZLFULYSXNTF,5,E,X,eE,yY,f,0,0.497880000000805,n,0,0.07399070000064967,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
6,local,global,7,14,11,179,5,,,185,exp,ENHFEHNLLTXUTSS,LZSYZUEHSTNLTNE,4,Y,X,yY,yY,y,1,0.31406259999857866,y,1,0.13999990000047546,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
3,local,local,7,15,0,180,2,,,186,exp,ZSNNZTSYUHLEYLE,SZUYHFNNLUSLXEY,6,F,X,fF,yY,f,1,0.28574050000133866,n,0,1.0326361000006727,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
9,global,local,7,15,1,181,8,,,187,exp,YNFHLFLSNZYESTE,TSNUYFSZNLXLTEE,4,H,X,hH,yY,h,1,0.9249250000011671,y,1,0.05848100000002887,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
8,global,local,3,15,2,182,7,,,188,exp,SHSFZNTNLYLUHTY,NZLEUZXSTSHHUNL,4,F,X,fF,yY,f,1,1.817254999999932,n,0,0.2664076000000932,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
4,local,global,0,15,3,183,3,,,189,exp,EFNTLHFLEUUYYNH,EYZSFNZNLFEUUHH,4,S,absent,sS,nN,s,1,0.587014900000213,n,1,0.12131000000044878,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
11,global,global,3,15,4,184,10,,,190,exp,YNEZFSXTUTLUYES,TYUHTLYNFEUSSEL,4,Z,X,zZ,yY,z,1,0.3741167000007408,n,0,0.1863333999990573,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
7,global,local,0,15,5,185,6,,,191,exp,NLNFHTUYYHLSSZU,ZSNYUENYFLLUHSZ,6,T,absent,tT,nN,t,1,0.7215551999997842,y,0,0.5913915000000998,RSVPLG01,0.94,2023-09-12-22:25:04,11900,1,Experiment,2023-09-12_15h40.50.216,
