row,t1_level,t2_level,t2_lag,.thisRepN,.thisTrialN,.thisN,.thisIndex,thisRow.t,notes,trial,trial_type,global_letters,local_letters,t1_pos,t1,t2,t1_corr,t2_corr,t1_resp,t1_acc,t1_rt,t2_resp,t2_acc,t2_rt,exp,ver,mod-utc,sub,sess,blocktyp,datetime
1,local,local,0,0,0,0,0,,,1,warmup,NSZFHZLTYUULNTH,NNLEUHZSYZYUSLH,4,E,absent,eE,nN,e,1,0.3808825,y,0,0.7263882,RSVPLG01,0.94,2023-09-12-22:25:03,913,1,Experiment,2023-09-12_15h37.41.403
11,global,global,3,0,1,1,10,,,2,warmup,HFEZULXHLTTYSEF,LLTNUHYTHUSEESF,4,Z,X,zZ,yY,z,1,0.5542854,n,0,0.4165827,RSVPLG01,0.94,2023-09-12-22:25:03,913,1,Experiment,2023-09-12_15h37.41.403
12,global,global,7,0,2,2,11,,,3,warmup,USTYZFFHSNXTNUL,FTTENZLZSNSLHUF,4,Y,X,yY,yY,y,1,1.0351963,y,1,0.4354907,RSVPLG01,0.94,2023-09-12-22:25:03,913,1,Experiment,2023-09-12_15h37.41.403
3,local,local,7,0,3,3,2,,,4,warmup,LTFYLUZZSFHSUET,UFLNETTHLZXFUZS,4,N,X,nN,yY,n,1,0.6179454,y,1,0.8343142,RSVPLG01,0.94,2023-09-12-22:25:03,913,1,Experiment,2023-09-12_15h37.41.403
6,local,global,7,0,4,4,5,,,5,warmup,ULTHEZNEUSLFXST,HNUEFYFSNTLLTEH,6,Y,X,yY,yY,y,1,1.3164404,y,1,0.418229,RSVPLG01,0.94,2023-09-12-22:25:03,913,1,Experiment,2023-09-12_15h37.41.403
6,local,global,7,0,0,0,5,,,6,exp,SFLULYEZHHTUXET,FZULHNSTSFUEHTZ,6,N,X,nN,yY,n,1,0.5032679,y,1,0.7112066,RSVPLG01,0.94,2023-09-12-22:25:03,913,1,Experiment,2023-09-12_15h37.41.403
7,global,local,0,0,1,1,6,,,7,exp,EZESFUTHHSNYNYF,FZZTHLENTNFSYES,6,U,absent,uU,nN,u,1,1.1441505,n,1,0.4099029,RSVPLG01,0.94,2023-09-12-22:25:03,913,1,Experiment,2023-09-12_15h37.41.403
1,local,local,0,0,2,2,0,,,8,exp,NELHYZFHFSZSTNT,LFLHUFSNZTETZHS,5,U,absent,uU,nN,u,1,0.9950941,n,1,0.3992659,RSVPLG01,0.94,2023-09-12-22:25:03,913,1,Experiment,2023-09-12_15h37.41.403
7,global,local,0,0,3,3,6,,,9,exp,ELTULNZTHFUHFSS,EHHTLYFZFSEUUST,6,N,absent,nN,nN,n,1,1.6514439,y,0,0.6231343,RSVPLG01,0.94,2023-09-12-22:25:03,913,1,Experiment,2023-09-12_15h37.41.403
10,global,global,0,0,4,4,9,,,10,exp,NYLSTLHSFNYEFZZ,ZYYFUNLEHNFEZSS,5,T,absent,tT,nN,y,0,0.4902961,y,0,0.4310252,RSVPLG01,0.94,2023-09-12-22:25:03,913,1,Experiment,2023-09-12_15h37.41.403
10,global,global,0,0,5,5,9,,,11,exp,SNSFTEHTULHYEUY,EUUZYHNSHTNYTLE,4,F,absent,fF,nN,f,1,0.5455034,n,1,0.3501521,RSVPLG01,0.94,2023-09-12-22:25:03,913,1,Experiment,2023-09-12_15h37.41.403
5,local,global,3,0,6,6,4,,,12,exp,YSFZLUHXSTZFEYE,HHETNFZFYSUETSZ,5,N,X,nN,yY,u,0,0.7010265,y,1,0.4877978,RSVPLG01,0.94,2023-09-12-22:25:03,913,1,Experiment,2023-09-12_15h37.41.403
9,global,local,7,0,7,7,8,,,13,exp,NUUSHNEZYZYTSET,ZNYNLFESTYEXUSZ,5,H,X,hH,yY,h,1,0.9657041,y,1,0.3066526,RSVPLG01,0.94,2023-09-12-22:25:03,913,1,Experiment,2023-09-12_15h37.41.403
5,local,global,3,0,8,8,4,,,14,exp,EYHTNEXFYHUSUSZ,UUZLSFZHYNNFYEH,4,L,X,lL,yY,l,1,0.756972,y,1,0.2874602,RSVPLG01,0.94,2023-09-12-22:25:03,913,1,Experiment,2023-09-12_15h37.41.403
4,local,global,0,0,9,9,3,,,15,exp,TFUFHYSZZUSHLNN,HUUNTEHFLFSSNZT,6,E,absent,eE,nN,e,1,0.6130344,n,1,0.3760336,RSVPLG01,0.94,2023-09-12-22:25:03,913,1,Experiment,2023-09-12_15h37.41.403
11,global,global,3,0,10,10,10,,,16,exp,FNLZTYEXFLHHNES,ZHNSUFSEYEHNFLL,5,T,X,tT,yY,t,1,0.4715906,n,0,0.3438927,RSVPLG01,0.94,2023-09-12-22:25:03,913,1,Experiment,2023-09-12_15h37.41.403
