row,t1_level,t2_level,t2_lag,.thisRepN,.thisTrialN,.thisN,.thisIndex,thisRow.t,notes,trial,trial_type,global_letters,local_letters,t1_pos,t1,t2,t1_corr,t2_corr,t1_resp,t1_acc,t1_rt,t2_resp,t2_acc,t2_rt,exp,ver,mod-utc,sub,sess,blocktyp,datetime
1,local,local,0,0,0,0,0,,,1,warmup,ZNSUTEHYLHUEZSY,YULNFNESUSEHYHZ,5,F,absent,fF,nN,e,0,0.973138,y,0,0.7417649,RSVPLG01,0.94,2023-09-12-22:47:28,908,1,Experiment,2023-09-12_16h02.59.572
7,global,local,0,0,1,1,6,,,2,warmup,FSEYTUSNFHTYLHN,LTSSEZYNFHTLNHY,6,U,absent,uU,nN,u,1,0.8560901,y,0,0.6831258,RSVPLG01,0.94,2023-09-12-22:47:28,908,1,Experiment,2023-09-12_16h02.59.572
3,local,local,7,0,2,2,2,,,3,warmup,HTULSNYUSYFFZHZ,YTZEFUHSHSXFUTN,4,E,X,eE,yY,e,1,0.761423,y,1,0.149377,RSVPLG01,0.94,2023-09-12-22:47:28,908,1,Experiment,2023-09-12_16h02.59.572
2,local,local,3,0,3,3,1,,,4,warmup,NTZULNYSHLTEHEY,SHNFTSXLTNZEHYL,4,F,X,fF,yY,l,0,0.8238028,y,1,0.1168536,RSVPLG01,0.94,2023-09-12-22:47:28,908,1,Experiment,2023-09-12_16h02.59.572
10,global,global,0,0,4,4,9,,,5,warmup,NZESHLHULNFFYEZ,ZUUTLZYFELHNNEF,4,S,absent,sS,nN,s,1,1.3593119,n,1,0.9277554,RSVPLG01,0.94,2023-09-12-22:47:28,908,1,Experiment,2023-09-12_16h02.59.572
9,global,local,7,0,0,0,8,,,6,exp,FTSHUSUNFZLTNYZ,SZTEFYYSULXTULN,4,H,X,hH,yY,h,1,0.9113932,y,1,0.26479,RSVPLG01,0.94,2023-09-12-22:47:28,908,1,Experiment,2023-09-12_16h02.59.572
12,global,global,7,0,1,1,11,,,7,exp,FSFEYNYZUNXLZSU,FFSHUZYZNULTYTS,4,E,X,eE,yY,f,0,0.9765739,y,1,0.2006585,RSVPLG01,0.94,2023-09-12-22:47:28,908,1,Experiment,2023-09-12_16h02.59.572
12,global,global,7,0,2,2,11,,,8,exp,YZELUFLNYHHXZES,YEEHTNNZFZFYLSS,5,U,X,uU,yY,u,1,0.8361659,y,1,0.122645,RSVPLG01,0.94,2023-09-12-22:47:28,908,1,Experiment,2023-09-12_16h02.59.572
4,local,global,0,0,3,3,3,,,9,exp,LSEYNUTEHFHFTLU,LSNZFFTSNHUEHTE,4,Z,absent,zZ,nN,y,0,0.9527789,n,1,0.5242271,RSVPLG01,0.94,2023-09-12-22:47:28,908,1,Experiment,2023-09-12_16h02.59.572
12,global,global,7,0,4,4,11,,,10,exp,FZEHULEUSZYNXSF,FUUZETNSZYHHNFE,6,L,X,lL,yY,l,1,1.1696971,y,1,0.3302467,RSVPLG01,0.94,2023-09-12-22:47:28,908,1,Experiment,2023-09-12_16h02.59.572
7,global,local,0,0,5,5,6,,,11,exp,LLFUYHTFZZEHEUN,NTZESEULHZHNFTU,5,Y,absent,yY,nN,y,1,0.9128995,n,1,0.2423037,RSVPLG01,0.94,2023-09-12-22:47:28,908,1,Experiment,2023-09-12_16h02.59.572
1,local,local,0,0,6,6,0,,,12,exp,ZELTYFUYEHULHTS,STTHHNEZSEUYLZL,6,N,absent,nN,nN,e,0,0.8659798,y,0,0.0046178,RSVPLG01,0.94,2023-09-12-22:47:28,908,1,Experiment,2023-09-12_16h02.59.572
10,global,global,0,0,7,7,9,,,13,exp,SNYZZFLUYSNHLHU,EULLSTSHEHNNYZZ,6,F,absent,fF,nN,f,1,0.9593734,y,0,0.151064,RSVPLG01,0.94,2023-09-12-22:47:28,908,1,Experiment,2023-09-12_16h02.59.572
2,local,local,3,0,8,8,1,,,14,exp,TSHYFEZLTZHEYNN,ZESYUNEXTHNSLYL,5,U,X,uU,yY,u,1,0.958197,y,1,0.0861006,RSVPLG01,0.94,2023-09-12-22:47:28,908,1,Experiment,2023-09-12_16h02.59.572
4,local,global,0,0,9,9,3,,,15,exp,USTFLHTYEYLENNS,TSFLFZYUNELTESN,6,Z,absent,zZ,nN,z,1,0.9165888,n,1,0.4170784,RSVPLG01,0.94,2023-09-12-22:47:28,908,1,Experiment,2023-09-12_16h02.59.572
10,global,global,0,0,10,10,9,,,16,exp,UUEFTNFLZNLZSEY,SELUHEYNNFUZSYZ,5,T,absent,tT,nN,l,0,1.211605,y,0,0.2571469,RSVPLG01,0.94,2023-09-12-22:47:28,908,1,Experiment,2023-09-12_16h02.59.572
1,local,local,0,0,11,11,0,,,17,exp,TYNZYEHNTHFUSSU,EYSLFNTTEUNHUYH,4,L,absent,lL,nN,l,1,4.1181436,n,1,0.9137496,RSVPLG01,0.94,2023-09-12-22:47:28,908,1,Experiment,2023-09-12_16h02.59.572
1,local,local,0,1,0,12,0,,,18,exp,EYLZUTLHYZUFHFE,SLEHYNEZSFUFZHL,6,N,absent,nN,nN,s,0,1.5268567,y,0,0.349643,RSVPLG01,0.94,2023-09-12-22:47:28,908,1,Experiment,2023-09-12_16h02.59.572
4,local,global,0,1,1,13,3,,,19,exp,TYTLUZEYHULNHNE,ETYYNFNUSHHTESL,6,F,absent,fF,nN,z,0,0.8313496,n,1,0.3176677,RSVPLG01,0.94,2023-09-12-22:47:28,908,1,Experiment,2023-09-12_16h02.59.572
2,local,local,3,1,2,14,1,,,20,exp,TLSLNUSNZFHTHYF,TLZSFESLXHHYTZY,6,E,X,eE,yY,s,0,0.7709001,y,1,0.2024605,RSVPLG01,0.94,2023-09-12-22:47:28,908,1,Experiment,2023-09-12_16h02.59.572
5,local,global,3,1,3,15,4,,,21,exp,FLTNEUHXFYLYNTH,UTNHSFNFYYUZZLH,5,S,X,sS,yY,s,1,0.7246889,y,1,0.5625636,RSVPLG01,0.94,2023-09-12-22:47:28,908,1,Experiment,2023-09-12_16h02.59.572
8,global,local,3,1,4,16,7,,,22,exp,EYZUZHTFNLHYTLE,HTYSZLXHNEENYFF,4,U,X,uU,yY,u,1,0.8309495,y,1,0.8491625,RSVPLG01,0.94,2023-09-12-22:47:28,908,1,Experiment,2023-09-12_16h02.59.572
7,global,local,0,1,5,17,6,,,23,exp,UFTFZLTSHSYHYUL,TLLUNHEHUFYTESS,5,Z,absent,zZ,nN,z,1,0.9043892,y,0,0.1881342,RSVPLG01,0.94,2023-09-12-22:47:28,908,1,Experiment,2023-09-12_16h02.59.572
5,local,global,3,1,6,18,4,,,24,exp,NUFNYHTLXSYEEUS,NTTESZFYLUSYLNF,6,Z,X,zZ,yY,z,1,3.2664485,n,0,0.0436717,RSVPLG01,0.94,2023-09-12-22:47:28,908,1,Experiment,2023-09-12_16h02.59.572
7,global,local,0,1,7,19,6,,,25,exp,UFZLNFUYTTHEEYZ,TYESZHFFUUTZYHE,4,L,absent,lL,nN,l,1,1.3938839,y,0,1.320128,RSVPLG01,0.94,2023-09-12-22:47:28,908,1,Experiment,2023-09-12_16h02.59.572
4,local,global,0,1,8,20,3,,,26,exp,YUENZHLSFLEHZFS,YYSTLLEFFZUZSUE,4,T,absent,tT,nN,n,0,1.0754045,y,0,0.1533356,RSVPLG01,0.94,2023-09-12-22:47:28,908,1,Experiment,2023-09-12_16h02.59.572
4,local,global,0,1,9,21,3,,,27,exp,TESYEZSFZLNULNT,UTFHZLLSZEFSNTU,4,H,absent,hH,nN,y,0,0.8640998,y,0,0.16936,RSVPLG01,0.94,2023-09-12-22:47:28,908,1,Experiment,2023-09-12_16h02.59.572
10,global,global,0,1,10,22,9,,,28,exp,FNENHSUTLZFZTLE,UZNLFYEFEHTHNLZ,6,S,absent,sS,nN,s,1,1.1241199,y,0,0.3463568,RSVPLG01,0.94,2023-09-12-22:47:28,908,1,Experiment,2023-09-12_16h02.59.572
2,local,local,3,1,11,23,1,,,29,exp,SNTYZFHESHUTYNE,TSETULYHXYNNSEZ,6,L,X,lL,yY,l,1,0.8812604,y,1,0.2594191,RSVPLG01,0.94,2023-09-12-22:47:28,908,1,Experiment,2023-09-12_16h02.59.572
6,local,global,7,2,0,24,5,,,30,exp,STLHENFTSUZXULN,FTHSYFHLNUUTSZZ,5,Y,X,yY,yY,s,0,0.6877603,y,1,0.1859129,RSVPLG01,0.94,2023-09-12-22:47:28,908,1,Experiment,2023-09-12_16h02.59.572
5,local,global,3,2,1,25,4,,,31,exp,LYTHZEFXNHETUYN,ETUYSLYNETFNUHF,5,S,X,sS,yY,s,1,0.8097104,n,0,0.2357655,RSVPLG01,0.94,2023-09-12-22:47:28,908,1,Experiment,2023-09-12_16h02.59.572
2,local,local,3,2,2,26,1,,,32,exp,FEYHNSLZYHLTTEN,ZEENYUFLXTTHZYN,6,U,X,uU,yY,u,1,0.8357204,n,0,0.7553049,RSVPLG01,0.94,2023-09-12-22:47:28,908,1,Experiment,2023-09-12_16h02.59.572
