row,t1_level,t2_level,t2_lag,.thisRepN,.thisTrialN,.thisN,.thisIndex,thisRow.t,notes,trial,trial_type,global_letters,local_letters,t1_pos,t1,t2,t1_corr,t2_corr,t1_resp,t1_acc,t1_rt,t2_resp,t2_acc,t2_rt,exp,ver,mod-utc,sub,sess,blocktyp,datetime
3,local,local,7,0,0,0,2,,,1,warmup,LLZNUTZFYHEYNFH,ZFLYHSEUNYNFXUH,6,S,X,sS,yY,s,1,1.867758,y,1,0.2614981,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
8,global,local,3,0,1,1,7,,,2,warmup,USLLTHUZNEEFZNF,SNNSFYLTXTULEEF,6,H,X,hH,yY,t,0,1.6114033,n,0,0.218182,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
1,local,local,0,0,2,2,0,,,3,warmup,EZYLEFHZSSUUTLH,LELEHNZSUYYHSZT,6,N,absent,nN,nN,n,1,1.273722,y,0,0.8585409,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
10,global,global,0,0,3,3,9,,,4,warmup,SESEFYTNLHZFNTH,EFZLTULHHZETSNS,6,Y,absent,yY,nN,y,1,1.0425368,n,1,0.4268723,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
9,global,local,7,0,4,4,8,,,5,warmup,EULYHHFFNLEZUNT,ULNSZHLETHXFUFZ,4,Y,X,yY,yY,y,1,2.3624501,y,1,0.1863175,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
7,global,local,0,0,0,0,6,,,6,exp,LTHEFUHNUTLSSYE,STHSZYUNLEEYUTL,5,F,absent,fF,nN,z,0,3.1990012,n,1,0.3183474,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
5,local,global,3,0,1,1,4,,,7,exp,FZNNHULTXZLFYEH,NEFHZSLFYYHTLTE,6,S,X,sS,yY,y,0,1.3722326,y,1,0.286397,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
3,local,local,7,0,2,2,2,,,8,exp,NSFEHLLTHFYZZTN,NZYULYFZTLXSNTH,4,U,X,uU,yY,u,1,1.2062117,y,1,0.3492334,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
12,global,global,7,0,3,3,11,,,9,exp,HNZTEYTUFZUXSYF,UZTNLTHZFNHFYUS,5,E,X,eE,yY,t,0,1.8906275,y,1,0.0796215,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
7,global,local,0,0,4,4,6,,,10,exp,TNYFULEEHNZTZYF,ELFNSHZLETYNZHY,5,U,absent,uU,nN,u,1,1.1171779,y,0,0.3303401,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
9,global,local,7,0,5,5,8,,,11,exp,EHFNULZTNHSZSEF,HELTYNTHSZFXZFL,5,U,X,uU,yY,y,0,2.9223849,n,0,0.3495216,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
5,local,global,3,0,6,6,4,,,12,exp,UFZESYNXTYLFLUE,EUTUHYELZNFNLTF,5,H,X,hH,yY,h,1,1.2141861,n,0,0.6066767,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
7,global,local,0,0,7,7,6,,,13,exp,LHHFZYTTNYUZEEU,UZZSLYLYHETNEHN,4,F,absent,fF,nN,y,0,1.3580876,n,1,0.0447367,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
8,global,local,3,0,8,8,7,,,14,exp,EFSLSEYTUNUFYNH,SSEZEFXNHYYFUNT,4,L,X,lL,yY,u,0,1.9274063,n,0,0.0434641,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
11,global,global,3,0,9,9,10,,,15,exp,UNZTUNXLHZEYSYE,ZEEFHLNYLZUYSUN,4,T,X,tT,yY,f,0,4.1113906,n,0,0.7001162,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
4,local,global,0,0,10,10,3,,,16,exp,LULHFTZEYZEHSSU,STYLNSHTUZEYZHL,5,N,absent,nN,nN,n,1,1.4600712,y,0,0.2817039,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
2,local,local,3,0,11,11,1,,,17,exp,FYTHUHTZNSFEZNS,NEYFLSSXZYFNHHZ,5,L,X,lL,yY,l,1,1.5985896,n,0,0.5047875,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
2,local,local,3,1,0,12,1,,,18,exp,LEZNSYTUEHTLSYU,EHUFHTXLEZTSSUY,4,F,X,fF,yY,f,1,1.1321371,y,1,0.6023482,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
4,local,global,0,1,1,13,3,,,19,exp,ETFFUNEHYHNTSYL,TYHEZSNYLETNSHF,5,Z,absent,zZ,nN,s,0,1.447662,n,1,0.3616353,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
4,local,global,0,1,2,14,3,,,20,exp,ENZELFTUSTUZNSL,HSZNEYSLUENUHZL,6,Y,absent,yY,nN,y,1,1.133794,y,0,0.8283808,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
9,global,local,7,1,3,15,8,,,21,exp,HUHLNYZYFEULTFT,LHYYSTUZFFEXTHL,5,N,X,nN,yY,y,0,1.1748328,n,0,0.3135888,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
1,local,local,0,1,4,16,0,,,22,exp,YNETULZHZEHTFYU,FTYNESUEZFNTHHZ,6,S,absent,sS,nN,s,1,1.5726069,n,1,0.4559716,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
7,global,local,0,1,5,17,6,,,23,exp,NTNESLFHLUFEZTU,FLUZYTEHNFZNUET,5,S,absent,sS,nN,s,1,1.662416,n,1,0.5051104,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
5,local,global,3,1,6,18,4,,,24,exp,NYFHELNXYUZTHUT,LZNLSTFHZUNUYTF,5,S,X,sS,yY,s,1,1.002807,y,1,1.0402495,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
10,global,global,0,1,7,19,9,,,25,exp,FSZZTYLEELUFHSU,HFEFTNHUTZUZSLE,6,Y,absent,yY,nN,y,1,1.1120423,n,1,0.4089383,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
4,local,global,0,1,8,20,3,,,26,exp,NSFLESHZUHYZNFE,EHZTESYFSZNNHUF,4,T,absent,tT,nN,t,1,1.1835565,n,1,0.2970362,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
4,local,global,0,1,9,21,3,,,27,exp,LNSZUTYHETZNHSY,ZSELFLYHEZTNSYT,5,F,absent,fF,nN,f,1,1.2026776,n,1,0.3936659,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
12,global,global,7,1,10,22,11,,,28,exp,ENNTZYSHFUEXYHS,SFFULEUTHEHTSNY,5,Z,X,zZ,yY,l,0,0.986178,y,1,0.6813197,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
2,local,local,3,1,11,23,1,,,29,exp,NTULTFUSHSEEZHL,USZTHYSTXNHENUZ,6,Y,X,yY,yY,y,1,1.8331203,y,1,0.9055459,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
5,local,global,3,2,0,24,4,,,30,exp,YLNZHLTXFSENYFT,SLSFUFEETZLNTZN,5,U,X,uU,yY,u,1,1.1206471,n,0,0.9418617,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
11,global,global,3,2,1,25,10,,,31,exp,YHLZYTXFSNFEHTL,FSNUYTNYEESFLHL,4,Z,X,zZ,yY,l,0,1.3019207,n,0,0.4472257,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
4,local,global,0,2,2,26,3,,,32,exp,SYUZTEHFTNYUFNS,TTZHULFZSYNUHFY,6,L,absent,lL,nN,l,1,1.0234224,n,1,0.378952,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
7,global,local,0,2,3,27,6,,,33,exp,FNTLSEYZUSTNZFE,UYEHTETZSNYFUNS,4,L,absent,lL,nN,h,0,1.669021,n,1,1.6613307,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
8,global,local,3,2,4,28,7,,,34,exp,ZSFUHLTESEHFNUT,HNSZTYUFXTEZFHU,6,L,X,lL,yY,t,0,1.0818117,y,1,1.326567,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
10,global,global,0,2,5,29,9,,,35,exp,TSNUHZLEUFTFSEL,TEFLYTFZSSZUUNE,5,H,absent,hH,nN,h,1,1.2622043,n,1,0.5061767,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
6,local,global,7,2,6,30,5,,,36,exp,SNELEUHSYHZYXTL,LNZZNFSESLHHYYE,6,F,X,fF,yY,f,1,1.3325218,n,0,0.5557877,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
5,local,global,3,2,7,31,4,,,37,exp,UTTYHEUFXFSZSYZ,UZTHULZNFYSSFNH,6,L,X,lL,yY,l,1,1.499507,n,0,0.3133809,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
7,global,local,0,2,8,32,6,,,38,exp,HYYTLSFETUZHSUF,ZFFYNZHTYEUEHUS,5,L,absent,lL,nN,l,1,1.2289165,n,1,0.2967787,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
9,global,local,7,2,9,33,8,,,39,exp,NNZHTZYETSUESFF,ETZLUNSZFYXSNTE,4,H,X,hH,yY,h,1,1.1779566,y,1,0.4499458,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
2,local,local,3,2,10,34,1,,,40,exp,UNZFTLSSUYZHYHL,UHUEYTXLLNSTZHS,4,E,X,eE,yY,e,1,1.2485926,y,1,0.3293285,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
1,local,local,0,2,11,35,0,,,41,exp,NFSHZHSNLEEFYUY,FLFSTYEHUSNUHLE,5,T,absent,tT,nN,t,1,1.3749518,n,1,0.3851521,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
3,local,local,7,3,0,36,2,,,42,exp,FTFYSUNTNLUELSH,HLFZSEHFLSXNTEU,4,Z,X,zZ,yY,z,1,1.6016705,y,1,0.3934904,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
10,global,global,0,3,1,37,9,,,43,exp,ZHLNLFYHYUSZENS,UYUZETNZLHSESHN,6,F,absent,fF,nN,t,0,9.5345961,n,1,0.1855817,RSVPLG01,0.94,2023-09-12-22:27:18,9004,1,Experiment,2023-09-12_15h49.37.245
