row,t1_level,t2_level,t2_lag,.thisRepN,.thisTrialN,.thisN,.thisIndex,thisRow.t,notes,trial,trial_type,global_letters,local_letters,t1_pos,t1,t2,t1_corr,t2_corr,t1_resp,t1_acc,t1_rt,t2_resp,t2_acc,t2_rt,exp,ver,mod-utc,sub,sess,blocktyp,datetime
3,local,local,7,1,3,15,2,,,21,exp,LZSUEFSFTYZLHHY,FUHLNUTHYFSXYZL,5,N,X,nN,yY,e,0,1.215281184,y,1,0.961944203,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
10,global,global,0,1,4,16,9,,,22,exp,YNFEUTSNLULYSHF,SHUZFYLTSUTNHYL,4,E,absent,eE,nN,e,1,0.975964686,y,0,0.560309811,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
1,local,local,0,1,5,17,0,,,23,exp,NZYETLYHSUEUNSH,SZHUFLNYYHLSZNE,5,F,absent,fF,nN,f,1,3.819115518,y,0,0.883494307,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
8,global,local,3,1,6,18,7,,,24,exp,NLLHZEZTSEUUTSY,UYTFNLXUNYZSTEE,4,H,X,hH,yY,h,1,0.566238519,y,1,0.07559077,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
2,local,local,3,1,7,19,1,,,25,exp,TFNFSENTHHLELYZ,NZETUTFXYFHHZYN,5,U,X,uU,yY,u,1,0.524082536,y,1,0.044905996,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
3,local,local,7,1,8,20,2,,,26,exp,UEFLSHNFLETUNYT,HHFYZUENLTLXYTF,5,Z,X,zZ,yY,y,0,1.110381134,y,1,0.035740184,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
8,global,local,3,1,9,21,7,,,27,exp,ZEYHNFLUSHZFULE,HUFYTFZXELHYZSE,5,N,X,nN,yY,n,1,0.81481808,y,1,0.235718509,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
4,local,global,0,1,10,22,3,,,28,exp,ULFEHYFNUZNSZLS,LUUETSNYZFYFSNE,5,T,absent,tT,nN,t,1,0.729129261,y,0,0.331197744,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
1,local,local,0,1,11,23,0,,,29,exp,EYYHUNSLHTUTZEZ,YUZZHFETYSSHELT,6,F,absent,fF,nN,f,1,1.157992436,n,1,0.615479548,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
12,global,global,7,2,0,24,11,,,30,exp,FTFYUSLSYZLXTHZ,ESTYNSZLYFLEHFT,5,U,X,uU,yY,y,0,1.421582277,y,1,0.042949278,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
8,global,local,3,2,1,25,7,,,31,exp,YEZYFNLETZLFUUS,YFLUEHYZXTTFELS,6,N,X,nN,yY,n,1,1.059697749,n,0,0.258862755,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
11,global,global,3,2,2,26,10,,,32,exp,YZYLZTHUXUSEFFE,ZYEUENHFFYSSLUL,6,T,X,tT,yY,t,1,0.619548744,n,0,0.426225007,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
5,local,global,3,2,3,27,4,,,33,exp,YFTNUZUNXHTLYFH,TTHYYSNUULEFFHL,6,S,X,sS,yY,s,1,0.794947851,y,1,0.398950138,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
2,local,local,3,2,4,28,1,,,34,exp,HELSTFZSYZHYENL,LEYLHUTEXHSNSTZ,6,U,X,uU,yY,u,1,0.837288218,y,1,0.869286428,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
7,global,local,0,2,5,29,6,,,35,exp,SNEEYHSYLZZNFLT,FNFZTULSEZYNYEL,6,H,absent,hH,nN,y,0,0.827510758,n,1,0.231814823,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
5,local,global,3,2,6,30,4,,,36,exp,HYEHFULEXTLFTSN,ESTTLZSENYHNFLY,6,Z,X,zZ,yY,u,0,0.951545652,y,1,0.698503757,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
2,local,local,3,2,7,31,1,,,37,exp,FTTULSHLYEZHFEY,ELFYLNHUXZTUEHY,6,N,X,nN,yY,z,0,0.742410142,y,1,0.136838837,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
3,local,local,7,2,8,32,2,,,38,exp,YSSLHFHZZTTNEFE,SYTUZZEYFSXFHTH,4,U,X,uU,yY,l,0,0.773323159,y,1,0.05861421,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
10,global,global,0,2,9,33,9,,,39,exp,SUZYLTENULESZNH,EUNESFHZYYUHLZN,6,T,absent,tT,nN,f,0,1.232446558,n,1,0.998672272,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
4,local,global,0,2,10,34,3,,,40,exp,HLSNUYSEYZTZUTH,TSHFHULZTESLYEZ,4,F,absent,fF,nN,f,1,0.888424139,n,1,0.640620841,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
6,local,global,7,2,11,35,5,,,41,exp,EZHUSTHYYLXLZEF,HSFNSLHZYTLFZYE,4,N,X,nN,yY,n,1,0.597470156,y,1,0.100098773,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
5,local,global,3,3,0,36,4,,,42,exp,HYLSHNLSXTEUUYZ,ESTYHFHZLTSLUYU,6,F,X,fF,yY,f,1,0.854368806,y,1,0.468573287,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
7,global,local,0,3,1,37,6,,,43,exp,SUYLZEEULHYHSTT,SSYNFYTULEHENHT,5,Z,absent,zZ,nN,z,1,0.76670175,n,1,0.127938177,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
9,global,local,7,3,2,38,8,,,44,exp,SEUZELHHUNFNTSZ,EHTZEYNUSTNZXHF,6,L,X,lL,yY,y,0,1.122546831,y,1,0.058087328,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
6,local,global,7,3,3,39,5,,,45,exp,NNELZSUHSUFXHEY,NNFSTHLYHEUSEYL,5,T,X,tT,yY,z,0,0.783023372,y,1,0.019424744,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
1,local,local,0,3,4,40,0,,,46,exp,YULTZYLHSESUNHT,NNTYFSLYUEUHLTH,5,F,absent,fF,nN,s,0,1.298360507,n,1,0.490602344,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
9,global,local,7,3,5,41,8,,,47,exp,LFNSYTHSUTELEUH,NTSHZLLNSFUXFEE,5,Y,X,yY,yY,y,1,0.793763779,y,1,0.899337902,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
9,global,local,7,3,6,42,8,,,48,exp,HHLYUFYFSSTZELZ,EZLTNYZYFESXTFH,5,U,X,uU,yY,u,1,0.899409693,y,1,0.091066832,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
6,local,global,7,3,7,43,5,,,49,exp,ELZFYSZFNLTHXHY,TNEFZUYEHLTHLYZ,6,U,X,uU,yY,h,0,1.969772505,y,1,0.584437813,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
1,local,local,0,3,8,44,0,,,50,exp,LLTZUNZYNETSYHS,LTNHFYTZZSHLENY,5,F,absent,fF,nN,f,1,2.393684597,n,1,0.543004819,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
8,global,local,3,3,9,45,7,,,51,exp,YSSFFZLNHYNHELU,FEEFLTUNXYSSHNL,6,Z,X,zZ,yY,z,1,0.717734204,y,1,0.223823147,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
6,local,global,7,3,10,46,5,,,52,exp,TNUYNFYESZTLXLE,LZLTUHUNNSSTYYZ,6,H,X,hH,yY,f,0,0.543229398,y,1,0.495419215,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
1,local,local,0,3,11,47,0,,,53,exp,YFLLYHFSNSZUUZT,YFZSNEZYFUUTLNS,6,E,absent,eE,nN,e,1,0.762909662,n,1,0.218475396,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
1,local,local,0,4,0,48,0,,,54,exp,SHSLZYFUHFLUZEN,SSEZUTFELHNLHZN,6,T,absent,tT,nN,y,0,0.771730394,n,1,0.035106854,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
12,global,global,7,4,1,49,11,,,55,exp,THFSZFHUTLNXYSN,UTSTEYFHNSNLFUH,5,Z,X,zZ,yY,z,1,0.73922468,y,1,0.048863798,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
4,local,global,0,4,2,50,3,,,56,exp,TFYHYSLETNUENUH,THLEFZHNUFNLUYY,6,Z,absent,zZ,nN,y,0,2.067530536,n,1,0.208166765,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
1,local,local,0,4,3,51,0,,,57,exp,YELNHSUUYZZEFNL,LFSUTENFYSUYNZZ,5,T,absent,tT,nN,t,1,0.904943252,n,1,0.088450632,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
11,global,global,3,4,4,52,10,,,58,exp,HSLYSNXFTZLNTHZ,SLUEHTTZSNHZLFU,4,Y,X,yY,yY,u,0,2.295628307,n,0,0.124873441,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
7,global,local,0,4,5,53,6,,,59,exp,SZFTYSZFUULYNNL,YNFHSLSYLNFEZUZ,4,T,absent,tT,nN,y,0,0.894585093,y,0,0.003627177,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
9,global,local,7,4,6,54,8,,,60,exp,ENLFTLYUEUYNSZS,UELYHEZFNUNXLYS,5,T,X,tT,yY,t,1,0.647358497,y,1,0.047657923,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
6,local,global,7,4,7,55,5,,,61,exp,FZHTNSYSYZLXFTH,EFHLUZESHYTZFST,5,U,X,uU,yY,u,1,0.910256752,y,1,0.001025298,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
8,global,local,3,4,8,56,7,,,62,exp,TYLUZHSFHYFULTS,SNUYEYTXLNUSFFL,5,Z,X,zZ,yY,z,1,0.674673468,y,1,1.004580037,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
11,global,global,3,4,9,57,10,,,63,exp,FZUFLNZXTYSTNYE,ZSTNHFUTUZESEFN,5,L,X,lL,yY,f,0,1.402160537,y,1,0.50044675,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
4,local,global,0,4,10,58,3,,,64,exp,TEHEFZYUZTLYLSH,YLHUNZETLSYHESZ,5,N,absent,nN,nN,n,1,0.798560368,n,1,0.416663541,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
8,global,local,3,4,11,59,7,,,65,exp,LFNLUHNSFYZUYZT,NFNUYETLXZZSYSF,6,H,X,hH,yY,h,1,0.459743304,y,1,0.021388141,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
12,global,global,7,5,0,60,11,,,66,exp,TFEZNSLHFHXUEUN,EUFYNHULLFNHTSE,4,Z,X,zZ,yY,z,1,0.922626805,y,1,0.025052521,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
3,local,local,7,5,1,61,2,,,67,exp,HUSZNELFLZFTUHN,FNZNLYTSHSTZXHU,6,Y,X,yY,yY,y,1,0.825168248,y,1,0.027779626,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
5,local,global,3,5,2,62,4,,,68,exp,FUEZSNHEXLHZSFT,SUZHUYHSLTZFTFE,6,Y,X,yY,yY,l,0,1.552414332,y,1,0.008343404,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
6,local,global,7,5,3,63,5,,,69,exp,SEUENFSHZNTHXZU,ZNSEUYLSZTLTHUH,6,Y,X,yY,yY,y,1,0.691929073,y,1,0.056650179,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
5,local,global,3,5,4,64,4,,,70,exp,FNYHULHEXUFTZZT,EYNNTSTFYUHZZFE,6,S,X,sS,yY,s,1,0.798112866,y,1,0.287582337,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
5,local,global,3,5,5,65,4,,,71,exp,YHESENXHZLZUYUL,NNTFUEUHHETLZZL,4,F,X,fF,yY,f,1,1.092138386,y,1,0.849630841,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
8,global,local,3,5,6,66,7,,,72,exp,HLZFYEFTYZSLNNT,NNFZFUYHXHTSYTS,6,E,X,eE,yY,e,1,0.956892293,y,1,1.052039892,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
12,global,global,7,5,7,67,11,,,73,exp,LYHUZLTFSHXTNNY,ZTHEFSZNLYTNYFS,4,U,X,uU,yY,u,1,0.77779344,y,1,0.707906453,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
9,global,local,7,5,8,68,8,,,74,exp,TNUYSSNFLHZHTUZ,LZFENHZSUTXUHFT,4,Y,X,yY,yY,y,1,1.426303159,y,1,0.103211813,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
5,local,global,3,5,9,69,4,,,75,exp,NETYHEXNZUFFHSS,SHTLFSUHZNTFZEN,4,L,X,lL,yY,l,1,0.388639924,y,1,0.060399706,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
1,local,local,0,5,10,70,0,,,76,exp,LUNEFZTYZLUNHEH,YZEUSZNTEHYHTLN,5,S,absent,sS,nN,s,1,0.694848468,n,1,0.153778489,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
4,local,global,0,5,11,71,3,,,77,exp,YHFZULZNYSFTTSH,TZTHENLYSFYSLHN,5,E,absent,eE,nN,e,1,0.85859419,n,1,0.102427134,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
5,local,global,3,6,0,72,4,,,78,exp,YNNFLEHFXHYTLSS,HNFYZUSTLLNZYHF,6,U,X,uU,yY,u,1,0.455942989,y,1,0.091723721,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
1,local,local,0,6,1,73,0,,,79,exp,LELUNHFTUSFEZSZ,FTZHYTLSLZHUEFU,5,Y,absent,yY,nN,y,1,0.807663243,n,1,0.350919177,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
9,global,local,7,6,2,74,8,,,80,exp,NEYFTUHUFLNELZH,LNZHSEFYEFUXUZN,5,T,X,tT,yY,s,0,0.573602539,y,1,0.21555683,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
12,global,global,7,6,3,75,11,,,81,exp,UEHSNZZEYYXNFLH,FYLTUNZHYUEHLEF,4,S,X,sS,yY,e,0,2.566286349,y,1,0.032103079,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
3,local,local,7,6,4,76,2,,,82,exp,FHNTSNHZEYESZLY,EFFUHLHZYNXNLYZ,4,U,X,uU,yY,u,1,0.45444892,y,1,0.024273386,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
8,global,local,3,6,5,77,7,,,83,exp,ELLUYZUSNENTHHS,TSNUHFYNXELHTUE,6,Z,X,zZ,yY,z,1,0.931016808,y,1,0.821971366,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
2,local,local,3,6,6,78,1,,,84,exp,EYTLEHLUYTZZFSF,STZYUNFFXZYTSEU,6,N,X,nN,yY,n,1,0.621373257,y,1,0.054077299,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
1,local,local,0,6,7,79,0,,,85,exp,UFUZEFTTSYSLNLY,NFFHTYETUNUYSSL,4,H,absent,hH,nN,h,1,0.949593976,n,1,0.067750245,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
2,local,local,3,6,8,80,1,,,86,exp,YSTLUYSTNZFFLHN,ZNHLETYXHSZSTNF,5,E,X,eE,yY,e,1,0.46006622,y,1,0.034851558,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
3,local,local,7,6,9,81,2,,,87,exp,SLUFTENNELHTHSU,HZEYSUTLULXHSTZ,4,Y,X,yY,yY,y,1,0.536695875,y,1,0.001681828,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
4,local,global,0,6,10,82,3,,,88,exp,LFEZHUNNTYUHLFE,EUFSHYNUTELTYLN,4,S,absent,sS,nN,s,1,0.865396598,n,1,0.084310857,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
5,local,global,3,6,11,83,4,,,89,exp,NZUHTNEXEHLZFLY,UFZNSNEYLEZYLUF,5,S,X,sS,yY,s,1,0.52750458,y,1,0.02488171,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
4,local,global,0,7,0,84,3,,,90,exp,FNSSYTUNELZZLFE,FNFEEHLNYUSLZUS,6,H,absent,hH,nN,h,1,1.001326874,n,1,0.018193162,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
2,local,local,3,7,1,85,1,,,91,exp,SZLNUFEHYLSZHUN,ZEYUETZSXSLYUNL,6,T,X,tT,yY,t,1,0.389897253,y,1,0.010603651,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
8,global,local,3,7,2,86,7,,,92,exp,TLYFHLNSEEZTSNH,ZLSUYTXENYZHLHN,4,F,X,fF,yY,u,0,3.633691291,y,1,0.762773112,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
3,local,local,7,7,3,87,2,,,93,exp,SLEYZNLUUYHTHNS,LTTUFUYSNLEXYHH,5,F,X,fF,yY,z,0,2.170813364,y,1,0.097075059,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
12,global,global,7,7,4,88,11,,,94,exp,NYLHTHNESSUXLZZ,ELYHFELHUUNZZSN,5,T,X,tT,yY,t,1,0.566019919,y,1,0.040603264,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
3,local,local,7,7,5,89,2,,,95,exp,NEZLHLFSTYZESTY,NTLYUFLFENSXSTZ,5,U,X,uU,yY,u,1,0.814785348,y,1,0.751325945,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
9,global,local,7,7,6,90,8,,,96,exp,LFSNHLFZSUZTYUN,NYSTETFULNLXUFZ,5,H,X,hH,yY,h,1,1.71284043,y,1,0.028443754,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
10,global,global,0,7,7,91,9,,,97,exp,UTNHUZESZSTFNLL,LUZYNELSFTNZSUE,4,H,absent,hH,nN,h,1,0.68256828,n,1,0.010815741,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
7,global,local,0,7,8,92,6,,,98,exp,NTSZFUULESETHLH,NHFYUUTELLNTFES,4,Z,absent,zZ,nN,z,1,0.69338789,n,1,0.062830633,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
11,global,global,3,7,9,93,10,,,99,exp,UTNSLZSXNYHYEET,ZNUYFEHTZEYNSTU,5,L,X,lL,yY,l,1,0.622954797,y,1,0.087681277,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
1,local,local,0,7,10,94,0,,,100,exp,YZLYSEEUNHLZUFH,HNZFTYZELNLHEFU,5,T,absent,tT,nN,s,0,0.741666286,n,1,0.521836535,RSVPLG01,0.94,2023-09-12-22:58:04,903,1,Experiment,2023-09-12_16h01.50.141
