row,t1_level,t2_level,t2_lag,.thisRepN,.thisTrialN,.thisN,.thisIndex,thisRow.t,notes,trial,trial_type,global_letters,local_letters,t1_pos,t1,t2,t1_corr,t2_corr,t1_resp,t1_acc,t1_rt,t2_resp,t2_acc,t2_rt,exp,ver,mod-utc,sub,sess,blocktyp,datetime
10,global,global,0,0,0,0,9,,,1,warmup,HLUTESYYZUSNNHL,NHEFUSZYEHZULNY,4,T,absent,tT,nN,t,1,0.3922052,n,1,0.3757539,RSVPLG01,0.94,2023-09-13-22:05:05,972,1,Experiment,2023-09-13_15h12.08.588
3,local,local,7,0,1,1,2,,,2,warmup,HTYLHNESETUZYUZ,EHTYEFUHUTZYXLS,6,F,X,fF,yY,f,1,0.481383,y,1,0.3141258,RSVPLG01,0.94,2023-09-13-22:05:05,972,1,Experiment,2023-09-13_15h12.08.588
7,global,local,0,0,2,2,6,,,3,warmup,TTNSEZEUFFHLZHU,THLYUFUHENELFZN,4,S,absent,sS,nN,e,0,0.4157456,n,1,0.2809891,RSVPLG01,0.94,2023-09-13-22:05:05,972,1,Experiment,2023-09-13_15h12.08.588
11,global,global,3,0,3,3,10,,,4,warmup,LTHNSSXFTZFLUEU,LFTYSHEZESUTUFH,4,N,X,nN,yY,n,1,0.5432547,n,0,0.299212,RSVPLG01,0.94,2023-09-13-22:05:05,972,1,Experiment,2023-09-13_15h12.08.588
9,global,local,7,0,4,4,8,,,5,warmup,UFLLESHTFTHYUZY,UZLFYNFUZHTTXHY,6,S,X,sS,yY,s,1,0.4159467,y,1,0.2560852,RSVPLG01,0.94,2023-09-13-22:05:05,972,1,Experiment,2023-09-13_15h12.08.588
2,local,local,3,0,0,0,1,,,6,exp,TFHZYUSSEULHEZL,STEZNTFXLUHSUEZ,5,N,X,nN,yY,n,1,0.5211219,n,0,0.3143379,RSVPLG01,0.94,2023-09-13-22:05:05,972,1,Experiment,2023-09-13_15h12.08.588
11,global,global,3,0,1,1,10,,,7,exp,TTYELULYXENHSHZ,YZTYEFZNNLETHLS,6,U,X,uU,yY,u,1,0.6897149,n,0,0.730881,RSVPLG01,0.94,2023-09-13-22:05:05,972,1,Experiment,2023-09-13_15h12.08.588
6,local,global,7,0,2,2,5,,,8,exp,NZHZTESHSUYUXFT,TNUHYLSZFYZFUNS,6,L,X,lL,yY,l,1,0.4049134,y,1,0.2184332,RSVPLG01,0.94,2023-09-13-22:05:05,972,1,Experiment,2023-09-13_15h12.08.588
9,global,local,7,0,3,3,8,,,9,exp,TUSEHFNTLSNEHLZ,NEZUTYNSTLEHXSZ,6,F,X,fF,yY,n,0,0.5137714,n,0,0.2341638,RSVPLG01,0.94,2023-09-13-22:05:05,972,1,Experiment,2023-09-13_15h12.08.588
8,global,local,3,0,4,4,7,,,10,exp,ELSLFTNEYHZYFZS,YNYESUNHXFFLLZE,6,T,X,tT,yY,t,1,0.7764427,y,1,0.1278644,RSVPLG01,0.94,2023-09-13-22:05:05,972,1,Experiment,2023-09-13_15h12.08.588
