exp,exp_initials,runtime,ver,modtime,sub,blocktype,targets,cuetype,mode,trialtype,trial,trialtime,t1_level,t2_level,t2_lag,t1,t2,distractor1,distractor2,stimfile1,stimfile2,t1_corr,t2_corr,maskfile1,maskfile2,t1_resp,t1_acc,t1_rt,t2_resp,t2_acc,t2_rt,t1_dur,t2_dur,t1mask_soa,t2mask_soa,t1t2_soa
RSVPLG03,,20251118-091314,1.0.2,20251105-084826,744,Introduction,T1,1,Automatic,main,1,20251118-091802,global,local,750,S,S,A,A,S-A.png,A-S.png,sS,sS,mask-1.png,mask-1.png,h,0,3.029621699999552,none,-5,0,0.09131280000292463,0.09747879999849829,0.19386970000050496,0.19934959999955026,0.7413341000028595
RSVPLG03,,20251118-091314,1.0.2,20251105-084826,744,Introduction,T1,1,Automatic,main,2,20251118-091809,global,global,750,H,H,E,A,H-E.png,H-A.png,hH,hH,mask-4.png,mask-2.png,h,1,2.456970800001727,none,-5,0,0.0981446000005235,0.094774299999699,0.19996530000207713,0.19774529999995138,0.7485584000023664
RSVPLG03,,20251118-091314,1.0.2,20251105-084826,744,Introduction,T1,1,Automatic,main,3,20251118-091816,global,local,750,S,H,E,E,S-E.png,E-H.png,sS,hH,mask-2.png,mask-3.png,s,1,1.8407934000024397,none,-5,0,0.09757180000087828,0.09697330000199145,0.19864769999912824,0.19844870000088122,0.7470223999989685
RSVPLG03,,20251118-091314,1.0.2,20251105-084826,744,Introduction,T1,1,Automatic,main,4,20251118-091822,local,global,750,S,S,A,E,A-S.png,S-E.png,sS,sS,mask-4.png,mask-3.png,s,1,1.9810795999983384,none,-5,0,0.0963527999992948,0.09832399999868358,0.19923389999894425,0.19923519999792916,0.7468484999990324
RSVPLG03,,20251118-091314,1.0.2,20251105-084826,744,Introduction,T1,1,Automatic,main,5,20251118-091828,local,global,750,S,H,E,E,E-S.png,H-E.png,sS,hH,mask-4.png,mask-3.png,s,1,1.7280335999967065,none,-5,0,0.09739540000009583,0.09746649999942747,0.19953180000084103,0.1984904999990249,0.7474273000007088
RSVPLG03,,20251118-091314,1.0.2,20251105-084826,744,Introduction,T1,1,Automatic,main,6,20251118-091834,global,global,750,S,H,A,E,S-A.png,H-E.png,sS,hH,mask-1.png,mask-3.png,s,1,3.033779000001232,none,-5,0,0.09566089999862015,0.09663650000220514,0.19785229999979492,0.2006323000023258,0.7452555999989272
RSVPLG03,,20251118-091314,1.0.2,20251105-084826,744,Introduction,T1,1,Automatic,main,7,20251118-091841,local,global,750,S,S,E,E,E-S.png,S-E.png,sS,sS,mask-4.png,mask-2.png,h,0,1.6181985000002896,none,-5,0,0.09720240000024205,0.09856310000031954,0.20028910000110045,0.1995228000014322,0.7469282999991265
RSVPLG03,,20251118-091314,1.0.2,20251105-084826,744,Introduction,T1,1,Automatic,main,8,20251118-091847,global,local,750,H,S,A,E,H-A.png,E-S.png,hH,sS,mask-2.png,mask-2.png,h,1,1.0476548000006005,none,-5,0,0.09766339999987395,0.09560179999971297,0.19871290000082809,0.19768910000129836,0.7487559000001056
RSVPLG03,,20251118-091314,1.0.2,20251105-084826,744,Introduction,T1,1,Automatic,main,9,20251118-091852,local,local,750,S,S,E,A,E-S.png,A-S.png,sS,sS,mask-3.png,mask-4.png,s,1,0.7595724999991944,none,-5,0,0.09823080000205664,0.09639789999710047,0.20101870000144118,0.1982873999986623,0.7482172000018181
RSVPLG03,,20251118-091314,1.0.2,20251105-084826,744,Introduction,T1,1,Automatic,main,10,20251118-091857,global,global,750,S,H,E,E,S-E.png,H-E.png,sS,hH,mask-1.png,mask-2.png,s,1,8.165237100001832,none,-5,0,0.09810010000001057,0.09559019999869633,0.19998750000013388,0.19966389999899548,0.7485450999993191
RSVPLG03,,20251118-091314,1.0.2,20251105-084826,744,Introduction,T1,1,Automatic,main,11,20251118-091909,global,global,750,H,H,E,A,H-E.png,H-A.png,hH,hH,mask-3.png,mask-1.png,h,1,0.258200800002669,none,-5,0,0.09757209999952465,0.09642990000065765,0.19967330000145012,0.19932600000174716,0.7474288999983401
RSVPLG03,,20251118-091314,1.0.2,20251105-084826,744,Introduction,T1,1,Automatic,main,12,20251118-091914,local,local,750,S,H,E,E,E-S.png,E-H.png,sS,hH,mask-3.png,mask-1.png,s,1,0.529328099997656,none,-5,0,0.09755120000045281,0.09856439999930444,0.20037020000017947,0.19964619999882416,0.7471572000031301
RSVPLG03,,20251118-091314,1.0.2,20251105-084826,744,Introduction,T1,1,Automatic,main,13,20251118-091918,global,local,750,S,H,A,A,S-A.png,A-H.png,sS,hH,mask-3.png,mask-3.png,s,1,0.5085806999995839,none,-5,0,0.09659549999923911,0.097680599999876,0.19850030000088736,0.19968549999975949,0.7468627000016568
RSVPLG03,,20251118-091314,1.0.2,20251105-084826,744,Introduction,T1,1,Automatic,main,14,20251118-091923,local,local,750,S,H,E,A,E-S.png,A-H.png,sS,hH,mask-2.png,mask-2.png,s,1,0.4261739000030502,none,-5,0,0.09743910000179312,0.0973721000009391,0.19935130000158097,0.19924119999996037,0.7464352999995754
RSVPLG03,,20251118-091314,1.0.2,20251105-084826,744,Introduction,T1,1,Automatic,main,15,20251118-091928,local,global,750,H,H,E,A,E-H.png,H-A.png,hH,hH,mask-4.png,mask-3.png,s,0,0.39887739999903715,none,-5,0,0.09758610000062617,0.09756539999943925,0.1996699000010267,0.19964080000136164,0.748029200000019
RSVPLG03,,20251118-091314,1.0.2,20251105-084826,744,Introduction,T1,1,Automatic,main,16,20251118-091932,local,local,750,S,S,A,E,A-S.png,E-S.png,sS,sS,mask-4.png,mask-4.png,s,1,0.3991313000005903,none,-5,0,0.09559880000233534,0.09654550000050222,0.19766450000315672,0.1986819000012474,0.7466629000009561
RSVPLG03,md,20251118-091253,1.0.2,20251105-084826,744,Practice,T1,1,Automatic,main,1,20251118-092007,global,global,750,H,S,A,A,H-A.png,S-A.png,hH,sS,mask-1.png,mask-4.png,h,1,0.49198099999921396,none,-5,0,0.046158099998137914,0.045734499999525724,0.0998818999978539,0.0999682000001485,0.7513226999981271
RSVPLG03,md,20251118-091253,1.0.2,20251105-084826,744,Practice,T1,1,Automatic,main,2,20251118-092012,global,global,300,S,S,E,E,S-E.png,S-E.png,sS,sS,mask-4.png,mask-3.png,s,1,0.5713408000010531,none,-5,0,0.04773159999967902,0.04673909999837633,0.09990519999701064,0.09993119999853661,0.3006816999986768
RSVPLG03,md,20251118-091253,1.0.2,20251105-084826,744,Practice,T1,1,Automatic,main,3,20251118-092016,global,local,300,S,S,E,A,S-E.png,A-S.png,sS,sS,mask-1.png,mask-2.png,s,1,0.4175443999993149,none,-5,0,0.04702670000187936,0.047822599997743964,0.10031159999925876,0.09997769999972661,0.30015840000123717
RSVPLG03,md,20251118-091253,1.0.2,20251105-084826,744,Practice,T1,1,Automatic,main,4,20251118-092020,local,local,750,S,S,E,A,E-S.png,A-S.png,sS,sS,mask-4.png,mask-3.png,s,1,0.4922597000004316,none,-5,0,0.04675180000049295,0.04775100000188104,0.09995880000133184,0.09825240000282065,0.7499941999994917
RSVPLG03,md,20251118-091253,1.0.2,20251105-084826,744,Practice,T1,1,Automatic,main,5,20251118-092024,local,local,750,S,S,A,E,A-S.png,E-S.png,sS,sS,mask-2.png,mask-1.png,s,1,0.7057519000009052,none,-5,0,0.047713500000099884,0.04771470000196132,0.09996010000031674,0.10093269999924814,0.7496252999990247
RSVPLG03,md,20251118-091253,1.0.2,20251105-084826,744,Practice,T1,1,Automatic,main,6,20251118-092029,global,global,300,S,S,E,A,S-E.png,S-A.png,sS,sS,mask-4.png,mask-2.png,s,1,0.3835462000024563,none,-5,0,0.046714100000826875,0.04780689999824972,0.0999288000020897,0.10102199999892036,0.2990386000019498
RSVPLG03,md,20251118-091253,1.0.2,20251105-084826,744,Practice,T1,1,Automatic,main,7,20251118-092033,global,local,750,S,S,A,A,S-A.png,A-S.png,sS,sS,mask-3.png,mask-3.png,s,1,0.2710441000017454,none,-5,0,0.0475432000021101,0.04769339999984368,0.09956800000145449,0.09990409999954863,0.7497174000018276
RSVPLG03,md,20251118-091253,1.0.2,20251105-084826,744,Practice,T1,1,Automatic,main,8,20251118-092037,local,global,750,H,S,E,E,E-H.png,S-E.png,hH,sS,mask-2.png,mask-4.png,h,1,0.32519569999931264,none,-5,0,0.04655640000055428,0.04751609999948414,0.09957980000035604,0.09952509999857284,0.7502970000023197
RSVPLG03,md,20251118-091253,1.0.2,20251105-084826,744,Practice,T1,1,Automatic,main,9,20251118-092042,local,global,300,S,H,A,E,A-S.png,H-E.png,sS,hH,mask-3.png,mask-1.png,s,1,0.48004690000016126,none,-5,0,0.04667699999845354,0.04770420000204467,0.10006159999829833,0.09991860000081942,0.2997500999990734
RSVPLG03,md,20251118-091253,1.0.2,20251105-084826,744,Practice,T1,1,Automatic,main,10,20251118-092046,local,global,300,S,H,A,E,A-S.png,H-E.png,sS,hH,mask-2.png,mask-3.png,s,1,0.37426699999923585,none,-5,0,0.047737600001710234,0.04874689999996917,0.10193720000097528,0.09994680000090739,0.30060750000120606
