exp,exp_initials,runtime,ver,modtime,sub,blocktype,targets,cuetype,mode,trialtype,trial,trialtime,t1_level,t2_level,t2_lag,t1,t2,distractor1,distractor2,stimfile1,stimfile2,t1_corr,t2_corr,maskfile1,maskfile2,t1_resp,t1_acc,t1_rt,t2_resp,t2_acc,t2_rt,t1_dur,t2_dur,t1mask_soa,t2mask_soa,t1t2_soa
RSVPLG03,km,20260226-151535,1.0.2,20251113-095759,778,Introduction,T1,1,Automatic,main,1,20260226-151610,local,local,750,H,H,A,A,A-H.png,A-H.png,hH,hH,mask-1.png,mask-1.png,h,1,1.0445964999962598,none,-5,0,0.09957500011660159,0.1002428000792861,0.1986704000737518,0.1995900000911206,0.7478952999226749
RSVPLG03,km,20260226-151535,1.0.2,20251113-095759,778,Introduction,T1,1,Automatic,main,2,20260226-151615,global,local,750,H,S,E,E,H-E.png,E-S.png,hH,sS,mask-2.png,mask-3.png,h,1,3.2073949999175966,none,-5,0,0.10096070007421076,0.09752489998936653,0.2004287000745535,0.1989824001211673,0.7503726000431925
RSVPLG03,km,20260226-151535,1.0.2,20251113-095759,778,Introduction,T1,1,Automatic,main,3,20260226-151623,local,global,750,S,S,E,E,E-S.png,S-E.png,sS,sS,mask-3.png,mask-2.png,s,1,4.073948899982497,none,-5,0,0.09923990000970662,0.099471400026232,0.19992029992863536,0.19809239986352623,0.7480661999434233
RSVPLG03,km,20260226-151535,1.0.2,20251113-095759,778,Introduction,T1,1,Automatic,main,4,20260226-151631,local,global,750,S,H,A,E,A-S.png,H-E.png,sS,hH,mask-3.png,mask-4.png,s,1,4.869978400180116,none,-5,0,0.09999559982679784,0.10062670009210706,0.1986657998058945,0.19992889999412,0.7473891999106854
RSVPLG03,km,20260226-151535,1.0.2,20251113-095759,778,Introduction,T1,1,Automatic,main,5,20260226-151640,local,local,750,H,H,E,E,E-H.png,E-H.png,hH,hH,mask-3.png,mask-3.png,h,1,4.489063800079748,none,-5,0,0.09930599993094802,0.10170780005864799,0.19983269996009767,0.19864899991080165,0.7479087000247091
RSVPLG03,km,20260226-151535,1.0.2,20251113-095759,778,Introduction,T1,1,Automatic,main,6,20260226-151649,local,global,750,S,S,E,E,E-S.png,S-E.png,sS,sS,mask-3.png,mask-3.png,s,1,0.9413455000612885,none,-5,0,0.09969429997727275,0.0987833000253886,0.19898000010289252,0.19974609999917448,0.7484444000292569
RSVPLG03,km,20260226-151535,1.0.2,20251113-095759,778,Introduction,T1,1,Automatic,main,7,20260226-151654,global,global,750,S,S,E,E,S-E.png,S-E.png,sS,sS,mask-3.png,mask-2.png,s,1,1.4576732001733035,none,-5,0,0.09875270002521574,0.09866829984821379,0.1975467000156641,0.19888029992580414,0.7479586000554264
RSVPLG03,km,20260226-151535,1.0.2,20251113-095759,778,Introduction,T1,1,Automatic,main,8,20260226-151659,global,global,750,S,H,A,E,S-A.png,H-E.png,sS,hH,mask-4.png,mask-3.png,none,-6,0,none,-5,0,0.09805620019324124,0.10097820009104908,0.19874580018222332,0.20006820000708103,0.7459927999880165
RSVPLG03,km,20260226-151720,1.0.2,20251113-095759,778,Practice,T1,1,Automatic,main,1,20260226-151745,local,global,300,S,S,A,A,A-S.png,S-A.png,sS,sS,mask-4.png,mask-3.png,s,1,0.5056798001751304,none,-5,0,0.04492240003310144,0.05175430001690984,0.09603480016812682,0.10126499994657934,0.29656910011544824
RSVPLG03,km,20260226-151720,1.0.2,20251113-095759,778,Practice,T1,1,Automatic,main,2,20260226-151749,local,local,750,H,S,A,E,A-H.png,E-S.png,hH,sS,mask-1.png,mask-1.png,h,1,0.5706817999016494,none,-5,0,0.049151499988511205,0.04917709995061159,0.09918790007941425,0.10101490002125502,0.753232000162825
RSVPLG03,km,20260226-151720,1.0.2,20251113-095759,778,Practice,T1,1,Automatic,main,3,20260226-151754,local,local,300,H,S,E,A,E-H.png,A-S.png,hH,sS,mask-3.png,mask-2.png,s,0,0.49804330011829734,none,-5,0,0.04995280015282333,0.049849099945276976,0.10271090012975037,0.10126699996180832,0.30201850016601384
