exp,exp_initials,runtime,ver,modtime,sub,blocktype,targets,cuetype,mode,trialtype,trial,trialtime,t1_level,t2_level,t2_lag,t1,t2,distractor1,distractor2,stimfile1,stimfile2,t1_corr,t2_corr,maskfile1,maskfile2,t1_resp,t1_acc,t1_rt,t2_resp,t2_acc,t2_rt,t1_dur,t2_dur,t1mask_soa,t2mask_soa,t1t2_soa
RSVPLG03,km,20260423-161753,1.0.2,20251113-095759,829,Introduction,T1,1,Automatic,main,1,20260423-161817,local,global,750,H,S,E,A,E-H.png,S-A.png,hH,sS,mask-3.png,mask-1.png,h,1,0.03833159990608692,none,-5,0,0.09243669966235757,0.09991310024634004,0.19134689960628748,0.20201030001044273,0.7432526997290552
RSVPLG03,km,20260423-161753,1.0.2,20251113-095759,829,Introduction,T1,1,Automatic,main,2,20260423-161821,global,global,750,H,H,E,A,H-E.png,H-A.png,hH,hH,mask-1.png,mask-1.png,s,0,2.2109531997703016,none,-5,0,0.10084319999441504,0.10192579962313175,0.2003421001136303,0.19994599977508187,0.7517051002942026
RSVPLG03,km,20260423-161753,1.0.2,20251113-095759,829,Introduction,T1,1,Automatic,main,3,20260423-161828,local,global,750,S,H,E,A,E-S.png,H-A.png,sS,hH,mask-1.png,mask-4.png,s,1,2.4001762000843883,none,-5,0,0.09995080018416047,0.10036479961127043,0.19994520023465157,0.19990449957549572,0.7494172002188861
RSVPLG03,km,20260423-161753,1.0.2,20251113-095759,829,Introduction,T1,1,Automatic,main,4,20260423-161834,global,local,750,H,H,A,A,H-A.png,A-H.png,hH,hH,mask-1.png,mask-2.png,h,1,0.8063301001675427,none,-5,0,0.09926389995962381,0.10197689989581704,0.20066630002111197,0.20163400005549192,0.7509767999872565
RSVPLG03,km,20260423-161753,1.0.2,20251113-095759,829,Introduction,T1,1,Automatic,main,5,20260423-161839,global,local,750,H,H,E,E,H-E.png,E-H.png,hH,hH,mask-1.png,mask-4.png,h,1,0.940431599970907,none,-5,0,0.09951240010559559,0.10189160006120801,0.1985587002709508,0.2019179998897016,0.7492932002060115
RSVPLG03,km,20260423-161753,1.0.2,20251113-095759,829,Introduction,T1,1,Automatic,main,6,20260423-161844,global,local,750,H,H,A,A,H-A.png,A-H.png,hH,hH,mask-1.png,mask-1.png,h,1,0.6689335997216403,none,-5,0,0.0988841000944376,0.10000320011749864,0.1994794001802802,0.20075810002163053,0.7505512000061572
RSVPLG03,km,20260423-161753,1.0.2,20251113-095759,829,Introduction,T1,1,Automatic,main,7,20260423-161849,local,local,750,H,H,E,E,E-H.png,E-H.png,hH,hH,mask-2.png,mask-4.png,h,1,0.8081037001684308,none,-5,0,0.09987360006198287,0.09904329990968108,0.20094180013984442,0.19852779991924763,0.7519523999653757
RSVPLG03,km,20260423-161753,1.0.2,20251113-095759,829,Introduction,T1,1,Automatic,main,8,20260423-161854,local,local,750,S,H,E,A,E-S.png,A-H.png,sS,hH,mask-3.png,mask-4.png,h,0,0.7661769003607333,none,-5,0,0.09993659984320402,0.09991060011088848,0.20098230009898543,0.20191479986533523,0.7505752998404205
RSVPLG03,km,20260423-161753,1.0.2,20251113-095759,829,Introduction,T1,1,Automatic,main,9,20260423-161859,global,global,750,H,S,A,A,H-A.png,S-A.png,hH,sS,mask-3.png,mask-1.png,h,1,1.18815749976784,none,-5,0,0.10179409990087152,0.09969040006399155,0.2016785000450909,0.2003113003447652,0.7503952998667955
RSVPLG03,km,20260423-161753,1.0.2,20251113-095759,829,Introduction,T1,1,Automatic,main,10,20260423-161904,local,local,750,H,S,A,A,A-H.png,A-S.png,hH,sS,mask-1.png,mask-1.png,h,1,1.3606300996616483,none,-5,0,0.09862960036844015,0.09977299999445677,0.2007251000031829,0.199571100063622,0.751331300009042
RSVPLG03,km,20260423-161753,1.0.2,20251113-095759,829,Introduction,T1,1,Automatic,main,11,20260423-161910,global,local,750,S,S,A,A,S-A.png,A-S.png,sS,sS,mask-3.png,mask-2.png,s,1,0.6965729002840817,none,-5,0,0.10011250013485551,0.09999840008094907,0.20023140031844378,0.19866220001131296,0.7507287003099918
RSVPLG03,km,20260423-161753,1.0.2,20251113-095759,829,Introduction,T1,1,Automatic,main,12,20260423-161915,local,global,750,H,H,E,E,E-H.png,H-E.png,hH,hH,mask-1.png,mask-3.png,s,0,2.2432205001823604,none,-5,0,0.09889260027557611,0.10025979997590184,0.1999099999666214,0.2016083998605609,0.7489831000566483
RSVPLG03,km,20260423-161753,1.0.2,20251113-095759,829,Introduction,T1,1,Automatic,main,13,20260423-161921,local,local,750,S,H,A,E,A-S.png,E-H.png,sS,hH,mask-2.png,mask-2.png,h,0,1.6763908001594245,none,-5,0,0.09995649987831712,0.10089810006320477,0.19996429979801178,0.19989759987220168,0.750004000030458
RSVPLG03,km,20260423-161753,1.0.2,20251113-095759,829,Introduction,T1,1,Automatic,main,14,20260423-161927,local,global,750,H,S,E,A,E-H.png,S-A.png,hH,sS,mask-4.png,mask-2.png,s,0,1.015493500046432,none,-5,0,0.09980139974504709,0.09851789986714721,0.19982399977743626,0.19850980024784803,0.7520940997637808
RSVPLG03,km,20260423-161753,1.0.2,20251113-095759,829,Introduction,T1,1,Automatic,main,15,20260423-161932,global,global,750,S,H,E,A,S-E.png,H-A.png,sS,hH,mask-1.png,mask-2.png,h,0,2.035730700008571,none,-5,0,0.09996430017054081,0.09995540045201778,0.20008750027045608,0.201528400182724,0.7503432999365032
RSVPLG03,km,20260423-161753,1.0.2,20251113-095759,829,Introduction,T1,1,Automatic,main,16,20260423-161938,global,global,750,H,S,A,E,H-A.png,S-E.png,hH,sS,mask-1.png,mask-4.png,s,0,1.108130699954927,none,-5,0,0.09988259989768267,0.09993070038035512,0.20111489994451404,0.1995718004181981,0.7520301998592913
RSVPLG03,km,20260423-162001,1.0.2,20251113-095759,829,Practice,T1,1,Automatic,main,1,20260423-162020,local,global,300,S,S,E,E,E-S.png,S-E.png,sS,sS,mask-1.png,mask-4.png,s,1,0.35617469996213913,none,-5,0,0.048219199758023024,0.05070349993184209,0.09753349982202053,0.10012830002233386,0.29830479994416237
RSVPLG03,km,20260423-162001,1.0.2,20251113-095759,829,Practice,T1,1,Automatic,main,2,20260423-162024,local,local,300,S,H,A,E,A-S.png,E-H.png,sS,hH,mask-3.png,mask-2.png,s,1,0.41673089982941747,none,-5,0,0.04876450030133128,0.05173749988898635,0.09963280009105802,0.10164939984679222,0.2993120001628995
RSVPLG03,km,20260423-162001,1.0.2,20251113-095759,829,Practice,T1,1,Automatic,main,3,20260423-162028,global,global,750,H,S,A,A,H-A.png,S-A.png,hH,sS,mask-3.png,mask-3.png,h,1,0.6481691999360919,none,-5,0,0.048714700154960155,0.050854400265961885,0.09923319984227419,0.09985559992492199,0.7517924997955561
RSVPLG03,km,20260423-162001,1.0.2,20251113-095759,829,Practice,T1,1,Automatic,main,4,20260423-162032,local,global,750,S,S,E,E,E-S.png,S-E.png,sS,sS,mask-2.png,mask-3.png,s,1,0.471620200201869,none,-5,0,0.0498969997279346,0.05003509996458888,0.09988219989463687,0.1000415999442339,0.7520770998671651
RSVPLG03,km,20260423-162001,1.0.2,20251113-095759,829,Practice,T1,1,Automatic,main,5,20260423-162037,global,local,750,H,H,A,E,H-A.png,E-H.png,hH,hH,mask-2.png,mask-4.png,h,1,0.5162161001935601,none,-5,0,0.051466300152242184,0.0484996996819973,0.10073229996487498,0.10004839999601245,0.7528946003876626
