exp,exp_initials,runtime,ver,modtime,sub,blocktype,targets,cuetype,mode,trialtype,trial,trialtime,t1_level,t2_level,t2_lag,t1,t2,distractor1,distractor2,stimfile1,stimfile2,t1_corr,t2_corr,maskfile1,maskfile2,t1_resp,t1_acc,t1_rt,t2_resp,t2_acc,t2_rt,t1_dur,t2_dur,t1mask_soa,t2mask_soa,t1t2_soa
RSVPLG03,km,20260212-150513,1.0.2,20251113-095759,757,Introduction,T1,1,Automatic,main,1,20260212-150538,local,global,750,H,H,A,A,A-H.png,H-A.png,hH,hH,mask-2.png,mask-2.png,h,1,1.1598899000091478,none,-5,0,0.09935750000295229,0.09890479999012314,0.19965290001709945,0.20037700000102632,0.7494216000195593
RSVPLG03,km,20260212-150513,1.0.2,20251113-095759,757,Introduction,T1,1,Automatic,main,2,20260212-150543,global,local,750,H,H,E,A,H-E.png,A-H.png,hH,hH,mask-3.png,mask-4.png,h,1,0.7566881999955513,none,-5,0,0.10102289999485947,0.10139119997620583,0.20107189999544062,0.20167619999847375,0.7485018000006676
RSVPLG03,km,20260212-150513,1.0.2,20251113-095759,757,Introduction,T1,1,Automatic,main,3,20260212-150548,local,local,750,H,S,A,A,A-H.png,A-S.png,hH,sS,mask-3.png,mask-2.png,h,1,3.385068900010083,none,-5,0,0.10014940000837669,0.09970439999597147,0.19840730002033524,0.20058499998413026,0.7484423000132665
RSVPLG03,km,20260212-150513,1.0.2,20251113-095759,757,Introduction,T1,1,Automatic,main,4,20260212-150556,local,global,750,H,H,A,E,A-H.png,H-E.png,hH,hH,mask-1.png,mask-3.png,h,1,1.8005603999772575,none,-5,0,0.10072289998061024,0.09991960000479594,0.2020429999975022,0.20062370001687668,0.7493980999861378
RSVPLG03,km,20260212-150513,1.0.2,20251113-095759,757,Introduction,T1,1,Automatic,main,5,20260212-150602,global,global,750,S,H,A,A,S-A.png,H-A.png,sS,hH,mask-1.png,mask-1.png,s,1,1.4584166999848094,none,-5,0,0.09974439998040907,0.1008019000000786,0.2004914999997709,0.20036119999713264,0.7470161999808624
RSVPLG03,km,20260212-150513,1.0.2,20251113-095759,757,Introduction,T1,1,Automatic,main,6,20260212-150607,global,global,750,H,S,A,A,H-A.png,S-A.png,hH,sS,mask-1.png,mask-3.png,h,1,1.602170499972999,none,-5,0,0.10151099998620339,0.10104139999020845,0.19839790000696667,0.20078309997916222,0.7480822000070475
RSVPLG03,km,20260212-150513,1.0.2,20251113-095759,757,Introduction,T1,1,Automatic,main,7,20260212-150613,global,local,750,H,S,A,E,H-A.png,E-S.png,hH,sS,mask-4.png,mask-4.png,h,1,1.1322026000125334,none,-5,0,0.09924929999397136,0.10025180000229739,0.20083529999828897,0.2003207000088878,0.7482904999924358
RSVPLG03,km,20260212-150513,1.0.2,20251113-095759,757,Introduction,T1,1,Automatic,main,8,20260212-150618,local,global,750,S,H,A,A,A-S.png,H-A.png,sS,hH,mask-1.png,mask-3.png,s,1,1.1339594000019133,none,-5,0,0.09960469999350607,0.09973229997558519,0.20059849999961443,0.20077049999963492,0.7477466000127606
RSVPLG03,km,20260212-150513,1.0.2,20251113-095759,757,Introduction,T1,1,Automatic,main,9,20260212-150624,global,local,750,H,S,E,E,H-E.png,E-S.png,hH,sS,mask-1.png,mask-3.png,h,1,1.6201966000080574,none,-5,0,0.09940679999999702,0.0999798999982886,0.1993631000223104,0.20008270000107586,0.7481329000147525
RSVPLG03,km,20260212-150513,1.0.2,20251113-095759,757,Introduction,T1,1,Automatic,main,10,20260212-150629,local,local,750,S,H,E,E,E-S.png,E-H.png,sS,hH,mask-4.png,mask-1.png,s,1,1.3840395000006538,none,-5,0,0.09880549999070354,0.1003435000020545,0.20001669999328442,0.19976849999511614,0.7484449000039604
RSVPLG03,km,20260212-150513,1.0.2,20251113-095759,757,Introduction,T1,1,Automatic,main,11,20260212-150635,global,global,750,H,S,A,A,H-A.png,S-A.png,hH,sS,mask-1.png,mask-3.png,h,1,1.631493799999589,none,-5,0,0.09954689998994581,0.09932009998010471,0.20000109999091364,0.20123529998818412,0.7487579000007827
RSVPLG03,km,20260212-150513,1.0.2,20251113-095759,757,Introduction,T1,1,Automatic,main,12,20260212-150641,local,global,750,S,H,A,E,A-S.png,H-E.png,sS,hH,mask-1.png,mask-4.png,s,1,0.8884662999771535,none,-5,0,0.10130480001680553,0.09862639999482781,0.1998936000163667,0.19848279998404905,0.7507067000260577
RSVPLG03,km,20260212-150513,1.0.2,20251113-095759,757,Introduction,T1,1,Automatic,main,13,20260212-150646,global,local,750,H,H,A,A,H-A.png,A-H.png,hH,hH,mask-1.png,mask-2.png,h,1,0.9986142999841832,none,-5,0,0.09878309999476187,0.10029859998030588,0.19749059999594465,0.20010309998178855,0.746316900011152
RSVPLG03,km,20260212-150513,1.0.2,20251113-095759,757,Introduction,T1,1,Automatic,main,14,20260212-150651,global,global,750,S,S,A,A,S-A.png,S-A.png,sS,sS,mask-3.png,mask-4.png,s,1,2.642061599995941,none,-5,0,0.10255660000257194,0.09840180000173859,0.20031569999991916,0.19911080002202652,0.7504888999974355
RSVPLG03,km,20260212-150513,1.0.2,20251113-095759,757,Introduction,T1,1,Automatic,main,15,20260212-150658,local,local,750,H,H,A,A,A-H.png,A-H.png,hH,hH,mask-3.png,mask-1.png,h,1,1.438668900023913,none,-5,0,0.09892720001516864,0.09955610000179149,0.2001960999914445,0.20137889997567981,0.7478959000145551
RSVPLG03,km,20260212-150513,1.0.2,20251113-095759,757,Introduction,T1,1,Automatic,main,16,20260212-150703,local,local,750,S,S,E,E,E-S.png,E-S.png,sS,sS,mask-4.png,mask-3.png,s,1,1.088557299983222,none,-5,0,0.09981159999733791,0.10006369999609888,0.199915700010024,0.1993660999869462,0.7469248000124935
RSVPLG03,km,20260212-150724,1.0.2,20251113-095759,757,Practice,T1,1,Automatic,main,1,20260212-150742,local,global,300,H,S,A,A,A-H.png,S-A.png,hH,sS,mask-2.png,mask-4.png,h,1,1.6884546999935992,none,-5,0,0.048071500001242384,0.04820270001073368,0.09945680000237189,0.09832570000435226,0.2989938999817241
RSVPLG03,km,20260212-150724,1.0.2,20251113-095759,757,Practice,T1,1,Automatic,main,2,20260212-150748,global,local,300,H,S,A,A,H-A.png,A-S.png,hH,sS,mask-4.png,mask-2.png,h,1,0.704346299986355,none,-5,0,0.05014320000191219,0.049487899988889694,0.1016216000134591,0.09907969998312183,0.30016510002315044
RSVPLG03,km,20260212-150724,1.0.2,20251113-095759,757,Practice,T1,1,Automatic,main,3,20260212-150752,local,global,300,S,H,E,A,E-S.png,H-A.png,sS,hH,mask-3.png,mask-4.png,s,1,0.5463685000140686,none,-5,0,0.047370800020871684,0.04623540001921356,0.09932540002046153,0.09647540000150912,0.2992978999973275
RSVPLG03,km,20260212-150724,1.0.2,20251113-095759,757,Practice,T1,1,Automatic,main,4,20260212-150756,global,local,750,S,H,E,A,S-E.png,A-H.png,sS,hH,mask-3.png,mask-1.png,s,1,1.1518769999966025,none,-5,0,0.05090770000242628,0.04851369999232702,0.09897599997930229,0.09941719999187626,0.7474114999931771
RSVPLG03,km,20260212-150724,1.0.2,20251113-095759,757,Practice,T1,1,Automatic,main,5,20260212-150801,local,local,300,S,H,A,E,A-S.png,E-H.png,sS,hH,mask-2.png,mask-1.png,s,1,2.152689000009559,none,-5,0,0.04942500000470318,0.04946929999277927,0.09871270001167431,0.09927440001047216,0.2989407000131905
RSVPLG03,km,20260212-150724,1.0.2,20251113-095759,757,Practice,T1,1,Automatic,main,6,20260212-150807,global,global,300,S,S,A,E,S-A.png,S-E.png,sS,sS,mask-4.png,mask-2.png,h,0,2.9735696999996435,none,-5,0,0.05156010002247058,0.052018500020494685,0.09944160000304691,0.10223910000058822,0.29861820000223815
RSVPLG03,km,20260212-150724,1.0.2,20251113-095759,757,Practice,T1,1,Automatic,main,7,20260212-150813,local,local,300,H,H,A,E,A-H.png,E-H.png,hH,hH,mask-2.png,mask-2.png,h,1,1.9730849000043236,none,-5,0,0.0502723999961745,0.0511535000114236,0.10077430002274923,0.1004434000060428,0.29903910000575706
RSVPLG03,km,20260212-150724,1.0.2,20251113-095759,757,Practice,T1,1,Automatic,main,8,20260212-150819,local,local,750,S,H,E,A,E-S.png,A-H.png,sS,hH,mask-2.png,mask-4.png,s,1,1.3717768999922555,none,-5,0,0.04902069998206571,0.04916890000458807,0.09937320000608452,0.0996891999966465,0.7475946999911685
RSVPLG03,km,20260212-150724,1.0.2,20251113-095759,757,Practice,T1,1,Automatic,main,9,20260212-150824,global,global,750,H,S,A,E,H-A.png,S-E.png,hH,sS,mask-3.png,mask-2.png,h,1,1.0245544000063092,none,-5,0,0.04975259999628179,0.048213700007181615,0.0995499000127893,0.09928790002595633,0.7472282999951858
RSVPLG03,km,20260212-150724,1.0.2,20251113-095759,757,Practice,T1,1,Automatic,main,10,20260212-150829,global,local,750,H,H,A,A,H-A.png,A-H.png,hH,hH,mask-2.png,mask-1.png,h,1,1.4858500999980606,none,-5,0,0.04984809999587014,0.04980449998402037,0.10160980001091957,0.09911129999090917,0.7473444000061136
