exp,exp_initials,runtime,ver,modtime,sub,blocktype,targets,cuetype,mode,trialtype,trial,trialtime,t1_level,t2_level,t2_lag,t1,t2,distractor1,distractor2,stimfile1,stimfile2,t1_corr,t2_corr,maskfile1,maskfile2,t1_resp,t1_acc,t1_rt,t2_resp,t2_acc,t2_rt,t1_dur,t2_dur,t1mask_soa,t2mask_soa,t1t2_soa
RSVPLG03,md,20260501-121737,1.0.2,20251105-084826,835,Introduction,T1,1,Automatic,main,1,20260501-121800,global,local,750,H,S,E,A,H-E.png,A-S.png,hH,sS,mask-1.png,mask-2.png,h,1,5.941747199743986,none,-5,0,0.09360909974202514,0.09669080004096031,0.19598899967968464,0.20057510025799274,0.7481518997810781
RSVPLG03,md,20260501-121737,1.0.2,20251105-084826,835,Introduction,T1,1,Automatic,main,2,20260501-121810,global,local,750,S,S,A,A,S-A.png,A-S.png,sS,sS,mask-4.png,mask-1.png,s,1,1.0176710998639464,none,-5,0,0.0997596001252532,0.0993813001550734,0.20167319988831878,0.20245009986683726,0.7516719000414014
RSVPLG03,md,20260501-121737,1.0.2,20251105-084826,835,Introduction,T1,1,Automatic,main,3,20260501-121816,local,local,750,S,H,A,E,A-S.png,E-H.png,sS,hH,mask-4.png,mask-4.png,h,0,1.2175531997345388,none,-5,0,0.09815860027447343,0.09764710022136569,0.20097490027546883,0.20124970003962517,0.7518902001902461
RSVPLG03,md,20260501-121737,1.0.2,20251105-084826,835,Introduction,T1,1,Automatic,main,4,20260501-121821,local,global,750,S,S,E,A,E-S.png,S-A.png,sS,sS,mask-1.png,mask-2.png,s,1,6.146364700049162,none,-5,0,0.09682280011475086,0.09727949975058436,0.19997920002788305,0.20073379995301366,0.7516099000349641
RSVPLG03,md,20260501-121737,1.0.2,20251105-084826,835,Introduction,T1,1,Automatic,main,5,20260501-121831,global,global,750,H,H,A,A,H-A.png,H-A.png,hH,hH,mask-2.png,mask-4.png,h,1,2.310676099732518,none,-5,0,0.0993224997073412,0.09765789983794093,0.2022685999982059,0.20056620007380843,0.7535927998833358
RSVPLG03,md,20260501-121737,1.0.2,20251105-084826,835,Introduction,T1,1,Automatic,main,6,20260501-121838,global,local,750,H,S,A,A,H-A.png,A-S.png,hH,sS,mask-2.png,mask-2.png,s,0,2.181070599704981,none,-5,0,0.09632589993998408,0.09744030004367232,0.19983419962227345,0.19978770008310676,0.752384299878031
RSVPLG03,md,20260501-121737,1.0.2,20251105-084826,835,Introduction,T1,1,Automatic,main,7,20260501-121844,global,local,750,H,H,A,E,H-A.png,E-H.png,hH,hH,mask-3.png,mask-1.png,h,1,5.2531058001331985,none,-5,0,0.09679940016940236,0.099227299913764,0.198787999805063,0.20115439966320992,0.7504977001808584
RSVPLG03,md,20260501-121737,1.0.2,20251105-084826,835,Introduction,T1,1,Automatic,main,8,20260501-121854,global,global,750,S,H,E,A,S-E.png,H-A.png,sS,hH,mask-4.png,mask-1.png,h,0,3.658582600299269,none,-5,0,0.0979629997164011,0.09931380022317171,0.2018325999379158,0.20032540010288358,0.7521730996668339
RSVPLG03,md,20260501-121737,1.0.2,20251105-084826,835,Introduction,T1,1,Automatic,main,9,20260501-121902,local,global,750,S,S,A,A,A-S.png,S-A.png,sS,sS,mask-1.png,mask-2.png,s,1,4.436857699882239,none,-5,0,0.09807890001684427,0.09872410027310252,0.2007924998179078,0.20207150001078844,0.7514824997633696
RSVPLG03,md,20260501-121737,1.0.2,20251105-084826,835,Introduction,T1,1,Automatic,main,10,20260501-121910,local,local,750,S,S,A,E,A-S.png,E-S.png,sS,sS,mask-3.png,mask-3.png,s,1,1.3394192000851035,none,-5,0,0.09738630009815097,0.09811200015246868,0.1996818999759853,0.2004567002877593,0.7502188999205828
