exp,exp_initials,runtime,ver,modtime,sub,blocktype,targets,cuetype,mode,trialtype,trial,trialtime,t1_level,t2_level,t2_lag,t1,t2,distractor1,distractor2,stimfile1,stimfile2,t1_corr,t2_corr,maskfile1,maskfile2,t1_resp,t1_acc,t1_rt,t2_resp,t2_acc,t2_rt,t1_dur,t2_dur,t1mask_soa,t2mask_soa,t1t2_soa
RSVPLG03,si,20260318-081637,1.0.2,20260219-152011,805,Introduction,T1,1,Automatic,main,1,20260318-081800,global,global,750,S,S,E,A,S-E.png,S-A.png,sS,sS,mask-2.png,mask-4.png,s,1,0.46459609999874374,none,-5,0,0.09882199999992736,0.10045940000054543,0.1991541999996116,0.20038869999916642,0.7474677999998676
RSVPLG03,si,20260318-081637,1.0.2,20260219-152011,805,Introduction,T1,1,Automatic,main,2,20260318-081805,local,global,750,S,S,E,A,E-S.png,S-A.png,sS,sS,mask-4.png,mask-4.png,s,1,0.6848215000027267,none,-5,0,0.09850450000158162,0.10126510000191047,0.19927020000250195,0.2007480000029318,0.7474572999999509
RSVPLG03,si,20260318-081637,1.0.2,20260219-152011,805,Introduction,T1,1,Automatic,main,3,20260318-081810,local,global,750,S,S,E,A,E-S.png,S-A.png,sS,sS,mask-3.png,mask-2.png,s,1,1.433228699999745,none,-5,0,0.09938570000304026,0.09854690000065602,0.19837159999951837,0.19785889999911888,0.7487895000012941
RSVPLG03,si,20260318-081637,1.0.2,20260219-152011,805,Introduction,T1,1,Automatic,main,4,20260318-081815,local,local,750,H,S,E,A,E-H.png,A-S.png,hH,sS,mask-2.png,mask-1.png,s,0,0.382482599998184,none,-5,0,0.09993620000022929,0.09900349999952596,0.2013775000013993,0.20072609999988344,0.7506396999997378
RSVPLG03,si,20260318-081637,1.0.2,20260219-152011,805,Introduction,T1,1,Automatic,main,5,20260318-081820,global,global,750,S,H,A,A,S-A.png,H-A.png,sS,hH,mask-3.png,mask-3.png,h,0,0.24504679999881773,none,-5,0,0.098147800003062,0.0995796999995946,0.1986630999999761,0.199092799997743,0.7479635000017879
RSVPLG03,si,20260318-081637,1.0.2,20260219-152011,805,Introduction,T1,1,Automatic,main,6,20260318-081824,local,local,750,H,S,E,A,E-H.png,A-S.png,hH,sS,mask-1.png,mask-1.png,s,0,0.4553169999999227,none,-5,0,0.09934140000041225,0.09863150000091991,0.19961229999898933,0.19898549999925308,0.7508825000004435
RSVPLG03,si,20260318-081637,1.0.2,20260219-152011,805,Introduction,T1,1,Automatic,main,7,20260318-081829,local,local,750,H,S,A,A,A-H.png,A-S.png,hH,sS,mask-2.png,mask-3.png,h,1,2.586575299999822,none,-5,0,0.09973320000062813,0.10042600000087987,0.19980190000205766,0.19996660000106203,0.7494684000012057
RSVPLG03,si,20260318-081637,1.0.2,20260219-152011,805,Introduction,T1,1,Automatic,main,8,20260318-081835,local,global,750,S,H,E,E,E-S.png,H-E.png,sS,hH,mask-3.png,mask-1.png,s,1,0.5952150999983132,none,-5,0,0.09955340000306023,0.10019730000203708,0.19990669999970123,0.2012694000004558,0.7480816999996023
RSVPLG03,si,20260318-081637,1.0.2,20260219-152011,805,Introduction,T1,1,Automatic,main,9,20260318-081840,global,local,750,S,H,A,E,S-A.png,E-H.png,sS,hH,mask-3.png,mask-2.png,s,1,0.7794637999977567,none,-5,0,0.10098990000187769,0.10021280000000843,0.20087880000210134,0.2006515000030049,0.7483968999986246
RSVPLG03,si,20260318-081637,1.0.2,20260219-152011,805,Introduction,T1,1,Automatic,main,10,20260318-081845,global,local,750,H,H,A,A,H-A.png,A-H.png,hH,hH,mask-3.png,mask-2.png,h,1,0.25679590000072494,none,-5,0,0.10123539999767672,0.10059470000123838,0.19946290000007139,0.20043230000010226,0.749654899998859
RSVPLG03,si,20260318-081637,1.0.2,20260219-152011,805,Introduction,T1,1,Automatic,main,11,20260318-081850,local,local,750,H,S,A,A,A-H.png,A-S.png,hH,sS,mask-3.png,mask-1.png,h,1,0.29221049999978277,none,-5,0,0.09985890000098152,0.09923219999836874,0.20092050000312156,0.20003770000039367,0.749559700001555
RSVPLG03,si,20260318-081637,1.0.2,20260219-152011,805,Introduction,T1,1,Automatic,main,12,20260318-081854,local,global,750,H,S,A,A,A-H.png,S-A.png,hH,sS,mask-4.png,mask-1.png,h,1,0.30508210000334657,none,-5,0,0.09862010000142618,0.10032030000002123,0.20052270000087447,0.19956149999779882,0.7485291000011784
RSVPLG03,si,20260318-081637,1.0.2,20260219-152011,805,Introduction,T1,1,Automatic,main,13,20260318-081859,global,local,750,H,S,E,A,H-E.png,A-S.png,hH,sS,mask-1.png,mask-4.png,h,1,0.3036541000001307,none,-5,0,0.09950550000212388,0.0999035000022559,0.19893810000212397,0.20184359999984736,0.7486946999997599
RSVPLG03,si,20260318-081637,1.0.2,20260219-152011,805,Introduction,T1,1,Automatic,main,14,20260318-081903,global,global,750,S,H,A,A,S-A.png,H-A.png,sS,hH,mask-3.png,mask-4.png,s,1,0.2881789999992179,none,-5,0,0.10031650000018999,0.09984980000081123,0.19943880000209901,0.1982958000007784,0.7502330999996047
