exp,exp_initials,runtime,ver,modtime,sub,blocktype,targets,cuetype,mode,trialtype,trial,trialtime,t1_level,t2_level,t2_lag,t1,t2,distractor1,distractor2,stimfile1,stimfile2,t1_corr,t2_corr,maskfile1,maskfile2,t1_resp,t1_acc,t1_rt,t2_resp,t2_acc,t2_rt,t1_dur,t2_dur,t1mask_soa,t2mask_soa,t1t2_soa
RSVPLG03,km,20260326-161346,1.0.2,20251113-095759,815,Introduction,T1,1,Automatic,main,1,20260326-161412,global,global,750,S,H,E,E,S-E.png,H-E.png,sS,hH,mask-1.png,mask-4.png,h,0,0.7822020999883534,none,-5,0,0.09257160000561271,0.09973520001221914,0.19192110000585672,0.20148420000623446,0.7427857000002405
RSVPLG03,km,20260326-161346,1.0.2,20251113-095759,815,Introduction,T1,1,Automatic,main,2,20260326-161417,global,local,750,H,H,A,A,H-A.png,A-H.png,hH,hH,mask-1.png,mask-4.png,h,1,0.4415912999975262,none,-5,0,0.09873399999924004,0.10128840000834316,0.1989904999936698,0.20170260001032148,0.74914249998983
RSVPLG03,km,20260326-161346,1.0.2,20251113-095759,815,Introduction,T1,1,Automatic,main,3,20260326-161421,local,local,750,S,S,E,A,E-S.png,A-S.png,sS,sS,mask-2.png,mask-4.png,s,1,1.0647998999920674,none,-5,0,0.09860110000590794,0.10059489999548532,0.19846600000164472,0.20114610000746325,0.7498143999982858
RSVPLG03,km,20260326-161346,1.0.2,20251113-095759,815,Introduction,T1,1,Automatic,main,4,20260326-161427,global,global,750,H,H,E,E,H-E.png,H-E.png,hH,hH,mask-4.png,mask-4.png,h,1,0.5457737999968231,none,-5,0,0.10075939999660477,0.10041879999334924,0.20118819999333937,0.19988590000139084,0.751607199999853
RSVPLG03,km,20260326-161346,1.0.2,20251113-095759,815,Introduction,T1,1,Automatic,main,5,20260326-161431,local,global,750,S,H,A,A,A-S.png,H-A.png,sS,hH,mask-3.png,mask-4.png,s,1,1.3985385999985738,none,-5,0,0.09766790000139736,0.10049379999691155,0.2000218000030145,0.20100659999297932,0.7498559000086971
RSVPLG03,km,20260326-161346,1.0.2,20251113-095759,815,Introduction,T1,1,Automatic,main,6,20260326-161437,local,global,750,H,S,A,E,A-H.png,S-E.png,hH,sS,mask-1.png,mask-2.png,h,1,0.7182597000064561,none,-5,0,0.10085819999221712,0.10234119999222457,0.2008229999919422,0.20197929999267217,0.7495578999951249
RSVPLG03,km,20260326-161346,1.0.2,20251113-095759,815,Introduction,T1,1,Automatic,main,7,20260326-161442,local,global,750,H,H,E,A,E-H.png,H-A.png,hH,hH,mask-3.png,mask-4.png,s,0,0.4906139000086114,none,-5,0,0.0997672999947099,0.10048860000097193,0.19850709999445826,0.20034980001219083,0.7497579999908339
RSVPLG03,km,20260326-161346,1.0.2,20251113-095759,815,Introduction,T1,1,Automatic,main,8,20260326-161447,global,local,750,S,S,E,E,S-E.png,E-S.png,sS,sS,mask-2.png,mask-1.png,s,1,0.5730851000116672,none,-5,0,0.09935530000075232,0.10181780000857543,0.20020590000785887,0.20177369999873918,0.750096100004157
RSVPLG03,km,20260326-161346,1.0.2,20251113-095759,815,Introduction,T1,1,Automatic,main,9,20260326-161451,global,local,750,H,S,A,E,H-A.png,E-S.png,hH,sS,mask-3.png,mask-2.png,h,1,0.4255443000001833,none,-5,0,0.09999550000065938,0.10001949999423232,0.20069519999378826,0.20203449999098666,0.7499756000033813
RSVPLG03,km,20260326-161346,1.0.2,20251113-095759,815,Introduction,T1,1,Automatic,main,10,20260326-161456,global,global,750,S,S,E,A,S-E.png,S-A.png,sS,sS,mask-4.png,mask-4.png,s,1,0.3651733000006061,none,-5,0,0.10166939999908209,0.09949500000220723,0.20146009999734815,0.2003514000098221,0.7516800999874249
RSVPLG03,km,20260326-161346,1.0.2,20251113-095759,815,Introduction,T1,1,Automatic,main,11,20260326-161501,local,local,750,H,S,A,A,A-H.png,A-S.png,hH,sS,mask-1.png,mask-2.png,h,1,0.4601085000031162,none,-5,0,0.09869319999415893,0.09923140000319108,0.19894049999129493,0.20097200000600424,0.7489577999949688
RSVPLG03,km,20260326-161346,1.0.2,20251113-095759,815,Introduction,T1,1,Automatic,main,12,20260326-161505,local,local,750,S,H,E,A,E-S.png,A-H.png,sS,hH,mask-2.png,mask-3.png,s,1,0.4137027999968268,none,-5,0,0.09891650000645313,0.10043500000028871,0.20084309999947436,0.2004192000022158,0.7502925000007963
RSVPLG03,km,20260326-161346,1.0.2,20251113-095759,815,Introduction,T1,1,Automatic,main,13,20260326-161510,local,global,750,H,S,A,E,A-H.png,S-E.png,hH,sS,mask-1.png,mask-4.png,s,0,0.5741515000117943,none,-5,0,0.09829730000637937,0.10089240000525024,0.19882170000346377,0.2023611000040546,0.7484210999973584
RSVPLG03,km,20260326-161346,1.0.2,20251113-095759,815,Introduction,T1,1,Automatic,main,14,20260326-161515,global,local,750,H,S,A,A,H-A.png,A-S.png,hH,sS,mask-3.png,mask-2.png,h,1,0.3433577999967383,none,-5,0,0.10061809999751858,0.09998550001182593,0.20039339999493677,0.2001899000024423,0.7516402999899583
RSVPLG03,km,20260326-161346,1.0.2,20251113-095759,815,Introduction,T1,1,Automatic,main,15,20260326-161519,local,local,750,H,S,A,A,A-H.png,A-S.png,hH,sS,mask-3.png,mask-3.png,h,1,0.6355311000079382,none,-5,0,0.09982480001053773,0.09992280000005849,0.19886940000287723,0.19912619999377057,0.750753900007112
RSVPLG03,km,20260326-161346,1.0.2,20251113-095759,815,Introduction,T1,1,Automatic,main,16,20260326-161524,global,global,750,S,S,E,A,S-E.png,S-A.png,sS,sS,mask-4.png,mask-2.png,s,1,0.4294088000024203,none,-5,0,0.09882180001295637,0.09995010000420734,0.19954500001040287,0.20103820000076666,0.7508964000007836
RSVPLG03,km,20260326-161548,1.0.2,20251113-095759,815,Practice,T1,1,Automatic,main,1,20260326-161608,local,global,300,H,H,A,E,A-H.png,H-E.png,hH,hH,mask-4.png,mask-4.png,h,1,0.6294797000009567,none,-5,0,0.04010079998988658,0.04643740000028629,0.09013009999762289,0.09673499999917112,0.2939001999911852
RSVPLG03,km,20260326-161548,1.0.2,20251113-095759,815,Practice,T1,1,Automatic,main,2,20260326-161612,global,global,300,S,S,A,E,S-A.png,S-E.png,sS,sS,mask-2.png,mask-3.png,s,1,0.40570149999985006,none,-5,0,0.049753699990105815,0.04934979999961797,0.10148659998958465,0.09880159999011084,0.30122080000001006
RSVPLG03,km,20260326-161548,1.0.2,20251113-095759,815,Practice,T1,1,Automatic,main,3,20260326-161616,global,local,300,H,S,A,A,H-A.png,A-S.png,hH,sS,mask-3.png,mask-3.png,h,1,0.274274700001115,none,-5,0,0.05078910000156611,0.05004059999191668,0.09851899999193847,0.10146890000032727,0.29914930000086315
RSVPLG03,km,20260326-161548,1.0.2,20251113-095759,815,Practice,T1,1,Automatic,main,4,20260326-161620,global,global,750,S,S,A,E,S-A.png,S-E.png,sS,sS,mask-4.png,mask-1.png,s,1,0.29638440000417177,none,-5,0,0.04887879999296274,0.048906299998634495,0.0991092999902321,0.09883809999155346,0.7495641999994405
RSVPLG03,km,20260326-161548,1.0.2,20251113-095759,815,Practice,T1,1,Automatic,main,5,20260326-161624,local,local,300,S,H,A,E,A-S.png,E-H.png,sS,hH,mask-2.png,mask-3.png,s,1,0.4614956000004895,none,-5,0,0.05090879999625031,0.050682599990977906,0.09945860000152607,0.09926529999938793,0.30048240000905935
RSVPLG03,km,20260326-161548,1.0.2,20251113-095759,815,Practice,T1,1,Automatic,main,6,20260326-161628,global,local,300,S,H,A,A,S-A.png,A-H.png,sS,hH,mask-4.png,mask-1.png,h,0,0.39767059999576304,none,-5,0,0.050713100004941225,0.05060890001186635,0.10045860000536777,0.1003439000051003,0.2998661000019638
RSVPLG03,km,20260326-161548,1.0.2,20251113-095759,815,Practice,T1,1,Automatic,main,7,20260326-161632,global,global,300,S,S,E,A,S-E.png,S-A.png,sS,sS,mask-2.png,mask-1.png,s,1,0.5500133999885293,none,-5,0,0.04927030000544619,0.04997910000383854,0.10137289999693166,0.09985630000301171,0.2999751000024844
RSVPLG03,km,20260326-161548,1.0.2,20251113-095759,815,Practice,T1,1,Automatic,main,8,20260326-161637,global,local,750,H,S,A,E,H-A.png,E-S.png,hH,sS,mask-2.png,mask-4.png,h,1,1.270261900004698,none,-5,0,0.048599499990814365,0.04878959999768995,0.09949690000212286,0.09973109999555163,0.750492299994221
RSVPLG03,km,20260326-161548,1.0.2,20251113-095759,815,Practice,T1,1,Automatic,main,9,20260326-161642,local,local,750,H,H,E,A,E-H.png,A-H.png,hH,hH,mask-4.png,mask-2.png,h,1,0.42243810000945814,none,-5,0,0.049804199996287934,0.04880109999794513,0.10009720000380185,0.09856629998830613,0.7502773000014713
RSVPLG03,km,20260326-161548,1.0.2,20251113-095759,815,Practice,T1,1,Automatic,main,10,20260326-161646,local,global,300,S,H,A,E,A-S.png,H-E.png,sS,hH,mask-3.png,mask-4.png,s,1,0.43171770000481047,none,-5,0,0.05063069998868741,0.051049400004558265,0.10038889999850653,0.09978990000672638,0.3001019999937853
RSVPLG03,km,20260326-161548,1.0.2,20251113-095759,815,Practice,T1,1,Automatic,main,11,20260326-161650,local,global,750,H,S,A,A,A-H.png,S-A.png,hH,sS,mask-4.png,mask-1.png,h,1,0.42065609998826403,none,-5,0,0.05007650000334252,0.05002329999115318,0.0994360000040615,0.10191179999674205,0.7494321000122
RSVPLG03,km,20260326-161548,1.0.2,20251113-095759,815,Practice,T1,1,Automatic,main,12,20260326-161655,global,global,750,S,S,A,A,S-A.png,S-A.png,sS,sS,mask-4.png,mask-4.png,s,1,0.4733921999868471,none,-5,0,0.05055939999874681,0.05053510000288952,0.10056089999852702,0.10111240000696853,0.7495749999943655
RSVPLG03,km,20260326-161548,1.0.2,20251113-095759,815,Practice,T1,1,Automatic,main,13,20260326-161659,local,local,750,S,S,A,E,A-S.png,E-S.png,sS,sS,mask-3.png,mask-1.png,s,1,1.482528499996988,none,-5,0,0.04981549999502022,0.0487040000007255,0.10185029999411199,0.09873730000981595,0.7515929999935906
RSVPLG03,km,20260326-161548,1.0.2,20251113-095759,815,Practice,T1,1,Automatic,main,14,20260326-161705,local,local,300,H,H,A,E,A-H.png,E-H.png,hH,hH,mask-2.png,mask-3.png,h,1,0.4300749999965774,none,-5,0,0.04730219999328256,0.049518100000568666,0.09814960000221618,0.09998369999811985,0.2992184000031557
RSVPLG03,km,20260326-161548,1.0.2,20251113-095759,815,Practice,T1,1,Automatic,main,15,20260326-161709,global,local,750,S,H,E,A,S-E.png,A-H.png,sS,hH,mask-1.png,mask-1.png,s,1,0.40785909999976866,none,-5,0,0.04995609998877626,0.04994779999833554,0.09841669999877922,0.10098789999028668,0.748564699999406
RSVPLG03,km,20260326-161548,1.0.2,20251113-095759,815,Practice,T1,1,Automatic,main,16,20260326-161713,local,global,750,S,S,A,A,A-S.png,S-A.png,sS,sS,mask-3.png,mask-1.png,s,1,0.5217478999984451,none,-5,0,0.04916219999722671,0.05093779999879189,0.09982679999666288,0.1007504000008339,0.7491799999988871
RSVPLG03,km,20260326-161808,1.0.2,20251113-095759,815,Introduction,Both,1,Automatic,main,1,20260326-161836,global,local,750,H,H,E,A,H-E.png,A-H.png,hH,hH,mask-4.png,mask-2.png,h,1,0.8865233999968041,h,1,2.5405718999973033,0.09137160000682343,0.09956269999383949,0.1920585000043502,0.19912340000155382,0.7429984000045806
RSVPLG03,km,20260326-161808,1.0.2,20251113-095759,815,Introduction,Both,1,Automatic,main,2,20260326-161844,local,local,750,H,H,A,E,A-H.png,E-H.png,hH,hH,mask-4.png,mask-4.png,h,1,0.6353566000034334,h,1,0.46324149999418296,0.09983229999488685,0.09890969999833032,0.19989979999081697,0.20035809998807963,0.7516049999976531
RSVPLG03,km,20260326-161808,1.0.2,20251113-095759,815,Introduction,Both,1,Automatic,main,3,20260326-161849,local,local,750,S,H,E,A,E-S.png,A-H.png,sS,hH,mask-3.png,mask-2.png,h,0,2.2595682999963174,s,0,0.6536004000081448,0.10198340000351891,0.09979730000486597,0.20200340000155848,0.20125620000180788,0.7507695999956923
RSVPLG03,km,20260326-161808,1.0.2,20251113-095759,815,Introduction,Both,1,Automatic,main,4,20260326-161857,global,local,750,S,H,A,E,S-A.png,E-H.png,sS,hH,mask-2.png,mask-1.png,s,1,2.4602760999987368,h,1,0.5271330999967176,0.10073590000683907,0.09982560000207741,0.20066420000512153,0.19877400000405032,0.752121099998476
RSVPLG03,km,20260326-161808,1.0.2,20251113-095759,815,Introduction,Both,1,Automatic,main,5,20260326-161904,global,local,750,S,H,A,A,S-A.png,A-H.png,sS,hH,mask-4.png,mask-4.png,s,1,2.7765040999947814,h,1,0.5116244999953778,0.10049130000697915,0.09984539999277331,0.20019870001124218,0.1996826999966288,0.7500872000091476
RSVPLG03,km,20260326-161808,1.0.2,20251113-095759,815,Introduction,Both,1,Automatic,main,6,20260326-161912,global,local,750,S,H,E,E,S-E.png,E-H.png,sS,hH,mask-1.png,mask-2.png,s,1,1.1578914999990957,h,1,0.3523350999894319,0.10113140000612475,0.1000010999996448,0.20132799999555573,0.20103119999112096,0.7514548000035575
RSVPLG03,km,20260326-161808,1.0.2,20251113-095759,815,Introduction,Both,1,Automatic,main,7,20260326-161918,global,global,750,S,S,A,E,S-A.png,S-E.png,sS,sS,mask-4.png,mask-1.png,s,1,0.7380125999916345,s,1,0.3323406999988947,0.09981679999327753,0.10095340000407305,0.19928780000191182,0.20112840000365395,0.7497943999915151
